Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1270391160	2274000128	NaN	NaN	NaN	1208938573	2164000000	NaN	NaN	NaN	111.6039159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1396089451	2499000064	NaN	NaN	NaN	128.8808655	-187150877.7	-335000064	NaN	-17.27694961	240.4847813	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	45000	0.819210324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
122000000	128000	2.981016132	4720	17.52184612	NaN	NaN	2195688360	11190.21777	NaN	NaN	NaN	41.54094785	2564612092	13070.41943	NaN	NaN	NaN	48.52073686	1758674869	8963	NaN	NaN	NaN	NaN	NaN	2097283858	NaN	4760300452	24260.63721	NaN	NaN	NaN	90.06168471	3954363421	20153.21875	NaN	NaN	NaN	5351933552	27275.86621	NaN	NaN	101.2549853	2849011622	14519.84766	NaN	NaN	NaN	53.9013848	5322.646973	19.75902568	1397570036	7122.646973	NaN	NaN	NaN	26.44108563	-805936935.9	-4107.417969	NaN	591633099.7	3015.229004	NaN	NaN	NaN	11.19330055	2915345124	14857.91309	NaN	NaN	NaN	55.15637006	-66333501.64	-338.0654297	NaN	-1.254985262	109.0577549	2
NaN	65000	4.663357666	4010000000	3.199297903	NaN	NaN	173511335.7	17709000704	73924877.25	-8.625107375	22885498880	14.12877028	1468051509	1.49833E+11	2920249396	-0.426856172	2.40205E+11	119.5412532	1468051509	1.49833E+11	2260180198	0.003236152	2.47579E+11	700.8525837	1.308186655	5595453355	10001732063	1641562844	1.67542E+11	2535561244	-1.197963948	2.63091E+11	133.6700235	1641562844	1.67542E+11	2027439306	2.70465E+11	63.50283859	1803668207	1.84087E+11	2704377153	2.89888E+11	146.8700232	189399541.7	19330590720	246632344.7	70.79995953	30633125888	15.42252328	4691879936	3.743322105	162105372.8	16544879616	322509120.3	223.0842679	29950492672	13.19999967	0	0	NaN	162105372.8	16544879616	216669553.3	223.0842605	26796924928	13.19999967	764996711.5	78077476864	647651590.5	9.510103699	85308923904	62.29254564	-575597169.8	-58746886144	-54675798016	-46.87002236	77.71506892	1
576000000	55000	4.884125856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
14000000	65000	0.471142289	3170000000	1.340352364	NaN	11000000	31986303296	31952717824	34405775267	NaN	31952716953	13.51037882	1.65343E+11	1.65169E+11	1.71424E+11	NaN	1.65169E+11	69.83764178	1.65343E+11	1.65169E+11	1.7089E+11	NaN	1.63676E+11	5028.825414	NaN	1.56509E+11	1.97098E+11	1.97329E+11	1.97122E+11	2.05801E+11	5.345347093	1.97122E+11	83.34801974	1.97329E+11	1.97122E+11	2.05268E+11	1.95628E+11	99.99999698	2.42446E+11	2.42192E+11	2.4814E+11	2.42192E+11	102.4044538	16358136224	16340960256	16165987952	3.983198646	16340960000	6.909351642	41064072030	17.36287887	45116786820	45069414400	41899189854	13.62313868	45069414303	19.05643411	0	0	0	45116786820	45069414400	41899189854	13.62313868	45069414303	19.05643411	22050753062	22027599872	20923223635	14.80660911	22027600000	9.313799859	-5692616838	-5686639616	-5686640000	-2.404448218	16.2231515	2
3000000	21000	1.336965156	89500000	2.121652479	NaN	NaN	206549962.2	725299968	239342931.7	2.200003464	78311759872	17.19368129	1038767253	3647630080	1371180363	-26.42036503	5.8674E+11	86.46931175	1121936842	3939680000	1246003356	-26.80000446	5.54489E+11	369.693015	-25.0719156	3214959777	3897448220	1245317215	4372930048	1595041152	-23.91127444	6.65051E+11	103.662993	NaN	NaN	NaN	NaN	0.653843836	1363913271	4789379968	1738106114	7.32496E+11	113.5351957	567247804.2	1991890048	599889529.3	-50	2.56596E+11	47.21897719	NaN	NaN	149628410.2	525420000	199452980	-7.800005183	89467731968	12.45540386	-31032331.97	-108970000	-22023061504	118596073.7	416449984	151165458.3	723.2020622	67444670464	9.872202692	729847878.4	2562860032	1016604290	-44.80000003	4.34764E+11	60.7541714	-162600074.2	-570969984	-1.78169E+11	-13.53519421	107.9731486	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	85244442.94	230160000	NaN	NaN	NaN	18.67196714	201507409.8	544070016	NaN	NaN	NaN	44.13824062	201507409.8	544070016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	286751852.7	774230016	NaN	NaN	NaN	62.81020777	286751852.7	774230016	NaN	NaN	NaN	431400004.2	1164780032	NaN	NaN	94.49398021	439285183.4	1186070016	NaN	NaN	NaN	96.2211521	NaN	NaN	144648151.5	390550016	NaN	NaN	NaN	31.68377245	0	0	NaN	144648151.5	390550016	NaN	NaN	NaN	31.68377245	414148164.5	1118200064	NaN	NaN	NaN	90.71513232	25137018.82	67869952	NaN	5.506019785	186.9362844	2
