Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	130000	1.827351367	4685000000	2.007599021	NaN	NaN	448748082.3	21972000000	NaN	47.18309859	20900000000	9.415360873	5875008046	2.87657E+11	NaN	36.78046659	2.62723E+11	123.2658658	5875008046	2.87657E+11	NaN	NaN	2.614E+11	NaN	NaN	NaN	19832817228	6323756129	3.09629E+11	NaN	37.49658113	2.83623E+11	132.6812267	6323756129	3.09629E+11	NaN	2.823E+11	96.94707729	7096811092	3.4748E+11	NaN	3.58423E+11	148.9009984	1998881466	97871000000	NaN	-58.56905158	24900000000	41.93932205	2838000000	1.216129354	773054963.7	37851000000	NaN	41.26480378	73000000000	16.21977173	36946353.58	1809000000	1800000000	773054963.7	37851000000	NaN	45.80896686	74800000000	16.21977173	4329565286	2.11988E+11	NaN	30.96614368	1.586E+11	90.84032045	-2330683821	-1.14117E+11	-1.337E+11	-48.9009984	132.7796425	0
48000000	130000	2.274465393	49988000000	4.800881087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11273832541	8.41099E+11	NaN	NaN	NaN	80.77970629	NaN	NaN	NaN	NaN	NaN	13041225837	9.72958E+11	NaN	NaN	93.44350192	9716298086	7.24897E+11	NaN	NaN	NaN	69.61959943	52814719418	5.072361118	1767393296	1.31859E+11	NaN	NaN	NaN	12.66379563	0	0	NaN	1767393296	1.31859E+11	NaN	NaN	NaN	12.66379563	8801255623	6.56629E+11	NaN	NaN	NaN	63.06310136	915042462.4	68267932461	NaN	6.556498075	132.6827008	2
2000000	22000	1.606800506	9279000000	1.359223905	5.978300682	NaN	569696138.7	68806000640	421739285.5	10.52318508	1.30561E+11	10.07896981	5185453792	6.26282E+11	4374675484	11.16494704	3.59839E+11	91.7401904	4214572351	5.09022E+11	3277115047	6.244584209	3.58974E+11	1054.853701	5.665842612	9020419756	14501864348	5755149930	6.95088E+11	4726277459	10.99336147	4.904E+11	101.8191602	4784268490	5.77828E+11	3669619125	4.89535E+11	140.5464412	7079810818	8.55076E+11	5523664791	6.08394E+11	125.2548445	1165475463	1.40762E+11	1041636032	12.63838612	1.29377E+11	20.61939902	1.28516E+11	18.82557544	1324661063	1.59988E+11	1197836617	9.108939101	1.1124E+11	23.43568432	0	0	6754039480	1324661063	1.59988E+11	954051138.3	-8.065213309	1.17994E+11	23.43568432	2592961199	3.13169E+11	2274819889	10.76047005	2.9964E+11	45.87424046	-1427485737	-1.72407E+11	-1.70263E+11	-25.25484144	66.49363948	1
705000000	50500	2.483984127	24645000000	5.396770478	NaN	NaN	10527161635	38661000000	NaN	5.94506028	52375000000	8.465998923	75292037549	2.7651E+11	NaN	1.885754026	4.07272E+11	60.5502538	75292309843	2.76511E+11	NaN	NaN	4.07272E+11	NaN	NaN	NaN	1.2765E+11	85819199184	3.15171E+11	NaN	2.332524434	4.59647E+11	69.01625272	85819471478	3.15172E+11	NaN	4.59647E+11	71.45256625	1.12476E+11	4.13068E+11	NaN	5.78101E+11	90.45377106	69538463525	2.5538E+11	NaN	22.91019614	4.06818E+11	55.92319922	54298000000	11.8901945	25853506525	94947000000	NaN	7.551286013	1.14868E+11	20.79152634	803267551.9	2950000000	3586000000	26656774077	97897000000	NaN	7.267112806	1.18454E+11	21.43751834	57668075167	2.11786E+11	NaN	15.98871915	2.57459E+11	46.37697028	11870388358	43594000000	1.49359E+11	9.54622894	102.3001695	3
12000000	102600	0.631976418	3988000000	1.060894065	5.347973193	NaN	14823395415	42996740096	36948270837	1.460822282	34313938017	11.43806078	81198858943	2.35525E+11	1.76767E+11	8.779076601	1.70318E+11	62.65484107	81198858943	2.35525E+11	1.75354E+11	8.168969488	1.67951E+11	4614.417205	7.190041229	1.87775E+11	2.02247E+11	96022250122	2.78522E+11	2.13641E+11	7.479114283	2.04632E+11	74.09289859	96022250122	2.78522E+11	2.12232E+11	2.02265E+11	139.0127212	1.1564E+11	3.35425E+11	2.48091E+11	2.41291E+11	89.2304118	32361944910	93869056000	34732529571	5.995368309	35108455981	24.97119469	52433016277	13.94831389	19617778597	56903327744	34080798672	38.16618138	36659459061	15.13751321	0	0	0	19617778597	56903327744	34080798672	38.16618138	36659459061	15.13751321	18404870595	53385166848	19354611537	37.56537191	20376192911	14.20160649	13957074315	40483889152	14732263071	10.7695882	39.17280118	2
NaN	45600	3.124353964	44300000000	2.726753396	16.61167655	NaN	286523662.2	1.65831E+11	274466050.9	14.11208593	89803861408	10.20724742	2341571090	1.35523E+12	2300455166	11.54873408	9.84384E+11	83.41717844	2332157852	1.34978E+12	2324215244	7.222308467	1.03431E+12	759.4099773	7.240280718	6976428146	7270051497	2628094753	1.52106E+12	2576303440	11.75861469	1.07419E+12	93.62442585	2618681514	1.51561E+12	2600933754	1.12411E+12	139.7607131	3309029666	1.91517E+12	3255955855	1.37032E+12	117.8823565	902544361.3	5.22366E+11	994694386.3	29.06901362	4.25469E+11	32.15264501	NaN	NaN	645532595	3.73615E+11	629766448	27.46293878	2.82492E+11	22.99674261	35402318.71	20489800000	13639135112	680934913.7	3.94105E+11	663725185.4	30.71386954	2.96131E+11	24.25793068	1404513019	8.1289E+11	1547429077	26.54179419	6.61779E+11	50.03500154	-501968657.7	-2.90524E+11	-2.3631E+11	-17.88235653	82.18764655	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	200	NaN	NaN	NaN	NaN	NaN	158492589.8	427930000	NaN	NaN	NaN	18.28872173	482312191.1	1302242939	NaN	NaN	NaN	55.6548004	482312191.1	1302242939	NaN	NaN	NaN	NaN	NaN	617902271	NaN	640804780.9	1730172939	NaN	NaN	NaN	73.94352213	640804780.9	1730172939	NaN	NaN	NaN	938726997.9	2534562939	NaN	NaN	108.3212589	462638761.1	1249124677	NaN	NaN	NaN	53.38465082	NaN	NaN	297922217	804390000	NaN	NaN	NaN	34.37773672	0	0	NaN	297922217	804390000	NaN	NaN	NaN	34.37773672	534751940.2	1443830264	NaN	NaN	NaN	61.70590967	-72113179.1	-194705587	NaN	-8.321258851	115.0905605	2
