Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	27000	0.367293005	5440000000	1.994817761	NaN	NaN	558504658	26701000000	NaN	-7.655502392	19300000000	9.79110828	6851165102	3.27541E+11	NaN	-3.15502582	2.54434E+11	120.107323	6851165102	3.27541E+11	NaN	NaN	2.2E+11	NaN	NaN	21359478101	16691735999	7409669760	3.54242E+11	NaN	-3.486663449	2.73734E+11	129.8984313	7409669760	3.54242E+11	NaN	2.393E+11	118.2775964	8402578551	4.01711E+11	NaN	3.39634E+11	147.3050497	1726174934	82525000000	NaN	-2.81124498	24200000000	30.26145878	24153000000	8.856770843	992908790.4	47469000000	NaN	-11.64383562	64500000000	17.40661844	38382684.08	1835000000	1400000000	992908790.4	47469000000	NaN	-11.89839572	65900000000	17.40661844	4424550834	2.11529E+11	NaN	-25.66204288	1.179E+11	77.5665085	-2698375900	-1.29004E+11	-93700000000	-47.30504972	107.8279673	0
8000000	118000	1.999726371	68298000000	4.134137685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14814823229	1.23765E+12	NaN	NaN	NaN	74.91610212	NaN	NaN	NaN	NaN	NaN	16616899263	1.3882E+12	NaN	NaN	84.02890152	13779777615	1.15118E+12	NaN	NaN	NaN	69.68204824	69699513176	4.218972503	1802076034	1.50548E+11	NaN	NaN	NaN	9.112799398	0	0	NaN	1802076034	1.50548E+11	NaN	NaN	NaN	9.112799398	10621457920	8.87331E+11	NaN	NaN	NaN	53.71094976	3158319695	2.6385E+11	NaN	15.97109848	123.392998	2
NaN	21500	1.550370498	10373000000	1.353507455	6.169236808	NaN	710754604.5	72973600000	447866100.8	6.195015799	1.38649E+11	9.521865575	6599425802	6.77567E+11	4584120396	4.78766739	3.77067E+11	88.41145026	6618380008	6.79513E+11	2641099523	-19.40778747	2.89305E+11	845.1894415	-19.87614577	12088470507	11687373336	7310180407	7.50541E+11	4970264495	5.162351098	5.15716E+11	97.93331583	7329134613	7.52487E+11	3208002847	4.27954E+11	145.2715276	9089037783	9.33177E+11	5827936606	6.42367E+11	121.7726884	1608000000	1.65094E+11	1226404170	17.73826292	1.52326E+11	21.5421184	1.441E+11	18.80270165	1779477321	1.827E+11	NaN	NaN	NaN	23.8393726	0	0	NaN	1779477321	1.827E+11	1024051042	7.337122762	1.26651E+11	23.8393726	3232590833	3.31892E+11	2510721466	10.3701211	3.30713E+11	43.30650154	-1624590833	-1.66798E+11	-1.78387E+11	-21.76438314	64.84861994	1
1246000000	50000	2.237801641	27951000000	5.148604216	NaN	3000000	11514227694	42286000000	NaN	4.67398568	54823000000	7.789126611	92226279013	3.38701E+11	NaN	10.11142431	4.48453E+11	62.38908793	92226006719	3.387E+11	NaN	NaN	4.47784E+11	NaN	NaN	NaN	1.40348E+11	1.03741E+11	3.80987E+11	NaN	9.49184918	5.03276E+11	70.17821454	1.0374E+11	3.80986E+11	NaN	5.02607E+11	77.72071787	1.32284E+11	4.85812E+11	NaN	6.25074E+11	89.48709211	93968688865	3.451E+11	NaN	24.37994386	5.06E+11	63.5677906	57831000000	10.6525323	27619605963	1.01433E+11	NaN	2.608211164	1.17864E+11	18.68406753	923621537.6	3392000000	3934000000	28543227500	1.04825E+11	NaN	2.823036791	1.21798E+11	19.30887757	78428048530	2.88027E+11	NaN	29.73793886	3.34022E+11	53.05488271	15540640335	57073000000	1.71978E+11	10.51290789	116.6226733	3
168000000	102000	0.583948421	4285000000	0.957235117	5.233926747	NaN	17044275094	49825529856	37952525135	2.718000802	35246591128	11.13062938	95877476732	2.80279E+11	1.92223E+11	8.743428591	1.85209E+11	62.61202974	95877476732	2.80279E+11	1.92012E+11	9.499617876	1.83906E+11	5008.024377	8.529943323	2.19734E+11	2.21459E+11	1.12922E+11	3.30104E+11	2.30162E+11	7.73304694	2.20456E+11	73.74266278	1.12922E+11	3.30104E+11	2.29951E+11	2.19152E+11	154.1897258	1.42272E+11	4.15905E+11	2.76828E+11	2.69736E+11	92.90978701	38676627804	1.13063E+11	37550781888	8.114157971	37957211561	25.25746664	78058015932	17.43754352	29350518031	85800370176	45813183017	34.42520364	49279552496	19.16712423	0	0	0	29350518031	85800370176	45813183017	34.42520364	49279552496	19.16712423	27819412984	81324490752	27120026191	40.12177996	28551484196	18.16724816	10857214819	31738896384	9405727365	7.090218478	43.42471481	2
120000000	49000	3.382259815	52300000000	2.741168589	16.16636456	NaN	363847783.3	1.94095E+11	304600641.1	10.9793507	99663742295	10.17296407	2879755741	1.53621E+12	2406002399	4.588102167	1.02955E+12	80.51622966	2943763614	1.57035E+12	2531848902	8.933495236	1.12671E+12	826.6959385	8.860294604	7791363748	7919521202	3243603524	1.7303E+12	2708272547	5.122420933	1.12921E+12	90.68919373	3307611398	1.76445E+12	2837539032	1.22637E+12	149.2815659	4133406692	2.20497E+12	3510924762	1.47705E+12	115.5675524	1063500422	5.67324E+11	977485840	-1.730033524	4.18108E+11	29.73482889	NaN	NaN	853510169.7	4.55305E+11	749590749.8	19.026784	3.36241E+11	23.86362838	36292998.41	19360500000	11598643423	889803168.1	4.74666E+11	779620898.2	17.46140049	3.47839E+11	24.87835868	1620291874	8.64345E+11	1502220520	-2.921526898	6.42445E+11	45.30238129	-556791451.9	-2.9702E+11	-2.24336E+11	-15.5675524	75.03721018	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	170	NaN	NaN	NaN	NaN	NaN	168103700.7	453880000	NaN	NaN	NaN	18.19720046	523563287.4	1413620901	NaN	NaN	NaN	56.67564756	523563287.4	1413620901	NaN	NaN	NaN	NaN	NaN	675004538.9	NaN	691666988.2	1867500901	NaN	NaN	NaN	74.87284802	691666988.2	1867500901	NaN	NaN	NaN	1009070686	2724490901	NaN	NaN	109.2317509	498260494.9	1345303360	NaN	NaN	NaN	53.93662405	NaN	NaN	317403698.1	856990000	NaN	NaN	NaN	34.35890285	0	0	NaN	317403698.1	856990000	NaN	NaN	NaN	34.35890285	583542376	1575564443	NaN	NaN	NaN	63.16837493	-85281881.09	-230261083	NaN	-9.231750873	117.104999	2
