Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	24000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1681564210	3009999872	NaN	NaN	NaN	1732961002	3102000128	NaN	NaN	NaN	125.5870432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2034636843	3641999872	NaN	NaN	NaN	147.4493799	-301675841.1	-539999744	NaN	-21.86233668	273.0364231	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	429000	7.185667138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
43000000	106400	2.279393184	20500000	2.453641144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3853268584	427742213.2	NaN	NaN	NaN	51.19638504	NaN	NaN	NaN	NaN	NaN	6464694483	717630413.2	NaN	NaN	85.89304916	6202312967	688504062.9	NaN	NaN	NaN	82.40692177	181392000	21.71077436	2611425899	289888200	NaN	NaN	NaN	34.69666413	0	0	NaN	2611425899	289888200	NaN	NaN	NaN	34.69666413	5140560844	570641476.2	NaN	NaN	NaN	68.29997094	1061752122	117862586.8	NaN	14.10695084	150.7068927	2
NaN	67500	5.065803044	4777000000	1.517095504	6.778110418	NaN	292240341.7	30538799104	114928799.1	18.64294498	35579401707	9.698613111	2787636061	2.91305E+11	3467128595	10.56477752	2.85189E+11	92.51359171	1972958253	2.06172E+11	2603520918	12.28500502	2.85188E+11	836.4465164	13.3133052	5613312368	11521080779	3079876403	3.21844E+11	3091433228	11.40614831	3.20768E+11	102.2122048	2265198595	2.36711E+11	2404519569	3.20768E+11	100	3703674757	3.8703E+11	3613456952	3.8703E+11	122.914271	371123475.8	38782001152	312240282.3	15.35851039	38782001152	12.31651656	50380480184	16	617709659.8	64549990236	713511989.1	19.58306218	66261802384	20.5	6088693.883	636261914.4	0	623798353.7	65186252151	535767262.9	33.65607349	66261802384	20.70206617	1061580380	1.10934E+11	842193032.1	34.45283469	1.10934E+11	35.23078755	-690456904.2	-72151998464	-72151998464	-22.91427099	47.54730411	1
479000000	65500	4.789567904	NaN	NaN	NaN	5000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
38000000	103700	0.712061811	3378000000	1.241228368	NaN	NaN	34023284736	34023284736	35577128109	2.169695615	33040554838	12.50167738	1.90738E+11	1.90738E+11	1.85297E+11	6.716172944	1.78536E+11	70.08569716	1.90738E+11	1.90738E+11	1.82918E+11	5.534561948	1.75196E+11	5183.700148	4.242703058	1.81937E+11	2.10971E+11	2.24761E+11	2.24761E+11	2.20891E+11	5.979701992	2.11576E+11	82.58737755	2.24761E+11	2.24761E+11	2.18498E+11	2.08236E+11	105.3493909	2.73972E+11	2.73972E+11	2.66371E+11	2.6006E+11	100.6695578	28301199360	28301199360	24583959311	7.646794886	24850043000	10.39912715	46079740808	16.93175888	49210609664	49210609664	45073461429	8.883307437	48483861247	18.08218021	0	0	0	49210609664	49210609664	45073461429	8.883307437	48483861247	18.08218021	30123399168	30123399168	26866061825	17.52909097	28284115000	11.0686849	-1822199808	-1822199808	-3434072000	-0.669557754	21.46781205	2
92000000	58400	3.950311629	21700000000	3.281866893	NaN	NaN	179366728.9	74265001984	226974892.8	-2.325555337	74265001984	11.23169822	1621109156	6.71204E+11	1568569260	2.485004387	6.71204E+11	101.5116289	1601934606	6.63265E+11	1490436073	3.825839763	6.63265E+11	469.845256	5.494680615	3945677976	4662023896	1800475885	7.45469E+11	1787912679	1.984624332	7.45469E+11	112.7433271	NaN	NaN	NaN	NaN	100	2119969142	8.77752E+11	2082575844	8.77752E+11	132.7495572	371135620.1	1.53665E+11	359249803.8	7.200004663	1.53665E+11	23.2400028	NaN	NaN	285610085.3	1.18254E+11	263627037.5	10.30000053	1.18254E+11	17.88451128	33883198.22	14028999680	14028999680	319493276.1	1.32283E+11	296489255.6	7.799995354	1.32283E+11	20.00623015	894135848.5	3.70208E+11	865652851.7	-0.599997466	3.70208E+11	55.98955879	-523000228.3	-2.16543E+11	-2.16543E+11	-32.74955599	79.22956159	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	200	NaN	NaN	NaN	NaN	NaN	113962961	307700000	NaN	NaN	NaN	21.06235813	359888888.5	971700016	NaN	NaN	NaN	66.51379178	337777771.8	912000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	473851849.4	1279400016	NaN	NaN	NaN	87.57614991	451740732.8	1219700000	NaN	NaN	NaN	664962957.1	1795400016	NaN	NaN	122.8968415	409407423.9	1105400064	NaN	NaN	NaN	75.66568743	449600000	30.77554831	191111107.7	516000000	NaN	NaN	NaN	35.32069156	0	0	NaN	191111107.7	516000000	NaN	NaN	NaN	35.32069156	533296298.7	1439900032	NaN	NaN	NaN	98.5625289	-123888874.8	-334499968	NaN	-22.89684147	174.2282163	2
