Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1886000000	58000	1.149268119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
140000000	115000	2.990771009	NaN	NaN	NaN	NaN	3539572170	105.9039993	NaN	24.64929423	786761840.1	34.49810394	3673616450	109.9146042	NaN	-35.58471739	643357185.2	35.80455378	3673616960	109.9146194	NaN	NaN	643891296.5	NaN	NaN	2519358656	18842154472	7213188620	215.8186035	NaN	-12.2596849	1430119025	70.30265772	7213189130	215.8186188	NaN	1430653069	1.52938E-05	8414993439	251.7766037	NaN	1646265234	82.01593424	3992499897	119.4555969	NaN	14.58559933	765591543.6	38.91252101	5.120999813	1.668159701	1141911777	34.16600037	NaN	-1.663458876	205374363.8	11.12953467	59893042.01	1.791999817	10771845.09	1201804819	35.95800018	NaN	-4.281995236	216146208.9	11.71327651	2147299976	64.24721527	NaN	-15.8100669	567081175.1	20.92845525	1845199922	55.20838165	198510368.5	17.98406576	59.84097626	2
NaN	NaN	NaN	990000000	5.888300832	NaN	NaN	389249984	3113999872	165335545.2	NaN	51184209920	18.52138185	1271486848	10171894784	3011323418	NaN	2.47697E+11	60.5001783	1271486848	10171894784	2261252177	NaN	2.47697E+11	687.4187152	NaN	NaN	10006475777	1660736832	13285894656	2880490765	-10.23500665	2.98881E+11	79.02156016	1660736832	13285894656	2240450509	2.98881E+11	NaN	2276624960	18212999680	NaN	NaN	108.3268901	312500000	2500000000	NaN	NaN	NaN	14.86944654	NaN	NaN	615888128	4927105024	NaN	NaN	NaN	29.30532991	0	0	NaN	615888128	4927105024	91380982.18	-17.89002668	11301677056	29.30532991	487500000	3900000000	NaN	NaN	NaN	23.19633661	-175000000	-1400000000	NaN	-8.326890065	38.06578315	1
564000000	66000	7.292194668	NaN	NaN	NaN	2000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
165000000	85000	0.638784493	943000000	1.368213355	NaN	6000000	4432002301	2160999936	NaN	NaN	NaN	3.135428392	1.09038E+11	53165998080	NaN	NaN	NaN	77.13937288	1.09038E+11	53165998080	NaN	NaN	NaN	NaN	NaN	1.71019E+11	NaN	1.1347E+11	55326998528	1.50343E+11	-1.590232256	1.44003E+11	80.27480201	1.1347E+11	55326998528	1.51099E+11	1.44003E+11	38.90287941	1.33255E+11	64973999616	1.72019E+11	1.67016E+11	94.27178359	14643450361	7139999744	16299186158	18.01160338	16475599872	10.35953659	NaN	NaN	19785065006	9646999552	21394616611	-16.85008909	23013400576	13.99698158	0	0	0	19785065006	9646999552	21394616611	-16.85008909	23013400576	13.99698158	6546483926	3192000000	6109059651	-1.899916781	6431510016	4.631322407	8096966436	3947999744	10044090368	5.728214185	14.990859	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	413148198.9	9210000	249420879.6	NaN	81609211904	18.3064997	1035337723	23080000	2064081670	NaN	8.83238E+11	45.87557146	1097242665	24460000	2056500770	NaN	9.15172E+11	580.1629674	NaN	NaN	6432651426	1448485922	32290000	2314063321	NaN	9.64847E+11	64.18207116	NaN	NaN	NaN	NaN	0.003681488	2512533183	56010000	3611690631	1.5214E+12	111.3297555	789960888.4	17610000	2457455799	NaN	1.05115E+12	35.00298151	NaN	NaN	1000796560	22310000	2522463210	NaN	1.13149E+12	44.34506062	63250701.46	1410000	-5.74942E+11	1064047261	23720000	1247406162	NaN	5.56548E+11	47.14768436	1045655213	23310000	3249770802	NaN	1.38981E+12	46.33273703	-255694325	-5700000	-3.38659E+11	-11.32975552	81.33571855	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	70292591.35	189790000	NaN	NaN	NaN	17.95145851	186496298.9	503540016	NaN	NaN	NaN	47.62778707	186496293	503540000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	256788890.3	693330016	NaN	NaN	NaN	65.57924558	256788884.4	693330000	NaN	NaN	NaN	383818517.7	1036310016	NaN	NaN	98.02031857	348311105	940440000	NaN	NaN	NaN	88.95236654	NaN	NaN	127029627.4	342980000	NaN	NaN	NaN	32.44107298	0	0	NaN	127029627.4	342980000	NaN	NaN	NaN	32.44107298	340559259.2	919510016	NaN	NaN	NaN	86.9726851	7751845.789	20929984	NaN	1.979681435	175.9250516	2
