Arms imports (constant 1990 US$)	Armed forces personnel, total	Armed forces personnel (% of total labor force)	Military expenditure (current LCU)	Military expenditure (% of GDP)	Military expenditure (% of central government expenditure)	Arms exports (constant 1990 US$)	General government final consumption expenditure (current US$)	General government final consumption expenditure (current LCU)	General government final consumption expenditure (constant 2000 US$)	General government final consumption expenditure (annual % growth)	General government final consumption expenditure (constant LCU)	General government final consumption expenditure (% of GDP)	Household final consumption expenditure, etc. (current US$)	Household final consumption expenditure, etc. (current LCU)	Household final consumption expenditure, etc. (constant 2000 US$)	Household final consumption expenditure, etc. (annual % growth)	Household final consumption expenditure, etc. (constant LCU)	Household final consumption expenditure, etc. (% of GDP)	Household final consumption expenditure (current US$)	Household final consumption expenditure (current LCU)	Household final consumption expenditure (constant 2000 US$)	Household final consumption expenditure (annual % growth)	Household final consumption expenditure (constant LCU)	Household final consumption expenditure per capita (constant 2000 US$)	Household final consumption expenditure per capita growth (annual %)	Household final consumption expenditure, PPP (current international $)	Household final consumption expenditure, PPP (constant 2005 international $)	Final consumption expenditure, etc. (current US$)	Final consumption expenditure, etc. (current LCU)	Final consumption expenditure, etc. (constant 2000 US$)	Final consumption expenditure, etc. (annual % growth)	Final consumption expenditure, etc. (constant LCU)	Final consumption expenditure, etc. (% of GDP)	Final consumption expenditure (current US$)	Final consumption expenditure (current LCU)	Final consumption expenditure (constant 2000 US$)	Final consumption expenditure (constant LCU)	Gross national expenditure deflator (base year varies by country)	Gross national expenditure (current US$)	Gross national expenditure (current LCU)	Gross national expenditure (constant 2000 US$)	Gross national expenditure (constant LCU)	Gross national expenditure (% of GDP)	Exports of goods and services (current US$)	Exports of goods and services (current LCU)	Exports of goods and services (constant 2000 US$)	Exports of goods and services (annual % growth)	Exports of goods and services (constant LCU)	Exports of goods and services (% of GDP)	Gross fixed capital formation, private sector (current LCU)	Gross fixed capital formation, private sector (% of GDP)	Gross fixed capital formation (current US$)	Gross fixed capital formation (current LCU)	Gross fixed capital formation (constant 2000 US$)	Gross fixed capital formation (annual % growth)	Gross fixed capital formation (constant LCU)	Gross fixed capital formation (% of GDP)	Changes in inventories (current US$)	Changes in inventories (current LCU)	Changes in inventories (constant LCU)	Gross capital formation (current US$)	Gross capital formation (current LCU)	Gross capital formation (constant 2000 US$)	Gross capital formation (annual % growth)	Gross capital formation (constant LCU)	Gross capital formation (% of GDP)	Imports of goods and services (current US$)	Imports of goods and services (current LCU)	Imports of goods and services (constant 2000 US$)	Imports of goods and services (annual % growth)	Imports of goods and services (constant LCU)	Imports of goods and services (% of GDP)	External balance on goods and services (current US$)	External balance on goods and services (current LCU)	External balance on goods and services (constant LCU)	External balance on goods and services (% of GDP)	Trade (% of GDP)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
46000000	27000	0.355251384	5521000000	1.630821673	NaN	NaN	661910224.9	32882150000	NaN	13.98963731	22000000000	9.712900358	7160993012	3.55741E+11	NaN	20.35855935	3.06233E+11	105.080733	7160993012	3.55741E+11	NaN	NaN	2.806E+11	NaN	NaN	21289550552	21289550552	7822903237	3.88624E+11	NaN	19.90950912	3.28233E+11	114.7936333	7822903237	3.88624E+11	NaN	3.026E+11	126.0365573	9953825103	4.94483E+11	NaN	3.92333E+11	146.0628765	1717444010	85318596732	NaN	31.40495868	31800000000	25.20185051	29349000000	8.669260149	2130921866	1.05859E+11	NaN	-3.410852713	62300000000	31.26924313	0	0	1800000000	2130921866	1.05859E+11	NaN	-2.731411229	64100000000	31.26924313	4856515532	2.4126E+11	NaN	20.86513995	1.425E+11	71.26472696	-3139071522	-1.55942E+11	-1.107E+11	-46.06287645	96.46657747	0
39000000	118000	1.94636071	1.18977E+11	4.83484199	NaN	NaN	5642343642	4.91782E+11	NaN	NaN	2450445987	19.98441967	10934095676	9.53006E+11	NaN	NaN	419774881.5	38.72709118	10934095676	9.53006E+11	NaN	NaN	461911822.5	NaN	NaN	13516899450	13516899450	16576439318	1.44479E+12	NaN	NaN	2870220869	58.71151085	16576439318	1.44479E+12	NaN	2912357810	42339.88994	19091709157	1.66402E+12	NaN	3930138198	67.62025715	24286248475	2.11677E+12	NaN	NaN	2159959864	86.01861434	84508010300	3.434133292	2515269839	2.19229E+11	NaN	NaN	1059917329	8.908746301	0	0	0	2515269839	2.19229E+11	NaN	NaN	1059917329	8.908746301	15144244894	1.31996E+12	NaN	NaN	2898353862	53.6388715	9142003580	7.96809E+11	-738393997.8	32.37974285	139.6574858	2
7000000	22500	1.600040439	11000000000	1.314877184	NaN	NaN	782888498.5	78189000000	475525313.5	6.175777234	1.47212E+11	9.346266557	7631843678	7.62211E+11	4997029820	9.007386108	4.11031E+11	91.11035029	7530714698	7.52111E+11	3053902919	15.6299826	3.34523E+11	972.0233367	15.00656409	13514107755	13514107755	8414732177	8.404E+11	5380118138	8.246113339	5.58243E+11	100.4566168	8313603196	8.303E+11	3611152304	4.81735E+11	150.3233845	10391283740	1.0378E+12	6243556061	6.9038E+11	124.0530521	1865700000	1.86332E+11	1314927965	7.218158375	1.63321E+11	22.27306896	1.59003E+11	19.00631856	1976551564	1.97403E+11	NaN	NaN	NaN	23.59643527	0	0	NaN	1976551564	1.97403E+11	1068411622	4.331872052	1.32137E+11	23.59643527	3880500000	3.87555E+11	2764965655	10.12633986	3.64202E+11	46.32612108	-2014800000	-2.01223E+11	-2.00881E+11	-24.05305212	68.59919004	1
2204000000	51000	2.013867979	27626000000	4.164832448	NaN	11000000	12401361825	45544000000	NaN	0.890137351	55311000000	6.866109064	1.05253E+11	3.86542E+11	NaN	2.014926871	4.57489E+11	58.27418606	1.05253E+11	3.86542E+11	NaN	NaN	4.57489E+11	NaN	NaN	1.4339E+11	1.4339E+11	1.17654E+11	4.32086E+11	NaN	1.892400989	5.128E+11	65.14029512	1.17654E+11	4.32086E+11	NaN	5.128E+11	85.4782525	1.52409E+11	5.59721E+11	NaN	6.54811E+11	84.38225521	1.22071E+11	4.48305E+11	NaN	11.62964427	5.64846E+11	67.58543439	75360000000	11.36110089	33195644243	1.21911E+11	NaN	15.07839544	1.35636E+11	18.37902297	1558611345	5724000000	6375000000	34754255588	1.27635E+11	NaN	16.5955106	1.42011E+11	19.24196009	93862494172	3.4471E+11	NaN	14.93464502	3.83907E+11	51.96768961	28208305775	1.03595E+11	1.80939E+11	15.61774479	119.553124	3
3000000	102000	0.575332778	4935000000	0.927738439	NaN	NaN	21820199121	63359314661	40274014726	6.116825119	37402563468	11.91101757	1.11297E+11	3.23173E+11	2.05623E+11	6.971242743	1.98121E+11	60.75383325	1.12365E+11	3.26276E+11	2.09146E+11	8.923633263	2.00317E+11	5406.918556	7.965100591	2.41221E+11	2.41221E+11	1.33117E+11	3.86532E+11	2.45892E+11	6.834638126	2.35523E+11	72.66485082	1.33117E+11	3.86532E+11	2.49433E+11	2.37719E+11	169.1539404	1.72423E+11	5.00665E+11	3.03586E+11	2.95982E+11	94.12078754	45922800421	1.33346E+11	42621796869	13.50441915	43083112509	25.06793268	1.0154E+11	19.08863128	39305861894	1.14132E+11	56205739781	22.68464245	60458442782	21.45593672	0	0	0	39305861894	1.14132E+11	56205739781	22.68464245	60458442782	21.45593672	35152470695	1.02072E+11	32581669698	20.13878404	34301405939	19.18872022	10770329727	31273807648	8781706571	5.879212461	44.25665289	2
NaN	49000	3.405640037	64400000000	2.871307166	15.82297731	NaN	517044287.6	2.36646E+11	362613533.5	19.0455582	1.18645E+11	10.55098378	3597076405	1.64635E+12	2607912473	8.391931538	1.11595E+12	73.40317981	3693071948	1.69028E+12	2754382255	8.78936151	1.22574E+12	898.3769015	8.670777198	8615596550	8615596550	4114120693	1.88299E+12	2961014377	9.332215484	1.23459E+12	83.95416359	4210116236	1.92693E+12	3110591247	1.34438E+12	153.1219257	5607103498	2.56632E+12	3984038905	1.67599E+12	114.4204848	1411777622	6.46157E+11	1133286929	15.93896119	4.84751E+11	28.80922032	NaN	NaN	1460088706	6.68268E+11	967845372.8	29.11650432	4.34142E+11	29.79507293	32894098.63	15055300000	7259575225	1492982805	6.83323E+11	989324762.6	26.89818409	4.41402E+11	30.46632124	2118444362	9.69591E+11	1717079259	14.30274288	7.34332E+11	43.22970515	-706666739.5	-3.23434E+11	-2.49581E+11	-14.42048483	72.03892547	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	170	NaN	NaN	NaN	NaN	NaN	169985182.2	458960000	NaN	NaN	NaN	16.61282676	659783707.6	1781416042	NaN	NaN	NaN	64.48134064	659783707.6	1781416042	NaN	NaN	NaN	NaN	NaN	861407669.8	861407669.8	829768889.8	2240376042	NaN	NaN	NaN	81.09416741	829768889.8	2240376042	NaN	NaN	NaN	1196957772	3231786042	NaN	NaN	116.9799147	497982076.4	1344551630	NaN	NaN	NaN	48.66830073	NaN	NaN	367188882.4	991410000	NaN	NaN	NaN	35.8857473	0	0	NaN	367188882.4	991410000	NaN	NaN	NaN	35.8857473	671723363	1813653112	NaN	NaN	NaN	65.64821544	-173741286.6	-469101482	NaN	-16.97991471	114.3165162	2
