Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59980	333.2222222	-0.213177084	22.478	6.299	NaN	74.647	71.95285366	69.387	2.408	NaN	NaN	27.33941283	65.9503526	6.710234566	51.62921206	10.1746758	41.45453626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35753	76.07021277	3.764781716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	12.32394366	NaN	NaN	474000000	NaN	NaN	NaN	NaN	425000000	NaN	NaN	14925469	22.88375113	2.530715142	51.542	25.049	176.3	38.658	38.86185366	39.056	7.725	NaN	NaN	45.39865766	52.29525343	2.306088904	91.22194356	4.409748022	86.81219554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264.2	NaN	1.73981	NaN	NaN	NaN	NaN	2240.537	NaN	NaN	NaN	23200000	652230	0
NaN	NaN	NaN	NaN	1091000000	13.12823656	14.34224701	71.90704201	NaN	1112000000	NaN	NaN	7400231	5.935855458	2.948953113	52.481	24.485	173.4	41.522	40.00897561	38.568	7.197	NaN	NaN	46.41134851	50.8880466	2.700604887	96.50980274	5.306953335	91.20284941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	292.2	NaN	NaN	NaN	NaN	NaN	NaN	5504.167	-145.5209576	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2616530	95.49379562	2.101358138	27.736	6.357	NaN	71.726	69.37707317	67.14	4.099	NaN	NaN	36.48956308	58.39962026	5.110816658	71.23399014	8.751455293	62.48253485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.686	NaN	NaN	NaN	7587.023	-50.99513271	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	13652100000	5.874195205	1.874415957	92.02700229	76.44714983	6966320000	10.89452635	9.942160451	927412	11.09344498	11.29283393	29.431	4.274	37	70.076	68.24746341	66.506	5.517	NaN	NaN	27.74336297	70.85337569	1.403261337	41.13653588	1.980514441	39.15602144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.5	NaN	NaN	100.422	NaN	NaN	NaN	36607.661	-1615.435096	NaN	NaN	NaN	83600	3
NaN	24.81412639	NaN	NaN	7809900000	24.12684524	69.40121355	0.62153584	67.04920905	6700100000	7.141993341	16.56600736	27711808	10.12603108	1.486198106	25.009	8.744	40.8	72.668	69.17943902	65.857	3.368	NaN	NaN	30.22768237	61.82608013	7.946237501	61.74404037	12.85256559	48.89147478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.6	NaN	2.40028	99.557	4383512571	4508960597	159.5071156	110703.063	11.5826737	2168057000	NaN	-907000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3044564	106.9018258	1.74310197	22.931	5.456	60.8	73.836	70.63529268	67.587	2.421	NaN	NaN	30.90549882	63.09384099	6.000660193	58.49407554	9.510690899	48.98338464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31727	158.635	1.870700053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	99.47643979	NaN	NaN	50000000	NaN	NaN	NaN	NaN	63000000	NaN	NaN	70525	160.2840909	-0.011342852	18.8	6.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.851	69599998.77	75440739.41	NaN	407.037	NaN	NaN	NaN	-1800000	440	2
