Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	79.35030395	NaN	NaN	28000000	NaN	NaN	NaN	NaN	530000000	NaN	NaN	72573	403.1833333	6.08881843	17.865	7.008	NaN	76.033	73.50531707	71.098	2.149	NaN	NaN	23.7832773	69.08725128	7.129471421	44.74450517	10.31951813	34.42498704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1396089451	1208938573	5.21555996	1771.161	NaN	NaN	NaN	-11229050.28	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60670	129.0851064	4.903166358	NaN	NaN	5.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1	2.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	688000000	NaN	NaN	NaN	NaN	465000000	NaN	NaN	21025450	32.23625102	3.391208223	52.781	21.32	115.5	43.28	43.24209756	43.206	8.034	NaN	NaN	47.22033874	50.54028241	2.239378848	97.86197311	4.430879174	93.43109394	NaN	NaN	5493094.838	50.59999847	NaN	NaN	32.09999847	NaN	NaN	18	25	NaN	NaN	169.6	47.6	NaN	34.933	NaN	NaN	NaN	1375.125	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3762000000	NaN	NaN	NaN	NaN	1463000000	NaN	NaN	11371750	9.121480709	3.297242646	52.039	22.934	136.4	43.402	41.47819512	39.646	7.093	NaN	NaN	47.62993843	49.81875702	2.551304544	100.7276094	5.121172619	95.60643677	NaN	NaN	4293837.885	73.30000305	1022	NaN	46.90000153	NaN	NaN	30	47	NaN	1.2	230.9	51.8	NaN	NaN	2915345124	2849011622	1379.414274	5801.194	-386.7243533	1384218000	0	-816100000	1246700	2
NaN	77.73224044	NaN	NaN	122460000	NaN	NaN	NaN	NaN	572000000	NaN	NaN	3224901	117.6971168	-1.296467695	22.955	6.24	32.3	74.469	71.487	68.647	2.784	NaN	NaN	32.67703473	61.53063781	5.792327462	62.52066216	9.413728945	53.10693321	NaN	NaN	1393845.479	68.30000305	5113	NaN	40.90000153	NaN	NaN	96	76	3.831399918	NaN	37.1	15.6	NaN	NaN	764996711.5	189399541.7	85.00475124	2343.213	-0.098175268	174668000	39401000	33900000	27400	1
NaN	NaN	0.031645521	51757	25619722000	28.19772667	7.563202611	9.113302687	74.50703541	20993735000	14.85573428	4.066991767	2121704	25.37923445	5.204957642	22.428	2.474	15.9	74.223	72.93534146	71.709	3.784	NaN	NaN	28.27685444	70.69717921	1.025966356	41.44835922	1.451212577	39.99714664	NaN	NaN	1126097.108	74.80000305	23491	NaN	43.90000153	NaN	NaN	90	90	NaN	NaN	18.6	10.4	NaN	98.874	NaN	NaN	NaN	65980.331	-460.5236295	NaN	NaN	NaN	83600	3
NaN	57.82176057	6.479174551	271336431	13118000000	31.93304125	55.2990125	9.464930882	88.11531836	16784000000	5.443323907	2.388126517	33982035	12.4172029	1.309256048	21.064	8.07	22.1	75.857	72.1717561	68.662	2.875	NaN	NaN	29.76007263	60.98361564	9.256311732	63.97847021	15.17835838	48.80011183	10.10000038	19.8	13796256.79	64.09999847	21815	5.800000191	41.09999847	4.39	95	81	95	4.599999905	0.3	24.9	14.1	NaN	NaN	22050753062	16358136224	10.6114941	118609.115	-14.04924989	3882992000	26496206000	-3068849940	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3370373	118.3417486	-2.333341886	18.274	8.531	36.1	71.488	68.0127561	64.703	2.295	NaN	NaN	30.12924682	62.70107196	7.169681219	59.48690649	11.43470278	48.0522037	NaN	NaN	1570721.563	71.90000153	6221	NaN	23.89999962	NaN	NaN	85	95	8.214699745	0.1	41.7	21.4	NaN	NaN	729847878.4	567247804.2	NaN	2929.933	83.01544276	80898000	45100000	-1300000	28480	1
NaN	NaN	NaN	NaN	481088000	NaN	NaN	NaN	NaN	466700000	NaN	NaN	50801	254.005	2.295793172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	74.09114792	NaN	NaN	62000000	NaN	NaN	NaN	NaN	323000000	NaN	NaN	65238	148.2681818	2.225758342	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	99	6.104800224	NaN	22	10.9	NaN	NaN	414148164.5	439285183.4	NaN	308.028	NaN	NaN	NaN	-22937037.04	440	2
