Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60570	336.5	0.780651853	22.424	6.44	NaN	75.01	72.46234146	70.036	2.377	NaN	NaN	25.83824476	67.17844584	6.983309395	48.85726924	10.39516367	38.46210557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39226	83.45957447	4.959607696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	56.79012346	NaN	NaN	694000000	NaN	NaN	NaN	NaN	886000000	NaN	NaN	15657868	24.00666636	2.317673635	51.632	24.437	169.7	39.34	39.52695122	39.705	7.763	NaN	NaN	45.61012613	52.09068991	2.299183958	91.97288456	4.413809766	87.55907479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	6	0.275599986	NaN	254.4	NaN	1.90917	24.405	NaN	NaN	NaN	1983.847	NaN	NaN	NaN	23500000	652230	0
NaN	NaN	NaN	NaN	1856000000	11.88839	5.239923467	82.12398696	NaN	1662000000	NaN	NaN	7903368	6.339430497	3.409822223	52.678	24.266	167.4	41.793	40.29021951	38.859	7.201	NaN	NaN	46.56324411	50.74453692	2.692218976	97.06554848	5.305436092	91.76011238	NaN	NaN	NaN	NaN	1784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	282.4	NaN	NaN	NaN	NaN	NaN	NaN	5280.48	-124.3403081	NaN	NaN	NaN	1246700	2
NaN	8.333333333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2725029	99.45361314	1.991382496	27.107	6.125	NaN	72.48	70.00046341	67.639	3.985	NaN	NaN	35.41857185	59.30757409	5.273854067	68.61252806	8.892378668	59.72014939	NaN	NaN	NaN	NaN	6756	NaN	NaN	NaN	NaN	94	90	4.187099934	NaN	NaN	NaN	NaN	98.767	NaN	NaN	NaN	7341.334	-0.076771042	NaN	NaN	10500000	27400	1
NaN	NaN	NaN	NaN	22380000000	NaN	NaN	NaN	74.88322454	9646000000	10.65101627	11.28106285	1092153	13.0640311	7.205324397	29.95	3.904	32.6	70.838	69.09960976	67.444	5.344	NaN	NaN	28.99702149	69.69794636	1.305032152	43.47625034	1.872411197	41.60383915	NaN	NaN	NaN	NaN	49859	NaN	NaN	NaN	NaN	45	42	2.875099897	NaN	40.2	NaN	NaN	98.084	NaN	NaN	NaN	36857.017	-832.2349327	NaN	NaN	NaN	83600	3
NaN	26.20558376	NaN	NaN	9143000000	19.64792155	66.83595088	6.780998477	78.0978127	9430000000	4.993482232	10.83479003	28561561	10.43653501	1.518819982	24.134	8.59	35.7	73.258	69.74178049	66.393	3.27	NaN	NaN	30.64777059	61.21732068	8.134908728	63.35246119	13.28857362	50.06388757	4.5	NaN	NaN	NaN	20922	NaN	NaN	NaN	NaN	49	77	NaN	NaN	41.2	NaN	NaN	99.416	5800000171	5445263190	104.4760426	102041.609	3.389388645	3864820000	NaN	-3684000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3145885	110.4594452	1.588804529	23.366	5.515	56.5	73.799	70.65873171	67.668	2.373	NaN	NaN	30.11163465	64.0047783	5.883587046	56.23833509	9.192418444	47.04591665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.578399658	NaN	68.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	199000000	NaN	NaN	NaN	NaN	234000000	NaN	NaN	33557	167.785	3.120571596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.60000038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	96	NaN	NaN	40000000	90.93508734	8.701194802	0	71.0872243	111000000	23.86187377	1.878299126	69639	158.2704545	-0.842233667	16.4	5.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118955553.5	91137035.43	NaN	106.343	NaN	NaN	NaN	-2000000	440	2
