Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	81.6518153	3.292451552	560538	124489000	13.69094447	82.43070558	0.001285063	63.32523201	1001675978	34.11009077	0.023042643	107488	597.1555556	0.818313768	11.474	7.4	NaN	77.425	74.97517073	72.642	1.699	87.1590205	78.64997	19.16865138	71.3307532	9.500595415	40.19198664	13.31907346	26.87291319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.185	NaN	NaN	2.077138099	NaN	NaN	NaN	NaN	-118368715.1	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84864	180.5617021	1.408582631	9.8	2.8	2.9	NaN	NaN	NaN	1.22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	99	NaN	NaN	3.5	1	2.93861	101.333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	388484000	19.62655879	40.04707097	NaN	19.08305818	5154250000	13.69184761	20.86020961	34385068	52.71923708	2.831298777	43.647	15.929	74.5	48.442	48.28219512	48.13	6.288	36.5000535	34.42579	46.44803697	51.314701	2.237262033	94.87592843	4.359885158	90.51604327	NaN	NaN	9059628.562	50.20000076	NaN	NaN	30.70000076	NaN	NaN	66	62	0.4	NaN	103.9	36.8	NaN	69.425	9235800318	2670470341	0.892536936	NaN	NaN	193030000	0	NaN	652230	0
NaN	83.91712117	NaN	NaN	50594900000	NaN	NaN	NaN	NaN	18342400000	NaN	NaN	19081912	15.30593727	2.799537836	41.551	14.362	98.2	52.138	50.65365854	49.24	5.443	44.8819455	38.0575895	46.57139704	50.94759896	2.481004	96.28010355	4.86971722	91.41038633	NaN	NaN	7106053.392	70.80000305	2744	NaN	45.70000076	NaN	NaN	91	93	NaN	NaN	161	43.8	3.3755	81.325	35421222361	51400292557	14.4705412	NaN	NaN	16931101000	0	-8171764540	1246700	2
NaN	73.58693603	0.893509249	8585833	1544612743	62.05138578	4.471958018	17.9732269	63.56548136	4405942000	17.92999944	13.81848889	3204284	116.9446715	0.361450678	12.764	6.147	13.4	80.095	76.90095122	73.859	1.536	90.380707	82.3753785	22.68347625	67.65754846	9.658975297	47.80316798	14.27627148	33.5268965	NaN	NaN	1496374.402	66.5	18078	NaN	36.29999924	NaN	NaN	99	99	NaN	NaN	15	7.5	NaN	99.247	6099628560	3508993945	3.552267388	NaN	NaN	1167758000	0	-117834253.5	27400	1
NaN	NaN	NaN	50474248	2.2E+11	NaN	NaN	NaN	NaN	1.6E+11	NaN	NaN	7511690	89.8527512	7.932946309	13.112	1.337	6	77.535	76.57360976	75.658	1.749	88.7606425	86.2012035	17.03060164	82.54209106	0.427307304	21.15031097	0.517684127	20.63262684	NaN	NaN	4929831.469	79.40000153	20112	NaN	43.09999847	NaN	NaN	94	94	NaN	NaN	7	4.2	NaN	NaN	2.04663E+11	2.31978E+11	0.878936756	NaN	NaN	NaN	NaN	NaN	83600	3
NaN	38.21815569	7.451595377	1634776258	68133400000	33.17773796	51.15349769	8.130478417	85.16514162	56501600000	2.633687144	7.472016559	40412376	14.76688116	0.869608884	17.154	7.708	13	79.49	75.63214634	71.958	2.211	87.500455	74.915304	24.86879019	64.54872389	10.58248592	54.92173041	16.39457031	38.5271601	NaN	NaN	18369195.74	67.80000305	28678	NaN	33.79999924	1.87	NaN	94	99	4.5	NaN	14.5	7.7	NaN	NaN	67843552733	80034129709	10.78011543	NaN	NaN	6188979000	8115132000	-9938137639	2736690	2
NaN	54.44711218	1.848659372	3759946	1041100000	24.21823895	16.71604952	3.122871723	55.90846051	3749000000	17.95286587	18.028513	3092072	108.5699438	0.229656615	15.291	8.892	16.4	77.078	73.78356098	70.646	1.736	85.137523	72.95618	20.17556512	68.70334843	11.12108644	45.55331331	16.18710979	29.36620351	NaN	NaN	1436509.297	63.70000076	27029	NaN	18	NaN	99.1	94	97	NaN	NaN	18.3	11.5	3.21055	102.428	4196501475	1928926296	8.181575544	NaN	NaN	463764000	0	338670000	28480	1
NaN	NaN	NaN	NaN	300000000	NaN	NaN	NaN	NaN	550000000	NaN	NaN	68420	342.1	1.63266527	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
6.8	63.81266495	NaN	NaN	45328421.11	47.56955061	50.63034841	0	66.97807437	650000000	29.61084663	0.708603272	88710	201.6136364	1.028834311	NaN	NaN	6.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98	98	2.2	NaN	8.1	4.4	NaN	91.629	651960257.8	533984210	3.370025402	NaN	NaN	NaN	NaN	-31927470	440	2
NaN	NaN	11.87659321	3826224230	2.12634E+11	16.62922509	11.29357535	30.85553268	74.83327237	2.01639E+11	5.393567105	14.22383341	22299800	2.902750478	1.573312455	12.98217921	6.430550947	4.2	84	81.69512195	79.5	1.92	93.1671445	88.550443	18.98742181	67.5672514	13.44532679	48.00069254	19.89917677	28.10151577	5.199999809	11.5	11832996.11	76.40000153	50153	NaN	60.70000076	NaN	NaN	92	94	NaN	NaN	4.7	2.7	NaN	99.43	2.27341E+11	2.23838E+11	2.845225682	NaN	-157.4906608	NaN	NaN	-45802893446	7682300	3
NaN	34.63443557	11.90557539	13721385414	1.52559E+11	80.28880869	6.934782921	3.218493744	73.58163773	1.59009E+11	7.29372877	10.97153718	8389771	101.7805532	0.292401674	9.4	9.2	3.5	83.2	80.38292683	77.7	1.44	92.8311065	85.4648945	14.72483227	67.67788817	17.59727956	47.75874765	26.0015199	21.75722775	4.400000095	8.8	4335561.014	75	47474	4.800000191	53.70000076	NaN	NaN	83	76	NaN	NaN	4.3	2.5	NaN	98.996	1.87018E+11	2.03243E+11	1.813531737	NaN	66.20863606	NaN	NaN	947098797.1	82430	3
NaN	32.59306123	1.083928988	5712075	26476026000	2.476587597	2.783515893	94.50949632	76.28141947	6745603000	18.54494509	1.18482903	9054332	109.590075	1.189787708	18.5	6	39.8	73.53	70.5065122	67.627	2.3	79.2365955	69.915627	20.89020823	72.55355291	6.556238866	37.82922544	9.036413247	28.79281219	NaN	NaN	4605721.251	69.19999695	18939	NaN	30.79999924	NaN	NaN	72	67	NaN	NaN	46.4	19.7	NaN	98.953	10548017517	28553375431	5.667923129	NaN	NaN	4548714000	0	-3467078000	82620	2
NaN	24.15523586	19.8120766	1235660	101193203.8	5.931172132	81.40548378	2.324284096	81.62886059	509179000	13.68106462	2.116399166	8382849	326.4349299	2.561452306	33.951	14.224	87.7	51.296	49.87721951	48.526	4.338	47.879764	42.605475	37.87387796	59.26685546	2.859266581	68.72837141	4.824393937	63.90397748	NaN	NaN	4312173.651	83.80000305	NaN	NaN	56.40000153	NaN	98.9	96	92	NaN	NaN	141.7	43.6	9.24391	98.768	740079440.1	124343225.4	6.401249024	NaN	NaN	76869000	3431000	-10867940.78	25680	0
NaN	11.62307639	10.46875392	32227144837	4.08745E+11	75.05170658	8.84827994	8.694271092	70.82687253	3.93275E+11	8.458299858	13.88723341	10895785	359.8343791	0.915465803	11.7	9.6	3.6	82.6	79.93658537	77.4	1.84	92.604621	85.1310045	16.86651296	65.70028601	17.43320103	52.20633892	26.53443704	25.67190188	8.300000191	22.4	4891344.846	67.80000305	54882	4.5	25.20000076	NaN	NaN	99	94	6.5	NaN	4.4	2.4	NaN	NaN	3.60475E+11	3.7307E+11	2.188616498	NaN	72.96748743	NaN	NaN	10912875890	30280	3
