Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54209	NaN	3.134829743	35.678	6.391	NaN	67.129	65.56936585	64.084	4.82	NaN	NaN	43.84511797	53.66821008	2.486671955	86.33004503	4.633416973	81.69662805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13377	NaN	7.101330095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	50000000	NaN	NaN	NaN	NaN	87000000	NaN	NaN	9671046	NaN	1.913629795	52.87	33.726	252.7	30.813	31.13209756	31.436	7.7	NaN	NaN	43.35610646	54.18027171	2.463621825	84.56902641	4.547082817	80.02194359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.170626998	NaN	373.3	NaN	NaN	NaN	37777780.62	22222233.6	NaN	414.371	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	124000000	NaN	NaN	NaN	NaN	128000000	NaN	NaN	4963068	NaN	1.780922871	54.489	32.322	NaN	34.504	32.98534146	31.539	7.316	NaN	NaN	43.71316291	53.63220895	2.654628145	86.45512083	4.949690116	81.50543072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.061461687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	550.05	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	49000000	NaN	NaN	NaN	NaN	81000000	NaN	NaN	1610565	NaN	3.125072023	40.886	10.128	NaN	63.247	62.25436585	61.309	5.951	NaN	NaN	41.09855858	53.67017165	5.231269772	86.32323492	9.747071066	76.57616385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.102675915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2024.184	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	2000000	NaN	NaN	NaN	NaN	160000000	NaN	NaN	89871	NaN	5.674810588	48.213	15.721	130.3	54.562	51.60868293	48.796	6.928	NaN	NaN	43.28982653	53.24631972	3.463853746	87.80640712	6.505339268	81.30106785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	193.4	NaN	NaN	NaN	NaN	NaN	NaN	11.001	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	1079200000	NaN	NaN	NaN	NaN	1249300000	NaN	NaN	20625451	NaN	1.636708835	23.731	8.643	60.6	68.109	65.17514634	62.381	3.109	NaN	NaN	30.73490611	63.7465382	5.518555691	56.87126365	8.657028048	48.2142356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.352250576	NaN	74	NaN	NaN	NaN	NaN	NaN	NaN	48815.104	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1867396	NaN	3.55528978	35.408	7.784	NaN	69.006	65.85395122	62.852	4.55	NaN	NaN	38.43400114	55.19514875	6.370850104	81.17534287	11.54240952	69.63293335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20041	NaN	1.427231624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	2000000	NaN	NaN	NaN	NaN	9000000	NaN	NaN	54657	NaN	1.011372675	31	9	NaN	64.3	62.35365854	60.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.706421852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.67	NaN	NaN	NaN	NaN	NaN	2
