Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58388	324.3777778	0.577122866	25.816	5.687	NaN	70.345	68.37714634	66.503	3.226	NaN	NaN	39.12894552	57.33785473	3.533199747	74.4048508	6.162071746	68.24277906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21931	46.66170213	5.429523504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	72000000	7.243943214	41.82833069	12.57896735	33.28592256	114000000	16.00906678	5.149299099	11411022	17.4953958	2.215815321	52.584	30.043	215.8	33.968	34.22307317	34.466	7.7	NaN	NaN	43.9631437	53.66778716	2.369069133	86.33151335	4.414322368	81.91719098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	321.7	NaN	NaN	NaN	208888900.3	122222227.9	NaN	1224.778	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	271000000	NaN	NaN	NaN	NaN	303000000	NaN	NaN	5713156	4.582622925	1.693078939	53.016	28.436	NaN	37.768	36.20119512	34.709	7.375	NaN	NaN	45.81899945	51.52010606	2.66089449	94.09897932	5.164769046	88.93421027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1672.152	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2029314	74.06255474	2.655235789	34.421	8.366	NaN	67.779	66.51643902	65.314	5.083	NaN	NaN	42.86773757	52.60068181	4.531580623	90.11160419	8.615060617	81.49654358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3072.946	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	334530000	NaN	NaN	NaN	NaN	280000000	NaN	NaN	180858	2.163373206	7.720656774	40.111	8.407	76	63.032	60.58268293	58.25	6.738	NaN	NaN	37.3750387	61.3150794	1.309881895	63.09201746	2.136312809	60.95570465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.4	NaN	NaN	NaN	NaN	NaN	NaN	1243.113	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1367900000	12.129938	72.74008045	0.905895163	69.55606148	1169200000	5.508639814	7.246942926	23273148	8.504122864	1.420277317	22.55	9.038	49.1	69.444	66.07221951	62.861	3.049	NaN	NaN	29.62923926	63.78738434	6.583376405	56.77081141	10.32081261	46.4499988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.4	NaN	NaN	NaN	1428571473	1714285704	16.21016365	69082.613	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2394635	84.08128511	2.623700424	24.565	5.2	NaN	72.338	69.22641463	66.263	3.447	NaN	NaN	40.69014304	53.8490642	5.460792756	85.70424851	10.14092415	75.56332436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25869	129.345	3.069555696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	8000000	NaN	NaN	NaN	NaN	25000000	NaN	NaN	63401	144.0931818	1.870671535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	990.09	NaN	NaN	NaN	NaN	440	2
