Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60366	335.3666667	-0.368732591	22.424	6.147	NaN	74.183	71.37770732	68.706	2.446	NaN	NaN	29.3443329	64.29612696	6.359540138	55.53036354	9.891015897	45.63934764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33279	70.80638298	3.432750896	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	306000000	14.57606938	36.06561131	NaN	46.47493851	328000000	15.35138584	8.901967956	14197767	21.76803735	2.530718918	51.584	25.791	182.3	37.884	38.10629268	38.318	7.701	NaN	NaN	45.1747435	52.51249142	2.312765083	90.43088091	4.40421892	86.02666199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273.2	NaN	NaN	20.561	437777794.8	344444450.1	NaN	2390.884	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	786000000	NaN	NaN	NaN	NaN	720000000	NaN	NaN	6989988	5.606792332	2.625560291	52.205	24.838	NaN	41.143	39.58541463	38.102	7.189	NaN	NaN	46.29821412	51.0008525	2.700933377	96.07515382	5.295859275	90.77929455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3534.988	-166.8300167	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2508026	91.53379562	2.167273667	28.606	6.771	NaN	71.046	68.83434146	66.728	4.247	NaN	NaN	38.20237039	57.00680815	4.790821463	75.41764441	8.403946158	67.01369825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5720.52	-37.73222928	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	9635740000	NaN	NaN	NaN	NaN	5055430000	NaN	NaN	724684	8.6684689	14.89605246	29.312	4.766	42.3	69.213	67.2912439	65.461	5.744	NaN	NaN	27.48249924	70.77811954	1.739381219	41.28660193	2.457512619	38.82908931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.1	NaN	NaN	94.605	NaN	NaN	NaN	38785.859	-2366.482735	NaN	NaN	NaN	83600	3
NaN	27.35483871	NaN	NaN	5651800000	23.86408291	68.78781674	0.492338389	68.79816266	4161500000	5.284569618	16.39708607	26899177	9.829091713	1.522586406	25.262	8.869	45.5	72.047	68.58404878	65.286	3.391	NaN	NaN	29.63500113	62.63593398	7.729064891	59.65276423	12.33966575	47.31309848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.7	NaN	1.71984	99.629	4159999873	5459999881	176.0018112	100791.162	14.41204458	2500251000	NaN	-741000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2938181	103.1664677	1.901788494	22.441	5.401	65.5	73.711	70.53641463	67.513	2.555	NaN	NaN	32.43897076	61.62433096	5.936698271	62.27356701	9.633692047	52.63987496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30696	153.48	1.281963754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	100	NaN	NaN	33000000	51.38865253	36.06732424	0.083817485	66.39017834	44000000	31.5106296	0.327122483	70301	159.775	0.557732294	19.9	6.8	NaN	NaN	NaN	NaN	2.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.738	34811110.5	31551851.29	NaN	465.709	NaN	NaN	NaN	-200000	440	2
NaN	24.54732402	NaN	NaN	13367200000	19.27881653	31.75959023	13.61313021	77.51506292	13511300000	6.571021398	10.08315427	14192000	1.84736342	1.126672609	15.9	7.6	12.8	76.94	73.34439024	69.92	2.007	NaN	NaN	26.60704066	64.30356201	9.089397337	55.51238046	14.13513817	41.3772423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.10000038	NaN	15.4	NaN	NaN	99.157	16180316586	15449644414	12.30024213	187787.07	-24.06255028	NaN	NaN	-1617903334	7682300	3
NaN	75.87671733	NaN	NaN	9807940000	83.44747208	3.758381722	1.941623277	73.19333736	14244700000	7.891519298	10.31880327	7568430	91.79417829	0.038390494	11.4	12.3	17	75.45	71.89536585	68.51	1.641	NaN	NaN	22.22999418	62.57859701	15.19140881	59.79904437	24.27572611	35.52331826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.8	NaN	4.99284	99.215	16994821414	14814617434	5.474999999	56218.777	63.78233667	NaN	NaN	-337454069.1	82450	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5882440	70.69390698	1.637835454	24.941	6.746	NaN	68.787	64.95321951	61.302	3.676	NaN	NaN	37.68854232	56.75816092	5.55329676	76.18611733	9.784137946	66.40197938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83210	2
NaN	NaN	NaN	NaN	89700000	NaN	NaN	NaN	NaN	74188900	NaN	NaN	3819115	148.7194315	2.027770881	44.516	18.96	124.8	47.292	45.62890244	44.045	6.79	NaN	NaN	45.37868066	51.15892033	3.462399011	95.46933235	6.767928231	88.70140412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	210.4	NaN	NaN	63.713	94676666.67	96342222.22	6.834514041	99.009	NaN	81596000	NaN	NaN	25680	0
