Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	90.55482166	NaN	NaN	23000000	26.77504388	49.79666378	0.725837079	73.78315089	387000000	20.86601917	3.728295519	61026	339.0333333	-0.070436958	20.087	7.058	NaN	75.886	73.3444878	70.924	2.272	NaN	NaN	24.61286358	67.68373617	7.703400246	47.74598102	11.38146426	36.36451675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.991628046	649.059	NaN	NaN	NaN	-11284916.2	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51241	109.0234043	1.980809169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	236000000	NaN	NaN	NaN	NaN	822000000	NaN	NaN	18635569	28.57208193	2.082624638	52.35	22.317	133.7	41.929	42.02119512	42.109	7.937	NaN	NaN	46.56143594	51.17575246	2.262811599	95.40504084	4.421647928	90.98339291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	22	NaN	NaN	198.9	NaN	NaN	53.609	NaN	NaN	NaN	2775.919	NaN	NaN	NaN	12200000	652230	0
NaN	NaN	NaN	NaN	3015000000	NaN	NaN	NaN	NaN	1338000000	NaN	NaN	10052567	8.06334082	2.547829269	52.67	23.509	146.1	43.139	41.0912439	39.141	7.182	NaN	NaN	47.44113516	49.94858525	2.610279587	100.2058707	5.225932975	94.97993772	NaN	NaN	NaN	NaN	1562	NaN	NaN	NaN	NaN	18	48	NaN	NaN	247.1	NaN	NaN	83.564	1781586020	3144454956	NaN	5009.122	-394.3952328	1725317000	561525000	-779000000	1246700	2
NaN	8.208955224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3255859	118.8269708	1.891475215	24.996	5.805	36.9	74.748	71.75421951	68.903	3.38	NaN	NaN	32.998593	61.74300653	5.258400476	61.96166275	8.516592846	53.4450699	NaN	NaN	NaN	NaN	6621	NaN	NaN	NaN	NaN	94	96	4.132100105	NaN	42.8	NaN	NaN	100.157	483800000	418924992	NaN	8984.15	-0.659424687	NaN	NaN	-100000	27400	1
NaN	NaN	NaN	NaN	17596000000	18.25720609	4.760861088	3.458279431	60.86539568	10010000000	10.89239037	2.448889271	1709232	20.44535885	5.902952711	26.985	2.907	19.9	73.279	71.8612439	70.511	4.566	NaN	NaN	31.67670721	67.15505223	1.168240566	48.90912401	1.739616793	47.16950722	NaN	NaN	NaN	NaN	26054	NaN	NaN	NaN	NaN	84	78	NaN	NaN	23.5	NaN	NaN	95.787	NaN	NaN	NaN	54487.953	-394.6662583	NaN	NaN	NaN	83600	3
NaN	37.87152445	NaN	NaN	9579000000	35.07661084	54.98129281	3.387066245	76.67371534	4203000000	3.597666076	8.80371629	32187173	11.76135149	1.433283278	21.883	8.296	25.4	74.918	71.29217073	67.839	3.016	NaN	NaN	30.84109313	60.32937406	8.829532808	65.75673385	14.6355452	51.12118865	7.300000191	NaN	NaN	NaN	17556	NaN	NaN	NaN	NaN	80	89	NaN	NaN	28.7	NaN	1.04612	NaN	5042239481	10007559520	3079.809703	117090.977	-1.577354943	2969752000	558990000	-6422000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3542720	124.3932584	0.915369281	21.898	7.375	41.9	70.722	67.91260976	65.237	2.565	NaN	NaN	30.36784187	64.24299083	5.3891673	55.65900451	8.388724171	47.27028034	NaN	NaN	NaN	NaN	12092	NaN	NaN	NaN	NaN	NaN	NaN	9.03579998	NaN	49.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	308000000	NaN	NaN	NaN	NaN	378000000	NaN	NaN	45595	227.975	3.451811299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	78.35866871	NaN	NaN	16000000	NaN	NaN	NaN	NaN	192000000	NaN	NaN	62192	141.3454545	-0.76405334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	95	NaN	NaN	NaN	NaN	NaN	NaN	338911093.3	302470371	NaN	286.026	NaN	NaN	NaN	-45481481.48	440	2
