Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61347	340.8166667	1.274654921	22.329	6.518	NaN	75.164	72.67319512	70.301	2.364	NaN	NaN	25.31418605	67.60664396	7.079169995	47.91445655	10.47111583	37.44334073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41390	88.06382979	5.369951352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	33.33333333	NaN	NaN	708000000	NaN	NaN	NaN	NaN	962000000	NaN	NaN	16020767	24.56306364	2.317678243	51.708	24.162	166.1	39.658	39.83982927	40.013	7.785	NaN	NaN	45.72135916	51.98343142	2.295209418	92.36898616	4.415271088	87.95371507	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	8	NaN	NaN	249.1	NaN	1.72998	51.577	NaN	NaN	NaN	2101.191	NaN	NaN	NaN	21100000	652230	0
NaN	NaN	NaN	NaN	1629000000	NaN	NaN	NaN	NaN	886000000	NaN	NaN	8191774	6.570766022	3.584148229	52.75	24.175	164.7	41.941	40.41004878	38.952	7.203	NaN	NaN	46.65057817	50.66430072	2.685121119	97.37763788	5.299828639	92.07780924	NaN	NaN	NaN	NaN	1641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	278	NaN	NaN	87.057	NaN	NaN	NaN	4649.756	-129.5369349	NaN	NaN	NaN	1246700	2
NaN	3.787878788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2777592	101.3719708	1.910529504	26.854	6.038	NaN	72.903	70.3512439	67.921	3.942	NaN	NaN	35.1450105	59.55997137	5.295018131	67.89799877	8.890229476	59.00776929	NaN	NaN	NaN	NaN	6750	NaN	NaN	NaN	NaN	95	93	4.160699844	NaN	NaN	NaN	NaN	100.095	NaN	NaN	NaN	7308.331	1.133666131	NaN	NaN	13400000	27400	1
NaN	NaN	NaN	NaN	18780000000	NaN	NaN	NaN	81.10848902	9440000000	9.560862991	6.033652983	1157336	13.84373206	5.796983488	30.177	3.754	30.4	71.191	69.49614634	67.882	5.274	NaN	NaN	29.89650369	68.78616063	1.317335674	45.37808054	1.915117318	43.46296322	NaN	NaN	NaN	NaN	43265	NaN	NaN	NaN	NaN	43	41	NaN	NaN	37.2	NaN	NaN	98.699	NaN	NaN	NaN	36871.685	-636.5222772	NaN	NaN	NaN	83600	3
NaN	40.3172505	NaN	NaN	7625000000	24.21997228	62.5132745	7.1879412	73.65802509	5337000000	4.407767058	12.77410979	29001060	10.59713011	1.52705882	23.629	8.522	33.3	73.521	69.99043902	66.628	3.213	NaN	NaN	30.77267521	61.00823901	8.219085785	63.9122873	13.47209151	50.44019579	4.800000191	NaN	NaN	NaN	19485	NaN	NaN	NaN	NaN	58	67	NaN	NaN	38.3	NaN	1.59787	99.069	5497685333	7663966256	164.7768106	103424.068	2.655548498	3682562000	NaN	-4707000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3192877	112.1094452	1.482714161	23.515	5.581	54.4	73.592	70.53521951	67.624	2.381	NaN	NaN	29.99367342	64.23999649	5.766330084	55.66626006	8.976230385	46.69002967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.682800293	NaN	65.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	187000000	NaN	NaN	NaN	NaN	198000000	NaN	NaN	34797	173.985	3.62856907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.80000019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	95.55125725	NaN	NaN	21000000	NaN	NaN	NaN	NaN	139000000	NaN	NaN	68803	156.3704545	-1.207740659	NaN	NaN	NaN	74.22	72.24804878	70.37	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	147796287.8	93562961.31	NaN	293.36	NaN	NaN	NaN	-3700000	440	2
