Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57714	320.6333333	0.611771521	28.12	5.772	NaN	69.526	67.699	65.959	3.625	NaN	NaN	40.61270815	56.1695344	3.217757447	78.03245311	5.728652517	72.30380059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19640	41.78723404	5.823123063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	67000000	12.45691007	35.64949323	NaN	24.30320385	128000000	20.80067679	3.674589707	10927724	16.75440259	2.147516967	52.716	31.005	224.3	33.135	33.39673171	33.646	7.7	NaN	NaN	43.67037339	53.94078473	2.388841883	85.38847831	4.428637616	80.95984069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	333.7	NaN	NaN	NaN	259999994.3	120000000	NaN	1092.766	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	221000000	NaN	NaN	NaN	NaN	207000000	NaN	NaN	5524090	4.43096976	1.697039191	53.628	29.423	NaN	36.945	35.3915122	33.912	7.422	NaN	NaN	45.54419742	51.80160928	2.654193298	93.04419572	5.123766104	87.92042961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1554.808	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1922993	70.18222628	2.797541211	36.112	8.666	NaN	67.273	66.10007317	64.983	5.329	NaN	NaN	43.02204162	52.31799513	4.659963245	91.13882279	8.906998889	82.2318239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2552.232	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	241290000	NaN	NaN	NaN	NaN	237000000	NaN	NaN	156934	1.877200957	6.957153503	43.009	9.857	86.3	60.989	58.39165854	55.918	6.816	NaN	NaN	37.82202823	60.5989741	1.578997674	65.01929528	2.605650834	62.41364444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	122.6	NaN	NaN	NaN	NaN	NaN	NaN	25.669	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1593200000	6.181637519	77.91825229	0.878622057	64.65097861	1124300000	6.657727595	9.651260389	22622012	8.266194564	1.44879583	22.62	8.996	49.3	69.061	65.74095122	62.579	3.051	NaN	NaN	29.99108435	63.71425478	6.294660869	56.95074884	9.87951737	47.07123147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.7	NaN	NaN	NaN	1428571373	1904761830	31.91426894	63138.406	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2269475	79.68662219	2.897976107	27.515	5.356	NaN	71.543	68.40939024	65.425	3.788	NaN	NaN	41.59649258	52.99547252	5.408034898	88.69536442	10.20471116	78.49065326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24283	121.415	3.362752208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	7000000	NaN	NaN	NaN	NaN	26000000	NaN	NaN	61032	138.7090909	1.965714044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	348.365	NaN	NaN	NaN	NaN	440	2
NaN	16.47597254	NaN	NaN	3170940000	15.25212432	36.35536387	3.473815246	75.17512957	3612340000	5.657640121	8.538795401	11651000	1.516603101	2.283184238	19.8	8.9	18.6	74.2	70.8195122	67.6	2.881	NaN	NaN	29.47044656	61.99936975	8.530183693	61.29196217	13.75850066	47.53346151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.80000019	NaN	22.2	NaN	NaN	NaN	4124762011	3525590772	2.975724354	120332.605	28.42404175	NaN	NaN	-339360054.3	7682300	3
NaN	NaN	NaN	NaN	1683580000	76.04444488	4.755475443	3.416796377	66.89368971	2327650000	14.09596687	7.080993044	7322066	88.80613705	0.701396116	17.6	12.5	27.6	73.37	70.04585366	66.88	2.662	NaN	NaN	23.6154779	63.03435248	13.35016962	58.64365392	21.17919689	37.46445703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32	NaN	NaN	NaN	2745531719	2581325902	2.205882353	39258.902	41.47828886	NaN	NaN	NaN	82450	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4702916	56.51863959	2.768599279	35.496	6.538	NaN	66.952	63.26726829	59.758	5.21	NaN	NaN	44.51056173	49.98033138	5.509106891	100.0787055	11.02254975	89.0561557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83210	2
NaN	NaN	NaN	NaN	10000000	NaN	NaN	NaN	NaN	20000000	NaN	NaN	3275465	127.5492601	1.929709255	44.619	20.999	140.2	44.702	43.06758537	41.511	6.801	NaN	NaN	44.95315316	51.88197936	3.16486748	92.74515204	6.100128636	86.6450234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	237.3	NaN	NaN	NaN	21494857.14	17828571.43	4.436860068	47.671	NaN	NaN	NaN	NaN	25680	0
NaN	NaN	NaN	NaN	6832000000	72.70240869	NaN	NaN	NaN	7182000000	NaN	NaN	9527807	NaN	0.675463567	15.9	12.2	23.5	73.578	70.40853659	67.39	2.53	NaN	NaN	23.67063398	63.53792259	12.79144343	57.38632289	20.13198246	37.25434042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.1	NaN	NaN	NaN	8275773595	8144551114	4.173891504	105206.23	62.42027615	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	10451600	11.94199225	76.61758586	0.208814319	69.09617775	33461200	24.69255462	4.47074669	2646310	23.92252757	1.669753776	47.234	28.299	166.3	39.794	37.51012195	35.335	6.588	NaN	NaN	41.16065055	53.92722467	4.912124775	85.43509443	9.108803214	76.32629122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	280.6	NaN	NaN	NaN	48829110.04	20641479.13	NaN	113.677	NaN	NaN	NaN	NaN	110620	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59681186	458.4864869	3.217031193	47.375	17.483	153.5	48.751	49.8322439	50.862	6.894	NaN	NaN	44.69214023	51.95312734	3.354732429	92.48119435	6.457229046	86.0239653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230.1	NaN	NaN	NaN	814737831.7	662275554.1	NaN	NaN	NaN	NaN	NaN	NaN	130170	0
NaN	NaN	NaN	NaN	1305130000	NaN	NaN	NaN	NaN	1478630000	NaN	NaN	8258057	74.64572901	0.654701202	14.9	8.3	38.4	73.18	71.22341463	69.36	2.03	NaN	NaN	23.83713073	67.54732458	8.615544687	48.04435353	12.75482743	35.28952609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.1	NaN	NaN	NaN	NaN	NaN	NaN	48767.433	NaN	NaN	NaN	NaN	110630	2
NaN	NaN	NaN	NaN	187320000	NaN	NaN	NaN	NaN	175980000	NaN	NaN	190734	276.426087	2.324779507	43.219	9.701	82.1	62.542	59.8335122	57.254	7.101	NaN	NaN	46.79637406	51.28789904	1.915726891	94.97776642	3.735241503	91.24252492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.9	NaN	NaN	NaN	NaN	NaN	2.134471719	649.059	NaN	NaN	NaN	NaN	690	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3432671	67.30727451	1.062203933	26.954	7.834	NaN	65.84	63.82246341	61.901	3.367	NaN	NaN	37.52349118	58.39764428	4.078864534	71.23978412	6.984638823	64.25514529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51000	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8696496	42.87367383	0.999586684	18.013	6.36	NaN	74.178	69.66197561	65.361	2.29	NaN	NaN	30.5981544	61.12047558	8.281370017	63.61129237	13.54925651	50.06203586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	202840	2
NaN	NaN	NaN	NaN	13467300	NaN	NaN	NaN	NaN	27132000	NaN	NaN	110643.5168	4.850658343	2.6629681	42.384	8.894	NaN	65.013	64.01217073	63.059	6.379	NaN	NaN	47.32274708	48.43940858	4.237844342	106.4434784	8.74875327	97.69472515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.674	NaN	NaN	NaN	NaN	22810	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51000	1020	1.780462351	20.3	7.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	201.685	NaN	NaN	NaN	NaN	50	3
NaN	NaN	NaN	NaN	127400000	3.157136702	4.571636609	4.407186206	76.78897419	138430000	18.63623709	1.463880021	3839751	3.5444946	2.288077799	45.62	20.771	154.7	46.712	44.52390244	42.44	6.586	NaN	NaN	42.7795114	53.75102155	3.469467054	86.04297577	6.454699751	79.58827602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	251	NaN	NaN	NaN	NaN	NaN	6.951871658	1690.487	NaN	NaN	NaN	NaN	1083300	1
