Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	84.6097619	NaN	118950	128000000	NaN	NaN	NaN	NaN	841000000	NaN	NaN	94596	525.5333333	2.388872631	13.435	6.98	NaN	76.376	73.86419512	71.472	1.825	85.8034721	76.3129935	22.71977673	69.38136919	7.898854074	44.13091175	11.38469039	32.74622136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.00137	94.696	NaN	NaN	3.315774991	2255.205	NaN	NaN	NaN	-135743016.8	180	3
NaN	NaN	16.9856775	9822198	NaN	90.80692243	3.955891906	0.003412345	74.88427789	NaN	19.36370739	4.54007761	69043	146.9	3.918305617	11.2	NaN	3.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97	98	NaN	NaN	4.6	1.3	2.00139	98.061	NaN	NaN	NaN	531.715	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	100000000	NaN	NaN	NaN	NaN	2452000000	NaN	NaN	27465525	42.11018352	2.877037228	48.998	18.555	90.5	45.911	45.83314634	45.759	7.447	32.9583464	31.0576898	48.0674144	49.73109809	2.20148751	101.0814236	4.426782424	96.65464115	NaN	NaN	6903561.942	49.5	NaN	NaN	30.39999962	NaN	NaN	36	35	NaN	NaN	129.2	41.4	NaN	46.256	2672755235	1325849050	NaN	359.366	NaN	NaN	NaN	NaN	652230	0
NaN	17.86685202	NaN	NaN	8328000000	NaN	NaN	NaN	NaN	3760000000	NaN	NaN	14890474	11.94391113	3.431019537	49.196	18.009	114.3	48.101	46.71192683	45.389	6.654	39.9747441	33.7028549	47.70751391	49.83470638	2.457779713	100.6633675	4.931863538	95.73150395	NaN	NaN	5520698.842	72.09999847	1451	NaN	46.70000076	NaN	NaN	47	74	NaN	1.9	191.2	47.6	NaN	NaN	7110288859	8406247541	108.8974361	12665.818	-528.8032038	275805000	0	-1634656134	1246700	2
5.793296476	88.17414611	0.699557264	1950417	339550000	84.42528953	3.463285233	2.009642961	67.85569903	1503720000	20.1621389	9.046314667	3089778	112.7656204	0.402130794	15.346	5.879	20.9	78.365	75.16121951	72.11	2.04	89.1384322	79.7393299	28.48371081	63.67514839	7.841140793	57.04714088	12.31428743	44.73285345	NaN	NaN	1350123.348	66.59999847	11462	NaN	38.40000153	8.76	90.6	98	96	NaN	NaN	23.5	10.9	NaN	96.09	2078596063	908531238.3	7.770525834	3751.341	51.66294034	538416000	75319000	127690000	27400	1
NaN	NaN	NaN	7267038	52163000000	NaN	NaN	NaN	NaN	42652417000	NaN	NaN	3254691	38.93171053	3.287268102	16.183	1.762	9.4	76.072	75.05221951	74.081	2.413	88.0401019	84.3471253	23.44758402	75.53035086	1.022065115	32.39710773	1.353184652	31.04392308	NaN	NaN	1906031.614	77.30000305	20653	NaN	45.5	NaN	NaN	94	94	2.2	NaN	10.9	6.5	1.34912	99.166	47845066037	54362697264	NaN	84300.663	-267.9870548	NaN	NaN	NaN	83600	3
9.169527109	44.77628048	7.669045367	600022456	25650000000	30.56716638	45.87766362	17.0886499	83.89191716	8990000000	4.629073378	4.913787453	37657340	13.76017744	0.94778345	18.176	7.765	17	77.977	74.13860976	70.483	2.379	85.6377798	72.3380044	27.30375418	62.70525282	9.990992991	59.47627271	15.93326323	43.54300948	17.89999962	NaN	15959900.23	65.19999695	23177	3.799999952	27.20000076	23.05	NaN	92	96	NaN	0.4	19	10.4	4.01734	98.716	13061176777	28254637655	25.86849787	131406.945	-46.8531794	5727252000	0	-7490680000	2736690	2
2.254115967	35.92921171	1.622448171	3442977	505160000	54.44501454	14.55108496	3.44490138	55.63263319	987200000	20.36579306	17.97589614	3061067	107.4812851	-0.154826054	13.808	8.348	23.9	75.308	71.88960976	68.634	1.692	82.66222	68.8069111	24.1506548	64.89730368	10.95204151	54.08960669	16.87595769	37.213649	NaN	NaN	1469698.924	70.5	15820	NaN	27.5	46.74	NaN	94	91	NaN	0.1	27	15.7	2.13504	100.844	1107060085	697610011.3	1.060049293	3003.273	60.46758187	220712000	9477000	88213571.2	28480	1
NaN	NaN	NaN	NaN	388100000	NaN	NaN	NaN	NaN	499200000	NaN	NaN	59687	298.435	1.781656323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	70.39225877	NaN	NaN	39000000	NaN	NaN	NaN	NaN	400000000	NaN	NaN	80507	182.9704545	1.680985521	18.1	5.1	11.3	78.2	75.2804878	72.5	1.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92	98	99	2.3	NaN	13.1	7	3.35887	NaN	474439991.6	427860182.8	2.407658013	363.033	NaN	NaN	NaN	-41446719.26	440	2
