Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58052	322.5111111	0.583938221	26.907	5.72	NaN	69.917	68.03468293	66.242	3.417	NaN	NaN	39.90146935	56.73436343	3.364167226	76.26001943	5.929681807	70.33033762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20772	44.19574468	5.603762306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	66000000	8.025516605	40.87586694	4.409574696	27.78525263	126000000	20.8816634	3.868878149	11163656	17.11613388	2.159022318	52.656	30.523	219.7	33.551	33.80914634	34.055	7.7	NaN	NaN	43.80804213	53.8133558	2.378602068	85.82747445	4.420096149	81.4073783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	327.3	NaN	NaN	NaN	237777783.5	113333339	NaN	1283.45	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	238000000	NaN	NaN	NaN	NaN	275000000	NaN	NaN	5617242	4.505688618	1.672226816	53.333	28.929	NaN	37.356	35.79585366	34.31	7.403	NaN	NaN	45.70140395	51.64133068	2.657265373	93.64334474	5.145617546	88.49772719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	993.757	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1976140	72.12189781	2.726262056	35.245	8.49	NaN	67.517	66.31180488	65.164	5.202	NaN	NaN	42.99503781	52.4130351	4.591927098	90.79223292	8.761040245	82.03119267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2680.577	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	261660000	NaN	NaN	NaN	NaN	240000000	NaN	NaN	167420	2.002631579	6.468029043	41.643	9.088	81.5	62.036	59.51292683	57.11	6.783	NaN	NaN	37.72226901	60.87169471	1.40603628	64.27996703	2.309835937	61.97013109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115	NaN	NaN	NaN	NaN	NaN	NaN	916.75	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1464500000	8.112938099	76.82995977	0.525258658	68.70432627	1095500000	6.582883768	8.572367449	22944941	8.38419441	1.417406191	22.557	9.024	49.3	69.238	65.8882439	62.698	3.048	NaN	NaN	29.80979684	63.75230007	6.437903085	56.85708576	10.09830716	46.7587786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.6	NaN	NaN	NaN	1212121238	1818181856	29.2009793	65543.958	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2332624	81.90393258	2.744528696	25.922	5.262	NaN	71.95	68.82663415	65.852	3.606	NaN	NaN	41.2450351	53.33652002	5.418444885	87.48879749	10.15897716	77.32982033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25087	125.435	3.257326664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	3000000	NaN	NaN	NaN	NaN	23000000	NaN	NaN	62226	141.4227273	1.937460205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	564.718	NaN	NaN	NaN	NaN	440	2
