Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	77.3012838	NaN	NaN	24000000	NaN	NaN	NaN	NaN	192000000	NaN	NaN	62645	348.0277778	-0.612693383	21.396	6.883	NaN	75.663	73.17936585	70.814	2.32	NaN	NaN	24.47200805	68.10018677	7.427805182	46.84247539	10.907173	35.93530239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.073966408	179.683	NaN	NaN	NaN	-6368715.084	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48653	103.5170213	2.579592794	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	552000000	NaN	NaN	NaN	NaN	1404000000	NaN	NaN	17518107	26.85878754	2.082623136	52.061	23.098	147.6	40.922	41.08487805	41.24	7.871	NaN	NaN	46.1886179	51.53407506	2.277307037	94.04636618	4.419031552	89.62733463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	14	NaN	NaN	221	NaN	NaN	55.128	NaN	NaN	NaN	3142.619	NaN	NaN	NaN	-10800000	652230	0
NaN	NaN	NaN	NaN	1332000000	NaN	NaN	NaN	NaN	1086000000	NaN	NaN	9322550	7.477781343	2.795335745	52.874	23.764	153.8	42.736	40.89056098	39.133	7.206	NaN	NaN	47.08035261	50.27303161	2.64661578	98.91380488	5.264484149	93.64932073	NaN	NaN	NaN	NaN	1292	NaN	NaN	NaN	NaN	10	44	NaN	NaN	259.9	NaN	6.36756	82.246	2042112248	2449866412	NaN	4660.757	-263.2697709	NaN	NaN	-233000000	1246700	2
NaN	6.875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3033393	110.7077737	2.537467239	25.883	5.72	40.4	74.499	71.63736585	68.912	3.747	NaN	NaN	34.15226255	60.60594872	5.24178873	65.00030461	8.648967372	56.35133724	NaN	NaN	NaN	NaN	6716	NaN	NaN	NaN	NaN	96	96	4.069699764	NaN	47.2	NaN	NaN	99.774	336224992	327312512	NaN	8056.399	-3.324957324	NaN	NaN	100000	27400	1
NaN	NaN	NaN	NaN	10640000000	NaN	NaN	NaN	NaN	6422000000	NaN	NaN	1428788	17.09076555	5.746295522	29.482	3.254	23.5	72.461	70.93363415	69.479	4.973	NaN	NaN	32.29186716	66.3896718	1.318461044	50.62583877	1.985943007	48.63989576	NaN	NaN	NaN	NaN	27061	NaN	NaN	NaN	NaN	78	67	NaN	NaN	28	NaN	NaN	99.453	NaN	NaN	NaN	47234.627	-371.4208425	NaN	NaN	NaN	83600	3
NaN	36.75604971	NaN	NaN	6852000000	26.26472933	66.62847775	2.241260118	73.79169567	4724000000	6.891672407	8.976529696	30810984	11.25848525	1.493503857	22.325	8.382	28.2	74.336	70.75370732	67.342	3.073	NaN	NaN	30.96636228	60.48250135	8.551136363	65.33707728	14.13819894	51.19887834	4.400000095	NaN	NaN	NaN	19979	NaN	NaN	0	NaN	67	87	NaN	NaN	32.1	NaN	1.26155	99.27	7015555449	9054444307	90.09660507	104212.473	2.297117464	2272010000	NaN	-4404000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3396511	119.2595154	1.703334312	23.239	6.323	47	71.647	69.03121951	66.54	2.519	NaN	NaN	30.22112096	64.45094261	5.327936424	55.15676877	8.266653998	46.89011477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.024200439	NaN	55.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	254000000	NaN	NaN	NaN	NaN	313000000	NaN	NaN	40834	204.17	3.948719329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	74.17061611	NaN	NaN	20000000	NaN	NaN	NaN	NaN	207000000	NaN	NaN	64539	146.6795455	-1.651939558	14.8	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96	80	NaN	NaN	NaN	NaN	NaN	NaN	260066650.2	206833323.8	NaN	249.356	NaN	NaN	NaN	-36033333.33	440	2
