Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56227	312.3722222	1.416786637	33.319	6.119	NaN	68.065	66.36553659	64.747	4.471	NaN	NaN	43.06803024	54.21787461	2.714095153	84.44101824	5.005904737	79.4351135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15337	32.63191489	6.74246014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	58000000	13.83135651	31.94702634	NaN	28.65213764	116000000	7.835266799	6.109927824	10056480	15.41861	1.993442548	52.843	32.864	243.1	31.537	31.83202439	32.113	7.7	NaN	NaN	43.41388836	54.14935445	2.436757195	84.67440844	4.500066936	80.17434151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	360	NaN	NaN	NaN	51111111.11	26666680.89	NaN	689.396	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	148000000	13.92097106	65.49482503	3.04073582	74.29757025	136000000	19.34147576	3.766068832	5147083	4.128565814	1.831088328	54.373	31.365	NaN	35.316	33.78709756	32.331	7.385	NaN	NaN	44.40686758	52.94174561	2.651386806	88.88685827	5.008121238	83.87873704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1180.774	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	41000000	NaN	NaN	NaN	NaN	65000000	NaN	NaN	1712563	62.50229927	3.047612927	39.604	9.628	NaN	65.261	64.16234146	63.116	5.808	NaN	NaN	42.00809896	53.01790005	4.974000987	88.61554287	9.381738964	79.23380391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2464.224	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	10000000	NaN	NaN	NaN	NaN	170000000	NaN	NaN	108927	1.302954545	10.6363729	46.875	13.685	113.5	56.624	53.76082927	51.034	6.893	NaN	NaN	40.95716358	56.31713273	2.725703689	77.56585811	4.839919144	72.72593897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	166.2	NaN	NaN	NaN	NaN	NaN	NaN	18.335	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1216000000	3.468135678	71.51672236	1.080846673	80.36626875	1356500000	3.893525052	6.68857357	21297317	7.782144488	1.59175341	23.283	8.76	59.3	68.487	65.3892439	62.439	3.089	NaN	NaN	30.57145792	63.65468776	5.77385432	57.09762081	9.070587767	48.02703305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.2	NaN	NaN	NaN	2294367221	1147183931	28.31988261	53695.881	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2002170	70.30091292	3.45176249	33.792	6.595	NaN	69.852	66.7014878	63.701	4.435	NaN	NaN	40.41160341	53.71611801	5.872278578	86.16386236	10.93206061	75.23180175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21124	105.62	2.99849487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	3000000	NaN	NaN	NaN	NaN	13000000	NaN	NaN	56362	128.0954545	1.70711849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.676	NaN	NaN	NaN	NaN	440	2
NaN	12.93706294	NaN	NaN	2356140000	NaN	NaN	NaN	NaN	2539710000	NaN	NaN	10742000	1.398279161	2.440639247	22.1	8.7	19.7	74.2	70.94243902	67.84	3.442	NaN	NaN	30.08759375	61.30272569	8.609680559	63.12488372	14.0445314	49.08035232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.39999962	NaN	23.8	NaN	NaN	NaN	2512039422	2772986897	-0.278473962	94912.961	32.83598016	NaN	NaN	-272160043.6	7682300	3
