Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	83.15188292	NaN	NaN	15000000	62.25467898	35.83433122	NaN	71.98980908	567000000	23.30932934	NaN	80323	446.2388889	4.534627981	16.71	6.926	NaN	76.1	73.56360976	71.148	2.064	NaN	NaN	23.41795003	69.6674676	6.914582374	43.53901964	9.925123751	33.61389589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1596648007	1347486062	3.361391073	1785.829	NaN	NaN	NaN	-8212290.503	180	3
NaN	NaN	9.164747598	3914459	NaN	89.35005316	6.508495049	0.171317198	65.28633154	NaN	29.72896996	3.574474126	64699	137.6574468	2.485066462	NaN	NaN	5.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.4	1.9	NaN	NaN	NaN	NaN	NaN	407.037	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	166060000	NaN	NaN	NaN	NaN	387000000	NaN	NaN	22475663	34.45971973	3.391205093	52.844	20.815	108.5	43.908	43.84090244	43.777	8.058	NaN	NaN	47.50079839	50.27002185	2.229179763	98.92571421	4.434411764	94.49130245	NaN	NaN	5817174.921	50.40000153	NaN	NaN	31.89999962	NaN	NaN	20	41	NaN	NaN	158	46	NaN	50.617	NaN	NaN	NaN	1268.782	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3642000000	NaN	NaN	NaN	NaN	1468000000	NaN	NaN	12105105	9.709717655	3.037335236	51.638	22.289	131	43.797	42.05092683	40.388	7.03	NaN	NaN	47.64493988	49.83221542	2.522844701	100.6733981	5.062678188	95.61071986	NaN	NaN	4556759.662	73	1119	NaN	47.20000076	NaN	NaN	24	46	NaN	1.6	221.7	50.9	NaN	NaN	NaN	NaN	2671.792072	11012.001	-469.3182952	1187012000	436552000	-767257000	1246700	2
6.685551759	69.32907348	NaN	NaN	202000000	NaN	NaN	NaN	NaN	713500000	NaN	NaN	3141102	114.6387591	-1.213201593	21.435	6.33	30.3	74.84	71.87029268	69.042	2.604	NaN	NaN	32.46933719	61.28868149	6.241981317	63.16226352	10.18455801	52.97770552	NaN	NaN	1346966.445	68.09999847	6416	NaN	39.79999924	NaN	NaN	97	91	3.190000057	NaN	34.6	14.8	NaN	98.877	836744236	302465317.9	7.793218538	2086.523	6.662045019	343772000	5905000	43600000	27400	1
NaN	NaN	NaN	NaN	28363934000	NaN	NaN	NaN	NaN	23777717000	NaN	NaN	2348539	28.09257177	5.045641643	20.274	2.29	14.2	74.659	73.43485366	72.269	3.394	NaN	NaN	26.93815176	72.05875653	1.003091709	38.77563924	1.392046932	37.38359231	1.799999952	6.3	1288630.36	75.90000153	22554	NaN	45.20000076	NaN	96.8	90	90	NaN	NaN	16.5	9.4	NaN	98.411	NaN	NaN	NaN	70641.088	-396.3874082	NaN	NaN	NaN	83600	3
7.812329652	60.45435995	4.02028498	285394512	20967000000	33.86450692	49.78575289	10.37251244	85.96824933	20122000000	5.465274639	4.084561682	34855160	12.73624707	1.255317203	20.5	7.951	20.8	76.335	72.62363415	69.089	2.774	NaN	NaN	29.10765867	61.43065474	9.461686591	62.78517691	15.40222326	47.38295365	18.79999924	NaN	14356299.88	64.5	21927	5.199999809	31.29999924	7.06	NaN	85	99	NaN	0.3	23.4	13.1	NaN	NaN	25997500416	24896999424	3.37611685	122547.473	-23.99184083	6700304000	248291000	-4636072254	2736690	2
3.598938065	5.243445693	NaN	NaN	271000000	NaN	NaN	NaN	NaN	674000000	NaN	NaN	3223173	113.1732093	-2.068540696	15.986	8.706	33	72.15	68.62046341	65.259	2.053	NaN	NaN	29.48923313	62.14466304	8.366103836	60.91486398	13.46230461	47.45255937	NaN	NaN	1497698.791	72	7327	NaN	24.89999962	NaN	NaN	98	96	7.639999867	0.1	37.9	20.1	NaN	NaN	913101534.1	351337822.2	175.9513255	3490.984	84.97538168	188868000	0	40020000	28480	1
NaN	NaN	NaN	NaN	272000000	NaN	NaN	NaN	NaN	415700000	NaN	NaN	52919	264.595	1.973271156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	70.8838803	NaN	NaN	53000000	NaN	NaN	NaN	NaN	346000000	NaN	NaN	68642	156.0045455	2.578036636	21.6	6.4	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	93	NaN	NaN	19.9	10	NaN	NaN	472444436.1	421518499.2	NaN	322.696	NaN	NaN	NaN	-26859259.26	440	2
1.799274285	50.57199235	12.85512116	1811951850	53111000000	30.31664393	22.2157043	19.05253612	86.45771102	61283000000	4.963438776	5.113620705	18072000	2.352420499	1.215475691	14.2	6.9	5.7	80.8	77.82926829	75	1.822	NaN	NaN	21.46375268	66.477351	12.05889632	50.42717331	18.13985686	32.28731644	8.5	15.4	9040986.09	74.19999695	41259	4.400000095	60.79999924	NaN	NaN	86	87	8.699999809	0.1	7.1	3.8	5.0729	99.825	73026433026	65533858034	4.638135783	307433.946	-101.9290389	NaN	NaN	-14036020068	7682300	3
1.033315087	56.02812782	8.845950449	4469661909	57738000000	87.75721471	3.842931866	1.027258857	81.94328169	66237000000	5.696855839	4.494408821	7948278	96.4011886	0.153106261	11	10.1	5.6	80.05	76.71560976	73.54	1.4	NaN	NaN	17.68952259	67.16454812	15.14592929	48.88807087	22.55048194	26.33758893	3.700000048	5.2	3853394.519	71.30000305	39932	4.800000191	57.20000076	NaN	NaN	90	60	9.399999619	0.1	6.9	3.6	5.4847	99.059	85371408489	83102571312	2.250099562	60622.844	67.27043824	NaN	NaN	-2055706453	82450	3
NaN	42.27195488	NaN	NaN	635000000	NaN	NaN	NaN	NaN	668000000	NaN	NaN	7685000	92.3566879	1.151694374	18.9	6.7	68.2	68.846	64.57582927	60.509	2.29	NaN	NaN	33.99827014	61.25252711	4.749202748	63.25857025	7.753480505	55.50508974	NaN	NaN	3220867.917	67.19999695	3869	NaN	39.09999847	39.08	NaN	74	64	10.02000046	0.1	84.4	29.1	3.33737	111.429	1267080000	851664890	411.7596418	33586.053	-15.36058163	413296000	0	-6042000	83210	2
NaN	32.37742831	0.196872991	7769	105000000	3.367005616	91.31525382	NaN	64.06477661	234000000	20.91036203	11.41215806	6086751	237.023014	1.150453895	42.516	19.01	106.7	45.974	44.5885122	43.269	6.316	NaN	NaN	46.00018959	51.01225596	2.987554444	96.03132249	5.856542487	90.17478001	NaN	NaN	2889127.136	88.90000153	NaN	NaN	65.19999695	NaN	NaN	73	80	NaN	5.9	177.1	48.8	5.01511	NaN	272899694.1	129318804.2	19.26325364	333.697	NaN	321390000	0	-12524148.42	25680	0
1.408747908	NaN	NaN	NaN	1.78265E+11	76.61417492	NaN	NaN	NaN	1.64934E+11	NaN	NaN	10136811	NaN	0.209436838	11.4	10.5	6.4	80.1	76.66829268	73.4	1.57	NaN	NaN	17.62899195	66.43494417	15.93606388	50.52319415	23.98747237	26.53572178	9.300000191	21.5	4199946.019	62	47980	1.899999976	26.39999962	NaN	NaN	94	85	NaN	0.1	7.6	3.7	3.02549	98.983	1.74767E+11	1.85955E+11	1.466813864	112976.603	77.80239735	NaN	NaN	NaN	NaN	3
NaN	53.15894285	NaN	NaN	420000000	5.555348778	14.11808667	5.415670117	59.36707527	745670000	27.33856884	9.387433562	5651141	51.08606943	3.199091111	45.029	15.353	96.8	53.933	50.94126829	48.092	6.364	NaN	NaN	45.52831012	51.33437654	3.137313332	94.801236	6.111525148	88.68971085	NaN	NaN	2234825.425	73.5	NaN	NaN	64.09999847	NaN	NaN	67	65	NaN	1.1	158.5	38.2	NaN	54.566	664017154.2	404927865.2	14.46254822	1327.454	-0.258035874	348226000	5489000	-7588324.04	110620	0
NaN	5.349110054	0.032008656	928701	3501000000	85.15410651	10.44881552	0.449813472	69.13557626	6694000000	17.30367791	7.724789717	117486952	902.5655066	2.088210996	31.133	8.675	78.8	62.01	62.12268293	62.23	3.723	NaN	NaN	40.25407519	55.92675006	3.819174745	78.80531211	6.828887324	71.97642479	NaN	NaN	51381761.37	75	2441	NaN	61.40000153	NaN	NaN	69	79	NaN	0.1	110.8	46	NaN	NaN	6580596890	4122014847	10.29781179	22816.074	19.62776973	4126273000	0	68325636.02	130170	0
5.911478128	33.01662708	NaN	NaN	5355000000	NaN	NaN	NaN	NaN	5660000000	NaN	NaN	8406067	75.98361204	-0.4453985	8.6	13.6	19.2	74.9	71.05341463	67.39	1.23	NaN	NaN	17.89245274	67.01137924	15.09616802	49.22838649	22.52776796	26.70061853	15.69999981	NaN	3823716.656	67.40000153	12401	NaN	29.79999924	4.34	NaN	96	94	10.36999989	0.1	22.9	12.4	3.44701	98.686	6522276850	6785603075	62.05483368	59805.103	55.42327786	857710000	83952000	-432200000	110630	2
