Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55436	307.9777778	2.238225589	34.528	6.243	NaN	67.625	65.98802439	64.429	4.655	NaN	NaN	43.51065173	53.89180511	2.597543157	85.5569688	4.819922346	80.73704646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14337	30.50425532	6.930679395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	53000000	NaN	NaN	NaN	NaN	99000000	NaN	NaN	9859928	15.11725618	1.953066917	52.858	33.3	247.7	31.169	31.47529268	31.767	7.7	NaN	NaN	43.39123843	54.15871275	2.450048814	84.64249779	4.523831327	80.11866647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	366.4	NaN	NaN	NaN	44444447.29	24444455.82	NaN	491.378	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	135000000	NaN	NaN	NaN	NaN	114000000	NaN	NaN	5053693	4.053656052	1.809516525	54.451	31.845	NaN	34.91	33.38621951	31.935	7.354	NaN	NaN	44.05083334	53.29623438	2.652932283	87.63051681	4.977710552	82.65280626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	454.708	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	49000000	NaN	NaN	NaN	NaN	72000000	NaN	NaN	1661158	60.62620438	3.092990042	40.312	9.871	NaN	64.325	63.27346341	62.272	5.891	NaN	NaN	41.55788726	53.35663031	5.085482434	87.41813234	9.531116198	77.88701614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2280.874	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	2000000	NaN	NaN	NaN	NaN	170000000	NaN	NaN	97936	1.171483254	8.593889532	47.587	14.715	121.3	55.573	52.66014634	49.886	6.91	NaN	NaN	42.28707382	54.58834101	3.124585176	83.18930041	5.723905724	77.46539469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	179.1	NaN	NaN	NaN	NaN	NaN	NaN	11.001	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	964100000	NaN	NaN	NaN	NaN	1460400000	NaN	NaN	20961000	7.659252601	1.613776959	23.504	8.696	60	68.315	65.29663415	62.422	3.1	NaN	NaN	30.66463286	63.68676286	5.648604282	57.01850041	8.869353737	48.14914667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.2	NaN	NaN	NaN	NaN	NaN	13.39434276	51180.319	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1934239	67.91569522	3.516902042	34.767	7.158	NaN	69.427	66.27546341	63.274	4.512	NaN	NaN	39.50794085	54.38593679	6.106122356	83.8710628	11.22739207	72.64367073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20500	102.5	2.264471097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	3000000	NaN	NaN	NaN	NaN	11000000	NaN	NaN	55408	125.9272727	1.364669341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.671	NaN	NaN	NaN	NaN	440	2
