Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57031	316.8388889	0.58560429	30.736	5.921	NaN	68.817	67.04429268	65.356	4.059	NaN	NaN	41.93129811	55.11932526	2.949376633	81.42457212	5.350893937	76.07367818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17438	37.10212766	6.301809635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	64000000	12.87941589	32.60326449	NaN	30.2510646	124000000	17.3358408	6.565626136	10474903	16.06013676	2.08209445	52.797	31.955	233.3	32.316	32.59104878	32.853	7.7	NaN	NaN	43.48336209	54.10509291	2.411545004	84.82548431	4.457149733	80.36833458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	346.4	NaN	NaN	NaN	144444450.1	71111145.24	NaN	839.743	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	204000000	NaN	NaN	NaN	NaN	164000000	NaN	NaN	5337063	4.280952114	1.795637248	54.091	30.401	NaN	36.129	34.58831707	33.121	7.425	NaN	NaN	45.07436863	52.2754092	2.650222163	91.29453317	5.069730115	86.22480305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1224.778	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	60000000	NaN	NaN	NaN	NaN	98000000	NaN	NaN	1817098	66.31744526	2.932065412	37.913	9.134	NaN	66.585	65.43768293	64.345	5.586	NaN	NaN	42.73138517	52.45930329	4.80931154	90.6239575	9.167699987	81.45625751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2016.85	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	125000000	NaN	NaN	NaN	NaN	205000000	NaN	NaN	134478	1.608588517	10.00224056	45.196	11.656	99.1	58.807	56.0662439	53.456	6.861	NaN	NaN	38.70240928	59.27349792	2.024092802	68.70946293	3.414836095	65.29462684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	142.9	NaN	NaN	NaN	NaN	NaN	NaN	18.335	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1410400000	7.282293103	77.22665177	0.432268863	67.74518529	1077200000	5.905130597	7.779623498	21966478	8.026659212	1.529181301	22.887	8.896	48.4	68.77	65.53907317	62.462	3.068	NaN	NaN	30.31880986	63.65718876	6.024001389	57.09144867	9.463191049	47.62825762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.5	NaN	NaN	NaN	1424602860	1424603258	22.19658514	55727.399	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2138133	75.07489466	3.217815214	30.937	5.764	NaN	70.704	67.55809756	64.562	4.161	NaN	NaN	41.53720019	52.9278801	5.534919701	88.93634093	10.45747476	78.47886617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22672	113.36	3.601484826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	3000000	NaN	NaN	NaN	NaN	13000000	NaN	NaN	58653	133.3022727	2.034085201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.675	NaN	NaN	NaN	NaN	440	2
