Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	74.94456763	NaN	NaN	17000000	NaN	NaN	NaN	NaN	545000000	NaN	NaN	76762	426.4555556	5.611677421	17.283	6.966	NaN	76.066	73.5357561	71.126	2.108	NaN	NaN	23.55431653	69.46185011	6.983833357	43.96391666	10.05420003	33.90971662	6.699999809	11.3	NaN	NaN	NaN	9.399999619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1439106176	1356983233	6.311079713	1763.827	NaN	NaN	NaN	-12737430.17	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63111	134.2787234	3.944573887	NaN	NaN	5.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.8	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	105000000	NaN	NaN	NaN	NaN	391000000	NaN	NaN	21738467	33.32944973	3.391209225	52.851	21.072	111.5	43.599	43.54265854	43.489	8.052	NaN	NaN	47.36118492	50.40446657	2.234348506	98.39511614	4.432838314	93.96227783	NaN	NaN	5652778.669	50.5	NaN	NaN	31.89999962	NaN	NaN	12	40	NaN	NaN	162.9	46.7	NaN	49.809	NaN	NaN	NaN	1320.12	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3018000000	NaN	NaN	NaN	NaN	1454000000	NaN	NaN	11742960	9.41923478	3.212170237	51.842	22.652	133.7	43.555	41.71621951	39.965	7.063	NaN	NaN	47.63840593	49.82488228	2.536711789	100.7029328	5.091254958	95.61167783	NaN	NaN	4427136.754	73.19999695	1002	NaN	47.09999847	NaN	NaN	27	44	NaN	1.4	226.3	51.3	NaN	NaN	3079197293	3465162191	948.8111888	3890.687	-418.0931925	1294476000	273377000	-734700000	1246700	2
NaN	74.30025445	NaN	NaN	142700000	NaN	NaN	NaN	NaN	607000000	NaN	NaN	3179442	116.0380292	-1.419654241	22.234	6.305	31.3	74.59	71.61773171	68.787	2.683	NaN	NaN	32.63499298	61.35348236	6.01152466	62.98993335	9.798180037	53.19175332	NaN	NaN	1368630.25	68.19999695	5550	NaN	40.59999847	NaN	NaN	99	90	3.017100096	NaN	35.8	15.2	3.08317	101.13	773426093.2	225407393.9	22.56505269	1928.842	9.36616337	231435000	0	13800000	27400	1
NaN	NaN	NaN	NaN	26402615000	NaN	NaN	NaN	NaN	22774721000	NaN	NaN	2232980	26.71028708	5.111747684	21.305	2.379	15.1	74.443	73.18709756	71.991	3.584	NaN	NaN	27.47292855	71.5179715	1.009099947	39.8249949	1.41097395	38.41402095	NaN	NaN	1208158.165	75.40000153	23449	NaN	45.09999847	NaN	NaN	90	90	NaN	NaN	17.6	9.9	NaN	98.594	NaN	NaN	NaN	73130.981	-414.0799007	NaN	NaN	NaN	83600	3
NaN	60.11132879	4.757370505	247037164	15659000000	32.85859795	51.93018275	10.48015283	88.3619617	21527000000	5.188516344	2.884706633	34420352	12.57736609	1.281601472	20.797	8.008	21.5	76.097	72.39843902	68.876	2.827	NaN	NaN	29.41683455	61.22067549	9.362489959	63.34350969	15.29301969	48.05049	12.10000038	22.8	14018200.18	64	23169	4.800000191	38.40000153	4.34	NaN	82	96	NaN	0.3	24.2	13.6	NaN	NaN	27288760320	19364200448	4.177347244	123350.546	-16.7762266	4855281000	847410000	-3558752970	2736690	2
NaN	NaN	NaN	NaN	216000000	NaN	NaN	NaN	NaN	394000000	NaN	NaN	3290540	115.5386236	-2.397173568	17.114	8.656	34.5	71.81	68.27892683	64.916	2.176	NaN	NaN	29.87662192	62.31814513	7.805232947	60.46690702	12.5248159	47.94209112	NaN	NaN	1529831.335	72	6803	NaN	26.70000076	NaN	NaN	86	95	7.765999794	0.1	39.8	20.7	NaN	103.569	961391389.3	517226129.7	4447.865504	2966.603	77.80146357	171230000	0	-4020000	28480	1
NaN	NaN	NaN	NaN	252000000	NaN	NaN	NaN	NaN	497800000	NaN	NaN	51885	259.425	2.111369163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	75.1140059	NaN	NaN	44000000	NaN	NaN	NaN	NaN	342000000	NaN	NaN	66895	152.0340909	2.508210468	NaN	NaN	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	91	NaN	NaN	20.8	10.4	NaN	NaN	286407390.5	294074068.9	NaN	311.695	NaN	NaN	NaN	-26559259.26	440	2
