Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	87.71733034	NaN	NaN	28000000	31.85256493	42.57927193	0.003946842	79.88784239	536000000	18.29367528	0.321412235	62147	345.2611111	1.820254361	19.569	7.074	NaN	75.932	73.38997561	70.969	2.249	NaN	NaN	24.54342124	67.79410108	7.662477674	47.50545903	11.30257287	36.20288617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.836687752	1840.834	NaN	NaN	NaN	-7765363.128	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52773	112.2829787	2.945970344	NaN	NaN	6.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	235100000	NaN	NaN	NaN	NaN	936400000	NaN	NaN	19023678	29.16713123	2.082624899	52.449	22.062	129.4	42.272	42.32936585	42.384	7.96	NaN	NaN	46.72998592	51.01337376	2.256640322	96.02702709	4.423624936	91.60340215	NaN	NaN	5046690.066	50.90000153	NaN	NaN	NaN	NaN	NaN	25	20	0.249799997	NaN	192	50.5	NaN	55.425	NaN	NaN	NaN	2676.91	NaN	NaN	NaN	NaN	652230	0
NaN	20.58823529	NaN	NaN	3910000000	0.061069045	0.234865204	93.47768034	NaN	1578000000	NaN	NaN	10335052	8.289927007	2.771319979	52.541	23.42	143.7	43.203	41.14141463	39.178	7.165	NaN	NaN	47.52459881	49.87915881	2.59624238	100.4845358	5.205064484	95.27947132	NaN	NaN	3845162.323	72.09999847	1572	NaN	NaN	NaN	NaN	24	38	1.291300058	0.5	243.2	52.9	NaN	91.547	2147299976	3992499897	NaN	4429.736	-387.0180223	1410203000	251617000	-765300000	1246700	2
NaN	11.11111111	NaN	NaN	230000000	NaN	NaN	NaN	NaN	380000000	NaN	NaN	3289483	120.0541241	1.027426704	24.61	5.909	35.7	74.651	71.64543902	68.783	3.219	NaN	NaN	32.77618398	61.89686951	5.326946514	61.55905912	8.606164668	52.95289445	NaN	NaN	1415242.24	67.90000153	6720	NaN	NaN	NaN	NaN	94	88	4.02489996	NaN	41.2	16.9	NaN	100.474	487500000	312500000	NaN	7488.014	7.989403062	NaN	NaN	-1900000	27400	1
NaN	NaN	NaN	NaN	23544000000	NaN	NaN	NaN	NaN	11199000000	NaN	NaN	1808642	21.63447368	5.653214061	25.916	2.794	18.9	73.528	72.14353659	70.825	4.388	NaN	NaN	31.07187603	67.80341273	1.124711247	47.48520167	1.658782652	45.82641902	NaN	NaN	905077.319	73.5	27530	NaN	NaN	NaN	NaN	85	80	2.640000105	NaN	22.2	12.1	NaN	95.982	NaN	NaN	NaN	52009.061	-441.1995994	NaN	NaN	NaN	83600	3
NaN	39.88515901	NaN	NaN	12353000000	29.08376672	56.2560001	7.800724803	77.72570285	4076000000	4.025496184	8.065892563	32642442	11.92770902	1.404532432	21.717	8.25	24.4	75.14	71.49829268	68.03	2.989	NaN	NaN	30.67265004	60.39678649	8.930563467	65.57172295	14.7864878	50.78523515	7.300000191	13	13306522.15	65.09999847	17310	5.400000095	NaN	NaN	NaN	87	93	4.594299793	0.3	27.6	15.9	1.06738	99.17	6546483926	14643450361	2313.964663	112613.57	-5.086184283	2354741000	932036000	-4400000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3544695	124.4626053	0.055732592	21.215	7.738	40.4	70.75	67.7572439	64.907	2.538	NaN	NaN	30.37076533	64.00779193	5.621442748	56.23097906	8.782435042	47.44854402	NaN	NaN	1690678.64	72.69999695	11470	NaN	NaN	NaN	NaN	NaN	NaN	9.094799995	0.1	47.2	23.2	NaN	NaN	1045655213	789960888.4	NaN	NaN	98.21594994	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	311000000	NaN	NaN	NaN	NaN	360300000	NaN	NaN	47052	235.26	3.145531171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	11.9	NaN	NaN	NaN	2.200000048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	75.06666987	NaN	NaN	21000000	NaN	NaN	NaN	NaN	255000000	NaN	NaN	62202	141.3681818	0.016077946	20.1	6.8	22.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	89	6.599999905	NaN	26.8	12.8	NaN	NaN	340559259.2	348311105	NaN	300.694	NaN	NaN	NaN	-45325925.93	440	2
