Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	85.13742753	NaN	141337	99874000	NaN	NaN	NaN	NaN	1134445000	NaN	NaN	105526	586.2555556	1.240534428	11.841	7.235	NaN	77.142	74.68192683	72.339	1.726	86.8634785	78.1053292	20.13419003	70.79187278	9.073937188	41.25915316	12.81776683	28.44138633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.99891	95.344	NaN	NaN	8.957732188	2288.208	NaN	NaN	NaN	-111296089.4	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82577	175.6957447	1.447877605	10.4	2.8	3	NaN	NaN	NaN	1.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	98	NaN	NaN	3.7	1	3.16329	97.164	NaN	NaN	NaN	539.049	NaN	NaN	NaN	NaN	470	3
2.4	NaN	NaN	NaN	540066000	34.61741964	52.52408118	NaN	32.22530645	3019860000	17.3695294	0.841267308	32517656	49.85611824	2.831299639	44.803	16.607	78.1	47.683	47.53856098	47.401	6.559	35.5837475	33.556126	47.06713255	50.71441533	2.218452114	97.18259462	4.374401439	92.80819318	NaN	NaN	8416926.331	49.90000153	NaN	NaN	30.79999924	NaN	36	64	59	0.42	NaN	109.7	37.9	NaN	64.984	5690128221	1859044406	30.56311619	814.074	NaN	492888000	51954000	NaN	652230	0
19	86.48490208	NaN	NaN	63914000000	NaN	NaN	NaN	NaN	20982000000	NaN	NaN	18037964	14.46856822	2.882927374	43.261	15.068	101.6	51.3	49.84741463	48.464	5.736	43.6182403	36.9054867	47.11472426	50.41475302	2.470522726	98.35463632	4.900396369	93.45423995	NaN	NaN	6591743.911	70.19999695	2698	NaN	45.40000153	NaN	NaN	81	79	NaN	2	167.4	44.6	NaN	85.854	43121504452	64243351977	12.47371341	24370.882	-829.8705839	13625670000	67439000	-13717547686	1246700	2
2.9	70.81035416	3.469615642	6296633	1354830000	33.41271863	4.31107302	21.814272	63.35638344	5250600000	16.41602395	16.02116702	3181397	116.1093796	0.369450443	12.886	5.986	15.1	79.844	76.6207561	73.551	1.59	90.1458518	81.8166429	24.05079525	66.76170868	9.187496071	49.7864599	13.76162512	36.02483478	13	27.2	1461828.662	66.5	15897	NaN	38.5	4.25	NaN	99	98	NaN	NaN	16.9	8.3	NaN	100.432	7277914550	3827220526	3.359242418	4176.713	44.2201069	1199502000	7574000	54830717.68	27400	1
NaN	NaN	3.202785439	204925025	2.39213E+11	4.017897174	0.842165473	64.81498805	73.20849813	1.77E+11	6.597455237	1.038360564	6206623	74.24190191	13.81924091	13.843	1.357	6.7	77.152	76.22134146	75.335	1.839	88.4444893	85.8564847	17.55201138	81.9469109	0.50107772	22.03022531	0.611466271	21.41875904	4	12.1	4011912.964	78.80000305	22398	3	43.29999924	NaN	NaN	92	92	1.9	NaN	7.8	4.7	0.81966	NaN	2.19714E+11	2.48805E+11	12.25042024	155066.429	-220.2139096	NaN	NaN	NaN	83600	3
5.803955039	38.69647338	9.017369186	1948517138	70018300000	31.17326057	53.11599487	9.447404365	83.35522614	57461700000	4.538985957	7.247014455	39714298	14.51180002	0.875629394	17.385	7.716	13.9	79.155	75.29253659	71.614	2.24	87.0656846	74.297952	25.40543079	64.19152799	10.40304122	55.78379754	16.20625268	39.57754487	7.800000191	18.8	18219196.35	68.90000153	28581	4.599999905	35.79999924	3.66	NaN	92	97	NaN	0.5	15.5	8.3	5.3927	99.08	67460122833	79955465202	8.584013752	192378.154	-8.509955902	7805788000	0	-7552240000	2736690	2
2.533218451	52.00568332	1.405882026	6476229	1057200000	50.96366099	18.61033489	0.260615963	60.74193981	4426100000	18.66659588	16.30202439	3079087	108.1140098	0.159460015	15.243	8.688	18	76.837	73.49595122	70.314	1.734	84.6584846	72.1002416	20.52060921	67.85249514	11.62689565	47.3785154	17.1355462	30.2429692	28.60000038	45.5	1397373.768	62.79999924	30938	1.200000048	18.20000076	12.43	NaN	89	94	NaN	0.1	20.2	12.5	3.17273	101.946	4741281825	1754795895	8.949953354	5548.171	73.40063025	457325000	0	471198666.7	28480	1
NaN	NaN	NaN	NaN	570000000	NaN	NaN	NaN	NaN	680000000	NaN	NaN	66217	331.085	1.6551955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	61.02435248	NaN	NaN	57614291.85	NaN	NaN	NaN	NaN	742741000	NaN	NaN	86881	197.4568182	1.094816972	NaN	NaN	7.900001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	99	99	1.7	NaN	9.1	4.9	NaN	93.892	924596940.7	590327180.4	5.333806398	447.374	NaN	NaN	NaN	-61084055.19	440	2
