Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59066	328.1444444	0.578993221	24.098	5.678	NaN	71.306	69.08614634	66.972	2.908	NaN	NaN	37.31419091	58.67334846	4.012460637	70.43513389	6.838642659	63.59649123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24364	51.83829787	5.210586683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	86000000	10.91412752	36.06464886	16.9461491	54.31428433	114000000	20.54160031	6.105694729	11964906	18.34461156	2.465669663	52.4	29.09	207.2	34.805	35.05597561	35.295	7.7	NaN	NaN	44.27557559	53.37247948	2.35194493	87.36247776	4.406662296	82.95581546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.199000001	NaN	309.3	NaN	NaN	17.698	208888900.3	171111105.4	NaN	1672.152	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	423000000	21.56630933	44.69141738	13.3846842	78.84092399	368000000	15.67962145	3.357306331	5926333	4.753615946	1.891636055	52.399	27.469	NaN	38.59	37.01141463	35.508	7.301	NaN	NaN	45.98619416	51.34362176	2.670184075	94.766159	5.200614961	89.56554404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.720999956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3582.659	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2135599	77.94156934	2.51905594	32.947	8.225	NaN	68.441	66.98943902	65.607	4.872	NaN	NaN	42.37612024	53.18053623	4.44334353	88.03872071	8.355206331	79.68351438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3744.007	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	523321000	NaN	NaN	NaN	NaN	267120000	NaN	NaN	231754	2.772177033	14.08403907	36.752	7.308	66.7	64.83	62.5194878	60.319	6.605	NaN	NaN	34.81838501	63.68865262	1.492962365	57.01384137	2.34415756	54.66968381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.7	NaN	NaN	NaN	NaN	NaN	NaN	15247.386	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1773200000	13.86737544	74.31840884	0.429985458	73.05875433	1694000000	5.823839226	4.746594975	23983358	8.763637094	1.539460939	22.75	9.025	49	69.95	66.5485122	63.309	3.073	NaN	NaN	29.31864254	63.81408725	6.867270213	56.70521088	10.76137027	45.94384061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.585800171	NaN	58.2	NaN	1.45809	100.493	1495789483	1769210603	13.58688163	82734.854	NaN	576492000	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2518408	88.42724719	2.494230545	22.767	5.135	NaN	73.014	69.92443902	66.982	3.208	NaN	NaN	39.17728978	55.25081718	5.571893037	80.99279811	10.08472512	70.908073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27288	136.44	2.523512267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	14000000	NaN	NaN	NaN	NaN	36000000	NaN	NaN	65587	149.0613636	1.627826745	26.2	NaN	NaN	68.8	66.85365854	65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.53000021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	462.042	NaN	NaN	NaN	NaN	440	2
