Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	84	NaN	338615	149000000	NaN	NaN	NaN	NaN	841000000	NaN	NaN	92363	513.1277778	2.291020843	13.799	6.942	NaN	76.307	73.78239024	71.378	1.848	85.7016403	76.2374785	23.01670655	69.31538886	7.66790459	44.26810791	11.06234087	33.20576704	6.900000095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.79285	97.017	NaN	NaN	2.883604303	2236.87	NaN	NaN	NaN	-57340782.12	180	3
NaN	NaN	21.79661846	10193596	NaN	89.23964753	4.930022044	0.213197239	74.07217647	NaN	20.10839324	4.429660189	66390	141.2553191	2.680585461	11.8	NaN	3.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96	97	2.589999914	NaN	4.8	1.4	NaN	NaN	NaN	NaN	NaN	524.381	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	68000000	NaN	NaN	NaN	NaN	1696000000	NaN	NaN	26697430	40.93253913	2.877034772	49.837	18.903	92.7	45.64	45.56726829	45.498	7.595	32.8753772	30.9464474	48.11210124	49.68629133	2.201607424	101.2627574	4.43101581	96.83174163	NaN	NaN	6704724.168	49.5	NaN	NaN	30.5	NaN	NaN	33	37	0.400000006	NaN	132.8	42.1	NaN	0	NaN	NaN	NaN	645.392	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	6534000000	NaN	NaN	NaN	NaN	3179000000	NaN	NaN	14388244	11.54106361	3.262710367	49.848	18.67	116.6	47.367	45.97331707	44.646	6.751	39.6194103	33.3722427	47.67967548	49.8580647	2.46225982	100.5693574	4.938538699	95.63081874	NaN	NaN	5367447.085	72.40000153	1307	NaN	46.79999924	NaN	65.6	42	72	NaN	1.9	195.4	48	NaN	NaN	6697047332	6847446149	152.5610225	9732.218	-456.7508871	291824000	0	-1560990000	1246700	2
6.759000682	90.18181818	0.724100711	1858694	307190000	84.17980374	5.750397884	1.448359706	68.11908418	1326920000	19.36315449	9.893797264	3077378	112.3130657	0.179599654	16.098	5.944	22.2	77.888	74.72365854	71.71	2.142	88.5659826	78.9119137	29.19947189	63.15184893	7.648679185	58.3484913	12.11156809	46.2369232	22.70000076	35.5	1337783.157	66.80000305	9517	NaN	33.09999847	NaN	NaN	97	95	NaN	NaN	25	11.5	NaN	99.036	1583648860	839469835	3.10758827	3230.627	50.59768647	446999000	10964000	149000000	27400	1
NaN	NaN	1.965071945	17105411	48413887000	3.610873276	0.811316018	91.78517527	85.71511796	37293397000	10.696325	0.781360042	3149440	37.67272727	3.751055773	16.541	1.84	10.1	75.884	74.83707317	73.84	2.527	87.9278957	84.0412959	24.64893826	74.32767541	1.023386335	34.53938853	1.376857718	33.16253081	NaN	NaN	1810703.206	77.09999847	21539	NaN	45.5	NaN	NaN	94	94	NaN	NaN	11.7	6.9	1.36263	99.948	42053370840	50787203629	NaN	101333.878	-307.875139	NaN	NaN	NaN	83600	3
8.171118228	59.10922576	9.267344476	800150443	26543000000	32.56818021	44.39294203	17.12850647	86.24537166	20320000000	5.720095301	4.015691006	37302116	13.63037684	1.00066271	18.442	7.774	17.6	77.751	73.9295122	70.29	2.425	85.4373534	72.1018332	27.62068391	62.45157848	9.927737608	60.1240552	15.89669605	44.22735915	18.29999924	31.8	15686428.14	65	23139	4.400000095	27.79999924	14.91	97.5	83	89	NaN	0.4	19.7	10.8	4.83374	98.7	27434399744	30976999424	-1.066635508	140471.769	-46.08183262	6657512000	0	-7726728702	2736690	2
2.870367048	36.16101839	10.39872659	6167674	343000000	30.16951722	24.40363406	8.485239092	49.21464118	874000000	24.77223499	22.82238744	3065810	107.647823	-0.335010216	13.513	8.372	25	74.858	71.45804878	68.22	1.684	81.921726	67.9291553	25.00362057	64.5548716	10.44150783	54.90697685	16.17462412	38.73235273	35.90000153	48.2	1478415.57	71.5	12028	NaN	28.39999962	50.73	NaN	94	93	4.25	0.1	28.3	16.3	2.46944	99.949	977647641.7	539539689.4	3.145904647	3542.322	69.86299381	291027000	0	64455105.31	28480	1
NaN	NaN	NaN	NaN	317700000	NaN	NaN	NaN	NaN	515800000	NaN	NaN	58633	293.165	1.734117669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	69.24933327	NaN	NaN	41000000	NaN	NaN	NaN	NaN	386000000	NaN	NaN	79165	179.9204545	1.924546554	NaN	NaN	12.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.399999619	19.9	NaN	NaN	NaN	3.599999905	NaN	NaN	NaN	97	97	2.6	NaN	14	7.4	NaN	NaN	486574435.9	445325918.1	1.402796636	344.698	NaN	NaN	NaN	-24788148.15	440	2
