Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59439	330.2166667	0.629511382	23.505	5.705	NaN	71.815	69.44609756	67.19	2.788	NaN	NaN	36.24724507	59.40375848	4.34899645	68.33951684	7.321079611	61.01843723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25656	54.58723404	5.167082942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	100000000	12.74772024	27.02127781	14.55329816	37.08811798	141000000	25.43237071	5.000145629	12273101	18.81713659	2.575824666	52.285	28.61	203.8	35.233	35.48141463	35.718	7.699	NaN	NaN	44.41997177	53.23568184	2.344346388	87.84393577	4.403712524	83.44022325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	304.5	NaN	1.16036	17.199	295555549.9	199999988.6	NaN	1895.839	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	455000000	14.6805913	45.42154064	19.94713774	81.65214367	445000000	13.39212282	3.008040738	6047736	4.850995428	2.027834651	52.157	27.003	NaN	39.003	37.41929268	35.911	7.264	NaN	NaN	46.04847931	51.2759405	2.675580197	95.02323903	5.218003162	89.80523587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.509	NaN	NaN	NaN	3410.31	-136.7899172	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2188650	79.87773723	2.4537746	32.279	8.149	NaN	68.84	67.2655122	65.766	4.778	NaN	NaN	42.04024585	53.54643597	4.413318176	86.75379263	8.242039075	78.51175356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4352.729	-41.98644949	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	870843000	NaN	NaN	NaN	NaN	309396000	NaN	NaN	272529	3.259916268	16.20685662	35.071	6.866	62.6	65.62	63.373	61.233	6.512	NaN	NaN	32.97606118	65.28943815	1.734500675	53.16413012	2.656632871	50.50749725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.3	NaN	NaN	68.025	NaN	NaN	NaN	21184.259	-5116.12712	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1740400000	15.10280416	76.69927295	0.488016439	72.14508523	1868100000	5.048369675	6.682967947	24376109	8.907150244	1.624334013	23.007	9.007	48.7	70.241	66.83029268	63.582	3.104	NaN	NaN	29.19676683	63.80152535	7.00170782	56.73606463	10.97420129	45.76186333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.9	NaN	NaN	100.378	2199999959	2000000003	34.7325003	88939.418	9.201997934	804317000	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2580894	90.62127809	2.450889468	22.335	5.127	NaN	73.268	70.18304878	67.245	3.118	NaN	NaN	38.28633666	56.09165358	5.622009755	78.27964343	10.02289894	68.25674448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27907	139.535	2.24305083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	16000000	NaN	NaN	NaN	NaN	44000000	NaN	NaN	66554	151.2590909	1.463614264	NaN	6.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.845	NaN	NaN	NaN	425.372	NaN	NaN	NaN	NaN	440	2
