Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	82.5038459	NaN	69664	108965000	NaN	NaN	NaN	NaN	1041334000	NaN	NaN	102711	570.6166667	1.683830718	12.28	7.129	NaN	76.846	74.37414634	72.02	1.755	86.5090315	77.4836436	21.09511153	70.16385781	8.741030659	42.52352011	12.45802459	30.06549552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.524	NaN	NaN	3.608711459	2273.54	NaN	NaN	NaN	-105849162	180	3
NaN	NaN	16.33052379	15582884	NaN	63.41658059	33.11121938	0.00077425	NaN	NaN	NaN	NaN	79874	169.9446809	2.517849569	10.6	3.3	3.3	NaN	NaN	NaN	1.24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93	91	2.6	NaN	4	1.1	2.74799	97.536	NaN	NaN	NaN	546.383	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	408000000	NaN	NaN	NaN	NaN	2582000000	NaN	NaN	30751661	47.1484921	2.831299368	46.024	17.255	82.3	47.021	46.89909756	46.783	6.843	34.648219	32.6710903	47.52613	50.26390719	2.209962811	98.94991373	4.396719105	94.55319463	NaN	NaN	7842380.85	49.70000076	NaN	NaN	30.5	NaN	30.3	58	53	NaN	NaN	116.3	39.2	NaN	63.464	5228223431	1868023192	7.263513514	696.73	NaN	626269000	94882000	NaN	652230	0
NaN	5.046556958	NaN	NaN	31862200000	NaN	NaN	NaN	NaN	8777600000	NaN	NaN	17010366	13.64431379	3.112815744	45.325	15.861	105.9	50.429	49.00714634	47.653	6.066	42.3573431	35.792671	47.50101791	50.0402872	2.458694892	99.83898094	4.913430817	94.92555013	NaN	NaN	6233328.035	70.90000153	2101	NaN	46	NaN	NaN	44	48	NaN	1.9	175.6	45.7	2.64607	NaN	16288811794	33346457693	13.30325336	22266.024	-709.1883459	15558238000	2045000	-6177867505	1246700	2
2.756123901	68.33573529	6.167414935	3968947	798000000	27.00154978	7.698351573	13.68709309	64.10420446	3058000000	19.96502337	12.22878241	3156607	115.204635	0.470183247	13.283	5.862	16.7	79.559	76.30963415	73.215	1.692	89.8883937	81.2197827	25.5170666	65.81571023	8.667223172	51.93940724	13.16892751	38.77047973	NaN	NaN	1424786.859	66.30000305	14065	NaN	39.90000153	NaN	NaN	97	95	2.9692	NaN	18.7	9	NaN	NaN	4488758461	2291407952	2.370728319	4231.718	44.46744324	974171000	8962000	263021194.7	27400	1
0.8	NaN	NaN	26369910	1.45587E+11	NaN	NaN	NaN	NaN	1.00057E+11	NaN	NaN	4662728	55.77425837	13.61176488	14.638	1.452	7.4	76.784	75.85180488	74.964	1.989	88.2846772	85.3892255	18.59859722	80.68958773	0.711815058	23.93172752	0.882164698	23.04956282	NaN	NaN	2952919.344	78.30000305	22963	NaN	45.79999924	NaN	NaN	92	92	NaN	NaN	8.7	5.2	0.8357	103.281	1.1293E+11	1.52434E+11	NaN	122752.825	-306.9354694	NaN	NaN	NaN	83600	3
5.258322795	42.34051631	7.05418222	1043916907	46546000000	32.17205701	45.11928361	15.40737468	86.99239288	34152000000	2.58219116	4.783858646	39023850	14.25950692	0.881997595	17.563	7.731	14.9	78.798	74.93143902	71.249	2.269	86.5912923	73.6373568	25.99964391	63.74931113	10.25104496	56.86444015	16.08024429	40.78419586	10.10000038	23.4	17961984.33	69.19999695	25789	4.099999905	35.70000076	7.37	NaN	94	97	NaN	0.4	16.7	9	4.51593	98.371	41169577638	53001614691	10.90112453	175528.289	-18.09794947	5538624000	2096200000	-6150080000	2736690	2
2.443120888	56.98033795	1.080395244	5101971	985100000	56.23636844	11.7101737	2.074116413	59.69656897	2191600000	15.94994366	16.66406344	3069844	107.7894663	0.12679689	14.96	8.498	19.9	76.527	73.13421951	69.903	1.728	84.0868476	71.0941166	21.3495982	66.59546876	12.05493303	50.16036655	18.10173163	32.05863492	NaN	NaN	1426936.746	65.59999847	26018	NaN	21.89999962	18.78	NaN	87	92	4.4	0.1	22.3	13.5	2.71577	103.15	2505912893	1491344582	2.892356625	4378.398	66.77519658	380689000	0	215167105.6	28480	1
NaN	NaN	NaN	NaN	438500000	NaN	NaN	NaN	NaN	579000000	NaN	NaN	64045	320.225	1.705459148	21.6	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	70.69942157	NaN	NaN	74000000	NaN	NaN	NaN	45.88162009	624181481.5	14.8513568	36.73483154	84952	193.0727273	1.227009259	NaN	NaN	8.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.9	99	99	2.4	NaN	10.4	5.6	NaN	NaN	806569019.5	500734852.3	1.787785374	425.372	NaN	NaN	NaN	-46743327.04	440	2
1.354589298	55.04002261	12.34262502	3374471837	1.23437E+11	23.48386673	15.39831718	25.47648585	78.67098376	1.39253E+11	4.834891247	13.74039234	20697900	2.694232196	1.475227945	12.9	6.4	4.6	83.5	81.04146341	78.7	1.883	92.777453	87.5077346	19.5514005	67.46061351	12.987986	48.2346436	19.25269475	28.98194884	4.800000191	10	10806610.02	75.90000153	48928	3	63.79999924	NaN	NaN	92	94	3.97	0.1	5.5	3.1	4.541	99.682	1.58004E+11	1.46508E+11	3.538487339	377381.971	-130.108315	NaN	NaN	-32382585132	7682300	3
0.737319792	36.55158304	13.33616014	14330800978	1.36751E+11	80.23616704	6.044518881	5.278911124	72.63490724	1.37212E+11	5.862988948	13.84833166	8268641	100.2867314	0.494797775	9.4	9	3.9	82.7	79.83170732	77.1	1.41	92.41926	84.1098256	15.73249458	67.81375495	16.45375047	47.46270881	24.26314614	23.19956267	4.699999809	9.1	4159763.222	73.30000305	47226	5	54.09999847	NaN	NaN	83	80	7.6496	0.2	4.7	2.7	5.40388	99.149	1.66704E+11	1.8315E+11	1.449635627	72126.223	69.964579	NaN	NaN	-1819682402	82450	3
NaN	13.89662647	1.750041177	9073107	13014633000	8.136183835	5.029066297	84.59134206	74.24151622	5269338000	10.45394541	11.68688189	8484550	102.6812296	1.098586574	17.8	6.2	46	72.305	69.36141463	66.558	2.3	77.8657695	67.5487496	23.36442337	69.80951001	6.826066626	43.24695874	9.778132843	33.4688259	6.800000191	NaN	4135388.809	68.69999695	12535	2.200000048	32.20000076	NaN	76.6	74	65	8.1	0.1	54.4	22	2.55551	93.571	8132599236	13954517349	8.374063195	39317.574	-182.0997185	1639689000	0	-2680579000	82630	2
NaN	23.50479512	3.138245956	20353	58284000	1.339542854	86.27692258	0	69.87682672	430743000	22.17025039	0.955043551	7474363	291.0577492	3.028103488	34.643	15.174	92.5	49.404	48.13887805	46.934	4.88	44.8817665	40.091814	40.80790564	56.33197103	2.860123331	77.51908582	5.07726479	72.44182103	NaN	NaN	3676536.724	84	NaN	NaN	58	93.45	NaN	92	92	0.73	3.8	150.5	45	NaN	91.012	447041120.9	93190299.78	2.809014978	198.018	NaN	158993000	3885000	-8824968.547	25680	0
2.119333159	18.02310847	8.351814857	23791509507	3.66745E+11	77.23409441	7.879298354	7.632191268	72.3532725	3.51635E+11	7.401504135	13.35451992	10547958	348.347358	0.659558215	11.6	9.6	3.9	82.8333	79.77723659	76.8667	1.8	91.78521	83.6446682	16.87652679	65.85447838	17.26899483	51.84996141	26.22296199	25.62699942	8.199999809	20.5	4673252.813	66.80000305	55036	4.699999809	28	NaN	NaN	99	92	5.3	0.2	4.8	2.6	5.98632	99.47	3.07782E+11	3.23027E+11	1.79094071	106816.043	76.30272874	NaN	NaN	4951917454	30280	3
NaN	59.16859707	0.165676721	50971	736000000	14.13127233	40.55890659	0.393061422	41.79902671	1228000000	30.67818682	21.63572628	7871707	71.15988971	3.069481599	41.185	12.733	75.8	56.157	54.10668293	52.154	5.577	65.462434	60.0954788	44.40390828	52.61361321	2.982478517	90.06487846	5.668644168	84.3962343	NaN	NaN	3159732.829	73.09999847	NaN	NaN	57.09999847	NaN	84.1	74	66	NaN	1.2	120.2	33.1	3.80482	79.342	1074604601	537589167.9	3.782176965	3729.339	38.0647755	576859000	0	-30212849.14	110620	0
NaN	13.33198566	0.219801354	23480859	11802240000	91.33142787	5.928288427	0.761461123	60.09571051	16034000000	16.69880283	12.80127972	142353501	1093.596843	1.248033532	22.568	6.403	46.8	67.685	67.31007317	66.953	2.509	68.5079789	63.6006656	33.68591545	61.95979271	4.354291834	61.39498797	7.027608782	54.36737919	NaN	NaN	66646695.79	73	3385	NaN	54.40000153	NaN	47.7	93	92	NaN	0.1	60.7	31.9	2.45536	NaN	15626727219	11744907683	6.765261171	46644.24	16.37627464	3906507000	0	-840697440.9	130170	0
