Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57362	318.6777778	0.578708354	29.412	5.84	NaN	69.165	67.3697561	65.66	3.842	NaN	NaN	41.28517137	55.63090548	3.083923155	79.75619692	5.543542979	74.21265394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18529	39.42340426	6.068533929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	74000000	13.07219252	41.06746127	NaN	28.52289387	121000000	17.09985058	4.189548144	10697983	16.40216335	2.129661726	52.762	31.483	228.6	32.722	32.98987805	33.245	7.7	NaN	NaN	43.55987479	54.040299	2.39982621	85.04708866	4.440808535	80.60628013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	339.8	NaN	NaN	NaN	215555549.9	113333339	NaN	1008.425	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	200000000	NaN	NaN	NaN	NaN	195000000	NaN	NaN	5431135	4.35640892	1.747263438	53.884	29.914	NaN	36.536	34.98917073	33.516	7.43	NaN	NaN	45.33787137	52.01049136	2.651637273	92.26890072	5.098273836	87.17062689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1188.108	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1869942	68.24605839	2.866669133	37.008	8.888	NaN	66.987	65.82943902	64.727	5.458	NaN	NaN	42.93705366	52.32921663	4.733729709	91.09783491	9.046054985	82.05177992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2174.531	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	190000000	NaN	NaN	NaN	NaN	225000000	NaN	NaN	146387	1.75104067	8.485318288	44.189	10.715	92.6	59.907	57.23641463	54.693	6.841	NaN	NaN	38.07920102	60.13853689	1.782262086	66.28272846	2.963594025	63.31913444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	132.5	NaN	NaN	NaN	NaN	NaN	NaN	22.002	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1493400000	5.609010729	81.63537584	0.615568721	62.19464631	1198600000	6.506880909	9.660914203	22296628	8.147297648	1.491789224	22.733	8.953	48.4	68.907	65.62587805	62.501	3.058	NaN	NaN	30.16285691	63.68099248	6.156150607	57.03272846	9.667171266	47.36555719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.5	NaN	NaN	NaN	1176470537	1764705805	28.62537764	58866.351	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2204650	77.41046348	3.06357478	29.232	5.512	NaN	71.125	67.98473171	64.994	3.979	NaN	NaN	41.70231102	52.85333273	5.444356247	89.20282759	10.30087596	78.90195163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23480	117.4	3.501831201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	4000000	NaN	NaN	NaN	NaN	19000000	NaN	NaN	59844	136.0090909	2.010245167	28.6	7.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150.347	NaN	NaN	NaN	NaN	440	2
