Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60654	336.9666667	0.214560481	22.452	5.977	NaN	73.579	70.77780488	68.11	2.506	NaN	NaN	31.57582352	62.5696574	5.854519075	59.82187558	9.356802192	50.46507338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30967	65.88723404	4.21791976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	217000000	9.587881643	36.428579	20.29962346	46.77485513	350000000	24.42357159	7.743069227	13505544	20.70672002	2.129594172	51.759	26.671	188.5	37.021	37.25712195	37.482	7.692	NaN	NaN	44.93518365	52.74402127	2.320795075	89.59494857	4.400110229	85.19483834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	282.2	NaN	1.30332	19.03	337777777.8	300000005.7	NaN	2126.86	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	1012000000	NaN	NaN	NaN	NaN	429000000	NaN	NaN	6637419	5.323990535	2.480608181	51.946	25.386	NaN	40.565	38.9792439	37.469	7.185	NaN	NaN	46.21260162	51.09186267	2.69553572	95.72588429	5.275861123	90.45002316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4415.068	-176.525499	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2400801	87.62047445	2.240592021	29.723	7.341	NaN	70.37	68.32582927	66.379	4.417	NaN	NaN	39.91955185	55.57628475	4.504163402	79.93286247	8.10447014	71.82839233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4594.751	-47.63867613	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	7261820000	NaN	NaN	NaN	NaN	2684710000	NaN	NaN	533554	6.38222488	16.24988645	30.096	5.389	48.4	68.206	66.18539024	64.261	6.009	NaN	NaN	28.10137306	69.7689456	2.129681344	43.33024405	3.052477468	40.27776658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.09999	NaN	NaN	83.189	NaN	NaN	NaN	31070.491	-4258.016683	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	2961300000	24.37637126	68.86898821	0.494938172	67.41855953	3946500000	4.560207041	13.22734604	26078731	9.529296705	1.641457008	24.755	8.936	47.7	71.444	68.00307317	64.726	3.321	NaN	NaN	29.17260046	63.33111454	7.496284999	57.90026866	11.83665415	46.0636145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.6	NaN	1.8436	99.769	3135135021	3054054018	182.9268293	94931.296	14.77624802	2108374000	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2825650	99.21523876	2.115725061	22.107	5.299	70.6	73.656	70.5275122	67.548	2.745	NaN	NaN	34.34070037	59.84746872	5.811830906	67.09144452	9.711072214	57.38037231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29897	149.485	1.496236843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	27000000	3.380007107	3.034640238	91.9452984	34.76738857	67000000	19.81834034	43.53745636	69420	157.7727273	0.827383434	18.4	6.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.766	NaN	NaN	NaN	707.731	NaN	NaN	NaN	NaN	440	2
