Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	83.76099265	NaN	NaN	26000000	33.44580556	18.06343769	4.464506993	75.98284957	481000000	22.35022517	0.418907993	64642	359.1222222	3.936180785	19.02	7.067	NaN	75.969	73.43312195	71.018	2.221	NaN	NaN	24.35221138	68.12338536	7.524403261	46.79246997	11.0452574	35.74721257	6.099999905	12	NaN	NaN	NaN	3.799999952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1402793362	878770932.7	5.555555556	1928.842	NaN	NaN	NaN	-7765363.128	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54996	117.012766	4.126075903	NaN	NaN	6.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.900001	2.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	189000000	NaN	NaN	NaN	NaN	443000000	NaN	NaN	19668810	30.15624856	3.391205423	52.559	21.812	124.4	42.615	42.636	42.656	7.984	NaN	NaN	46.90615881	50.84345568	2.250385505	96.68214652	4.426106516	92.25604	NaN	NaN	5190134.672	50.79999924	NaN	NaN	32.20000076	NaN	NaN	23	19	NaN	NaN	184.1	49.5	NaN	55.024	NaN	NaN	NaN	2493.56	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3410000000	0.00182478	0.305922033	94.83153609	NaN	1347000000	NaN	NaN	10653515	8.545371782	3.034866008	52.39	23.306	141.3	43.251	41.20887805	39.264	7.144	NaN	NaN	47.58066772	49.83787515	2.58145713	100.650609	5.179709452	95.47089954	NaN	NaN	3964996.013	72.19999695	1541	NaN	46.5	NaN	NaN	26	39	NaN	0.8	239.1	52.6	NaN	91.434	3298795136	3690227600	83.60833333	4367.397	-397.2660379	1498708000	0	-1042100000	1246700	2
NaN	1.086956522	NaN	NaN	100000000	NaN	NaN	NaN	NaN	410000000	NaN	NaN	3291695	120.134854	0.067222011	24.145	6.03	34.4	74.535	71.5314878	68.671	3.058	NaN	NaN	32.67502994	61.88473169	5.44023837	61.59074665	8.790921801	52.79982485	NaN	NaN	1427189.475	68.30000305	4963	NaN	39.59999847	NaN	NaN	78	80	3.998699904	NaN	39.6	16.4	NaN	101.42	314316666.1	82300002.18	NaN	3971.361	-2.796260486	86518000	0	-25100000	27400	1
NaN	NaN	0.026478638	15771	24436000000	12.26574574	1.943194295	7.297511105	72.38936544	13746000000	17.13734962	5.757618608	1909812	22.84464115	5.442852046	24.774	2.682	17.9	73.767	72.41531707	71.128	4.193	NaN	NaN	30.25081513	68.66237689	1.086807975	45.64016646	1.582828945	44.05733751	NaN	NaN	972417.1608	73.80000305	26432	NaN	43.79999924	NaN	NaN	85	82	NaN	NaN	21	11.6	NaN	96.744	NaN	NaN	NaN	57010.849	-443.5241585	NaN	NaN	NaN	83600	3
NaN	35.97056118	NaN	NaN	11978000000	28.18142994	60.0516707	6.256089037	82.45012014	8275000000	5.394680595	5.567866493	33093579	12.0925567	1.372593218	21.524	8.194	23.6	75.375	71.71792683	68.235	2.956	NaN	NaN	30.42427565	60.53924658	9.03647777	65.18210193	14.92664392	50.25545801	5.800000191	11.2	13423631.55	64.59999847	18870	4.900000095	47.79999924	2.51	NaN	80	99	NaN	0.3	26.6	15.2	NaN	NaN	11531201503	14561091402	171.6716965	117021.304	-5.746637118	3026029000	859842000	-4260000000	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3512051	123.3163975	-0.92519223	20.371	8.063	38.9	70.925	67.73607317	64.699	2.482	NaN	NaN	30.34338919	63.6496633	6.006947509	57.11002197	9.437516552	47.67250542	NaN	NaN	1668428.15	72.59999847	10341	NaN	25.79999924	NaN	NaN	NaN	NaN	8.529299736	0.1	45.3	22.6	NaN	NaN	1243607801	842829165.1	NaN	NaN	98.33308248	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	326800000	NaN	NaN	NaN	NaN	371900000	NaN	NaN	48402	242.01	2.828776208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	73.25734953	NaN	NaN	50000000	NaN	NaN	NaN	NaN	295000000	NaN	NaN	62754	142.6227273	0.883516743	NaN	NaN	21.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	13.1	NaN	NaN	NaN	4	NaN	NaN	NaN	94	87	NaN	NaN	24.9	12.1	NaN	NaN	372103697.1	369677765.3	NaN	293.36	NaN	NaN	NaN	-32200000	440	2
NaN	43.62551595	9.777940932	885009286	41854000000	24.90878583	20.92345139	23.16558078	85.35063119	41648000000	5.297138957	6.042267125	17284000	2.249847051	1.274577498	14.9	6.9	7.1	80.4	77.27560976	74.3	1.849	NaN	NaN	21.85890287	66.76254844	11.37854869	49.78457583	17.04331089	32.74126495	9.600000381	17.5	8535733.471	73.09999847	38279	4.599999905	57.5	NaN	100	93	86	9.199999809	0.1	8.6	4.4	4.74444	99.756	52867121890	52197629699	3.222679913	281530.258	-96.12755957	NaN	NaN	-12170889363	7682300	3
NaN	55.20265755	8.60114522	3132868371	41111000000	88.66169473	3.254953551	0.914191752	82.26586961	50815000000	5.178568281	6.004431194	7754891	94.05568223	0.998418103	12.1	10.7	7.4	79.02	75.56780488	72.28	1.5	NaN	NaN	17.48288799	67.47114512	15.0459669	48.21150557	22.29985407	25.9116515	3.400000095	3.7	3583502.772	68.19999695	37137	NaN	61.20000076	NaN	NaN	90	60	9.899999619	0.1	8.9	4.3	5.15147	100.046	62856742487	61808203889	3.334348356	65888.656	68.33773041	NaN	NaN	-1475301225	82450	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7271000	87.38132436	1.552352627	26.6	6.3	74.7	68.891	64.42414634	60.17	2.87	NaN	NaN	34.41416928	61.33777792	4.248052799	63.031664	6.925671166	56.10599283	NaN	NaN	2966159.894	65.80000305	8886	NaN	37.29999924	NaN	NaN	NaN	NaN	10.02089977	0.1	93.5	30.9	NaN	99.104	3622573174	4014149346	NaN	NaN	22.63463211	NaN	NaN	NaN	83210	2
NaN	51.35322693	NaN	NaN	90000000	NaN	NaN	NaN	NaN	255000000	NaN	NaN	5724030	222.8983645	2.159940933	45.525	18.96	109.8	47.216	45.62153659	44.103	6.492	NaN	NaN	44.84894384	52.02151282	3.129543346	92.22816598	6.015863778	86.2123022	NaN	NaN	2841176.7	90.90000153	NaN	NaN	69.80000305	NaN	NaN	83	74	0.663100004	4.5	182.8	49.5	3.49366	83.734	332769070.1	115775316.6	8.996938735	344.698	NaN	480255000	0	-11040556.88	25680	0
NaN	NaN	NaN	NaN	1.18199E+11	76.55160884	NaN	NaN	NaN	1.20182E+11	NaN	NaN	10004486	NaN	0.371593166	12.6	10.4	8.1	79.4	76.07073171	72.9	1.57	NaN	NaN	17.96233121	66.87796364	15.15970515	49.52608386	22.66771344	26.85837043	7	14	4021649.074	59.90000153	45253	1.399999976	31.29999924	NaN	NaN	92	67	7.900000095	0.1	9.6	4.4	NaN	101.476	1.32492E+11	1.36171E+11	3.208551968	117578.688	74.35038789	NaN	NaN	NaN	NaN	3
