Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	79.61407718	NaN	NaN	27000000	NaN	NaN	NaN	NaN	496000000	NaN	NaN	68286	379.3666667	5.48404132	18.448	7.043	NaN	76.002	73.4717561	71.062	2.187	NaN	NaN	24.07410119	68.60071758	7.325181226	45.77106993	10.67799505	35.09307489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1306145208	1107821288	3.87337537	1723.49	NaN	NaN	NaN	-7318435.754	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57767	122.9085106	4.915722306	NaN	NaN	6.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.5	2.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	181000000	NaN	NaN	NaN	NaN	398000000	NaN	NaN	20335820	31.17890928	3.391206687	52.675	21.565	119.9	42.951	42.93973171	42.929	8.01	NaN	NaN	47.0707452	50.68463021	2.24462459	97.29847013	4.428609976	92.86986015	NaN	NaN	5338744.436	50.70000076	NaN	NaN	32.09999847	NaN	NaN	21	22	NaN	NaN	176.8	48.6	NaN	NaN	NaN	NaN	NaN	1426.463	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3755000000	NaN	NaN	NaN	NaN	1988000000	NaN	NaN	11002910	8.825627657	3.226989862	52.221	23.148	139.1	43.308	41.31453659	39.416	7.12	NaN	NaN	47.61363563	49.82004304	2.566321325	100.7224279	5.151182472	95.57124547	NaN	NaN	4109749.661	72.5	1400	NaN	46.59999847	NaN	NaN	21	39	NaN	1	235.4	52.2	NaN	85.819	4087768804	3975722402	299.0605002	4418.735	-440.7185447	1659491000	0	-782288000	1246700	2
NaN	63.49206349	NaN	NaN	70000000	NaN	NaN	NaN	NaN	230000000	NaN	NaN	3266983	119.2329562	-0.753570062	23.594	6.146	33.3	74.459	71.46521951	68.614	2.91	NaN	NaN	32.66179612	61.74080543	5.597398455	61.96743678	9.065962804	52.90147398	NaN	NaN	1414553.561	68.19999695	4676	NaN	41.09999847	NaN	NaN	94	87	4.013400078	NaN	38.3	16	NaN	NaN	627952423.2	81519208.08	226.0054213	2387.217	-3.390865752	104505000	0	-35100000	27400	1
NaN	NaN	0.151992166	136590	24756000000	17.8139373	3.670616895	10.30426867	74.84950342	17410000000	16.06640906	4.118774998	2014095	24.09204545	5.31651551	23.597	2.575	16.9	73.998	72.67858537	71.422	3.989	NaN	NaN	29.26403247	69.68298945	1.052978084	43.5070464	1.511097748	41.99594865	NaN	NaN	1047146.845	74.30000305	25580	NaN	43.79999924	NaN	NaN	86	85	3.060499907	NaN	19.8	11	NaN	97.47	NaN	NaN	NaN	58136.618	-501.4425782	NaN	NaN	NaN	83600	3
NaN	51.75321948	7.953191017	255887224	12235000000	26.29695139	61.00757499	8.721508322	86.5005094	14872000000	5.971798353	2.8815164	33540023	12.25568954	1.340016649	21.307	8.132	22.8	75.616	71.94407317	68.447	2.918	NaN	NaN	30.10961561	60.7441921	9.146192297	64.62479218	15.05690006	49.56789212	6.699999809	12.6	13572484.69	64.19999695	20576	5.5	45.59999847	4	NaN	81	92	NaN	0.3	25.7	14.6	NaN	NaN	18606153887	15095292555	24.8999486	121447.373	-8.739145569	3893399000	624012000	-2383654559	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3449940	121.1355337	-1.784335772	19.379	8.332	37.4	71.187	67.82853659	64.63	2.399	NaN	NaN	30.27255813	63.18753672	6.539905152	58.25905738	10.34999225	47.90906514	NaN	NaN	1621344.045	72.09999847	6563	NaN	23.10000038	NaN	NaN	85	93	8.367699623	0.1	43.4	22	NaN	NaN	779530102.3	506749951.3	NaN	3681.668	93.61864096	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	315541000	NaN	NaN	NaN	NaN	418000000	NaN	NaN	49648	248.24	2.541697252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	73.80528981	NaN	NaN	65000000	NaN	NaN	NaN	NaN	312000000	NaN	NaN	63802	145.0045455	1.656221682	15.5	4.6	20.6	77.13	74.24634146	71.5	1.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	99	NaN	NaN	23.4	11.5	NaN	94.78	395362956	407266647.6	NaN	293.36	NaN	NaN	NaN	-29666666.67	440	2
NaN	44.03309801	10.43484734	978796278	42824000000	25.38803361	22.07264865	22.99979274	85.37703534	43807000000	5.139131997	5.980692608	17495000	2.277312784	1.218627409	15.1	7.1	6.7	80.4	77.37804878	74.5	1.888	NaN	NaN	21.74126076	66.690478	11.56826124	49.94644364	17.34619633	32.60024731	10.80000019	19.4	8611869.693	72.90000153	39786	4.5	55.90000153	NaN	NaN	91	86	8.899999619	0.1	8.2	4.3	4.63492	99.921	53566869184	53964469738	0.985915493	294456.433	-98.47302919	NaN	NaN	-10117598287	7682300	3
NaN	51.35542924	8.418167576	3320381762	44537000000	88.78668316	3.340032437	1.055190829	83.20209709	54112000000	5.108880999	5.155551614	7840709	95.09653123	1.100552287	12.1	10.5	6.9	79.2	75.85536585	72.67	1.49	NaN	NaN	17.54714298	67.35631605	15.09654097	48.46417659	22.41295525	26.05122134	3.599999905	4.1	3672056.665	69.19999695	37623	NaN	61.5	NaN	NaN	90	60	9.699999809	0.1	8.4	4.1	5.35134	99.678	68598561232	66499032056	4.029762782	60531.169	66.23846227	NaN	NaN	-1415377000	82450	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7382000	88.71529864	1.515076998	25.2	7.1	74	68.733	64.2072439	59.897	2.74	NaN	NaN	34.45382079	61.2206326	4.325546614	63.34362413	7.065504603	56.27811952	NaN	NaN	3053168.483	66.80000305	6896	NaN	38.70000076	NaN	NaN	58	52	10.54279995	0.1	92.6	30.7	6.05797	99.991	2725117257	4302744780	46.15720868	44172.682	12.28845221	NaN	NaN	NaN	83210	2
NaN	57.08351239	NaN	NaN	72000000	NaN	NaN	NaN	NaN	221000000	NaN	NaN	5835071	227.222391	1.921333085	44.952	19.196	109.4	46.646	45.11095122	43.649	6.468	NaN	NaN	45.14402486	51.76785399	3.088121152	93.17007041	5.965325803	87.20474461	NaN	NaN	2867992.998	90.5	NaN	NaN	68.80000305	95.18	NaN	80	69	NaN	5.1	182	49.4	3.80585	81.626	319246482.3	94756920.99	1.823333333	319.029	NaN	426068000	0	-13561996.33	25680	0
NaN	NaN	NaN	NaN	1.23132E+11	76.58926761	NaN	NaN	NaN	1.25047E+11	NaN	NaN	10045158	NaN	0.405713496	12.4	10.6	7.7	79.6	76.27073171	73.1	1.56	NaN	NaN	17.86298882	66.77428525	15.36272593	49.75824844	23.00694927	26.75129917	6.699999809	13.2	4067640.664	60.40000153	46005	1.600000024	31.20000076	NaN	NaN	95	87	7.699999809	0.1	9.1	4.2	NaN	101.223	1.4245E+11	1.48288E+11	2.429913623	114373.73	75.1250243	NaN	NaN	NaN	NaN	3
NaN	51.16159118	NaN	NaN	335000000	13.4171219	15.46025157	14.5050372	56.08479494	578110000	37.8330969	0.515501117	5108335	46.17912674	3.470789543	46.108	16.522	103.1	52.653	49.60339024	46.699	6.603	NaN	NaN	45.93534959	50.77332423	3.291326177	96.95381683	6.482392531	90.4714243	1.5	1.7	1996783.985	73.30000305	NaN	NaN	65.80000305	NaN	NaN	73	70	0.223100007	0.5	170.2	39.5	NaN	49.338	463764031.6	240847160	NaN	905.749	-3.006671334	427113000	71058000	7024018.102	110620	0
NaN	6.334182637	0.187750146	3035062	2098000000	83.25798929	11.02551564	0.893245569	63.06227497	3732000000	18.26818796	12.2227604	110225555	846.7815549	2.25410479	33.808	9.643	89.7	60.274	60.51473171	60.744	4.184	NaN	NaN	41.73134949	54.53891473	3.729735779	83.35531701	6.838668862	76.51664815	NaN	NaN	48105981.6	76.30000305	2218	NaN	62.70000076	92.99	NaN	66	69	NaN	0.1	128	49.7	1.63177	NaN	3915198860	2405649819	3.634076918	17748.28	14.23960188	4265535000	0	-65899646.56	130170	0
NaN	20.04110997	NaN	NaN	3550000000	NaN	NaN	NaN	49.21650622	4220000000	7.709342089	36.01434265	8540164	77.19573353	-1.073853191	10.4	12.6	18.8	75.09	71.49439024	68.07	1.54	NaN	NaN	19.47246693	66.56959826	13.95793481	50.21872239	20.96743135	29.25129104	NaN	NaN	3954380.449	68.90000153	12051	NaN	34.20000076	0	NaN	98	92	10.20639992	0.1	22.5	12.2	5.26046	97.697	5490702306	4886363482	91.29793273	53600.539	57.1537475	335422000	273194000	-95600000	110630	2
NaN	32.33708966	NaN	NaN	3465000000	31.65601205	6.509581294	0.025898214	81.18545956	4263000000	13.55481628	1.487215823	519696	731.9661972	2.535451651	26.99	3.287	16.5	73.886	72.74739024	71.663	3.43	NaN	NaN	31.71770311	66.05560195	2.22669494	51.38761445	3.37094035	48.01667409	NaN	NaN	230659.2377	66.5	9325	NaN	32.20000076	NaN	NaN	94	87	NaN	NaN	19.3	7	NaN	101.161	4596276583	4009042520	-0.172413793	10590.296	-211.7404652	NaN	NaN	32180851.06	710	3
NaN	NaN	NaN	NaN	276000000	NaN	NaN	NaN	NaN	360000000	NaN	NaN	3931372	77.08572549	-5.592184977	13.586	9.744	14.4	73.494	65.829	58.529	1.592	NaN	NaN	23.6102816	69.76180326	6.62791514	43.34491846	9.500779553	33.84413891	NaN	NaN	1339411.098	48.40000153	10022	NaN	21.29999924	NaN	NaN	58	52	NaN	NaN	16.5	10.3	NaN	NaN	NaN	NaN	NaN	3938.358	18.12643561	NaN	NaN	NaN	51000	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10216000	50.36481956	0.215580668	12.4	11.3	13.9	75.4	70.02195122	64.9	1.75	NaN	NaN	22.74547445	65.8888719	11.36565365	51.77069681	17.24973175	34.52096507	NaN	NaN	5153686.722	75.5	13127	NaN	38.5	NaN	NaN	90	94	12.69069958	0.1	17	7.6	NaN	NaN	9845061970	10091786920	NaN	87487.286	90.53595529	NaN	NaN	NaN	202840	2
NaN	55.69972196	0	0	141000000	18.21020283	78.41153457	0	64.78922354	274000000	21.01490059	11.90436233	199000	8.724243753	2.544666406	36.046	4.715	32.2	74.775	72.77385366	70.868	4.363	NaN	NaN	44.02578356	52.11014993	3.86406651	91.90119419	7.415189777	84.48600441	NaN	NaN	65162.38406	60.70000076	NaN	NaN	41.79999924	NaN	NaN	74	69	NaN	1	39.7	16.3	NaN	92.824	274248259.6	257665810.7	2.421129861	355.699	NaN	53270000	7299000	-16100000	22810	1
NaN	NaN	NaN	NaN	85000000	94.51574978	1.204142963	0.070217057	68.75118645	562000000	21.92301708	6.661438881	61000	1220	0	15.5	7.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.47605	NaN	NaN	NaN	NaN	407.037	NaN	NaN	NaN	NaN	50	3
NaN	43.5709527	6.771659907	6453859	710000000	12.48387326	13.94374334	16.51851237	82.74270966	1090000000	11.23594636	3.399837779	6974168	6.437891627	2.32580801	35.813	10.054	78	61.58	59.79346341	58.092	4.81	NaN	NaN	40.82126224	55.36331436	3.815423405	80.62502428	6.891609451	73.73341483	5.5	NaN	2765240.476	68	6648	5.599999905	48.09999847	NaN	NaN	45	57	NaN	0.2	111.5	36	NaN	NaN	1640394531	1131355602	12.0603236	6648.271	-77.439458	1207903000	124584000	-197700000	1083300	1
NaN	24.96251874	4.917602132	1007316541	35793000000	56.97033075	25.40768143	1.597165548	58.95437236	23068000000	9.558954467	24.75102864	154582103	18.27336898	1.587895013	22.942	6.828	45.9	71.043	67.13341463	63.41	2.643	NaN	NaN	34.15934486	61.17372228	4.666932855	63.46888217	7.62898297	55.8398992	6.400000095	11.9	70430282.48	72.30000305	10406	3.900000095	59.29999924	30.29	NaN	71	91	NaN	NaN	54.2	25.6	NaN	NaN	32749375419	42447748461	951.6484599	220705.729	27.45315486	18222858000	13318028000	-7997000000	8459420	2
NaN	77.98889648	20.41445563	14821782	191000000	54.69540865	43.6520813	0.042349491	62.84500623	524000000	21.63728821	11.29132385	261136	607.2930233	0.301062382	15.419	8.059	14.8	77.394	74.67834146	72.092	1.73	NaN	NaN	23.39833189	66.33299379	10.26867432	50.75454052	15.48049279	35.27404773	22.89999962	42.2	136223.5133	77.40000153	19843	0.600000024	36.5	NaN	NaN	90	90	NaN	0.1	16.9	8.8	NaN	100.567	734499968	877500032	6.09389303	979.089	NaN	NaN	NaN	-19800000	430	3
NaN	NaN	NaN	NaN	2401000000	0.726806751	0.000238091	99.25907212	84.5754894	1482000000	12.58096716	0.59025647	266794	50.62504744	2.827133405	28.26	3.537	8.6	76.382	74.18878049	72.1	3.321	NaN	NaN	34.51240859	62.62879932	2.858792088	59.67095183	4.564660538	55.1062913	NaN	NaN	113566.027	67.19999695	NaN	NaN	38.70000076	NaN	NaN	96	92	NaN	NaN	11.4	6.1	3.74769	97.034	2004297115	2421117250	1.279527559	5808.528	-715.7717311	NaN	NaN	NaN	5270	3
NaN	NaN	NaN	NaN	66000000	40.51464277	26.27295652	22.05938547	70.75009617	125000000	14.02502284	8.103309774	546356	11.62459574	-1.704237679	35.793	12.749	89.1	55.811	54.16378049	52.595	5.372	NaN	NaN	43.16212565	53.41683231	3.421042035	87.20690778	6.404427007	80.80248077	NaN	NaN	198433.2351	65	NaN	NaN	40.90000153	NaN	NaN	86	86	NaN	0.1	127	41.6	NaN	NaN	140203703.7	80220293.21	15.98011364	216.353	NaN	64892000	0	NaN	47000	1
NaN	63.73100732	NaN	NaN	1742000000	NaN	NaN	NaN	NaN	1861000000	NaN	NaN	1464924	2.584871103	2.863556289	32.661	7.101	41.5	64.877	62.966	61.146	4.394	NaN	NaN	43.63977678	53.68698056	2.673242657	86.26489878	4.97931273	81.28558605	NaN	NaN	609318.2393	75.40000153	NaN	NaN	43.20000076	NaN	NaN	94	88	NaN	7.3	54.8	19.4	6.84061	105.361	1723530891	1997488251	16.1676124	3296.633	29.66653652	321293000	0	112384315.5	566730	2
