Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	84.4723266	NaN	NaN	29000000	76.44978242	22.9386657	NaN	77.09601196	815000000	19.0638697	NaN	86827	482.3722222	1.937405065	15.116	6.87	NaN	76.192	73.64229268	71.214	1.94	85.3961449	76.0109335	23.39533544	69.48689893	7.117765621	43.91202016	10.24332029	33.66869986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.76316	NaN	1518435858	1164804458	1.869488536	1668.485	NaN	NaN	NaN	391061.4525	180	3
NaN	NaN	12.8138865	6432320	NaN	86.79154244	10.73127494	0.014452566	72.13758647	NaN	23.04603248	3.581965895	64246	136.693617	-1.020519732	NaN	NaN	4.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89	90	3.089999914	NaN	5.5	1.6	NaN	NaN	NaN	NaN	NaN	484.044	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	159220000	NaN	NaN	NaN	NaN	462000000	NaN	NaN	24500537	37.56425954	2.917137012	51.973	19.935	99.6	44.791	44.72134146	44.655	7.939	32.6264696	30.6127202	47.93835656	49.84973974	2.211903702	100.6028527	4.437141926	96.16571082	NaN	NaN	6262892.472	50.09999847	NaN	NaN	31.70000076	NaN	NaN	27	31	NaN	NaN	143.7	43.8	NaN	NaN	NaN	NaN	NaN	1056.096	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	3543000000	NaN	NaN	NaN	NaN	2079000000	NaN	NaN	13138265	10.53843346	2.66904622	50.987	20.691	123.4	45.213	43.71431707	42.287	6.925	38.5534089	32.3804061	47.63649901	49.87725928	2.486241714	100.4921711	4.98471999	95.50745108	NaN	NaN	4912074.149	72.5	1306	NaN	46.70000076	NaN	NaN	47	62	NaN	1.8	207.8	49.4	2.59149	82.537	4714200000	3665622459	107.2848215	7308.331	-529.8169227	725045000	528247000	-968790000	1246700	2
18.60971466	65.11543575	0.761716063	1070147	207740000	67.6566418	9.820444318	1.169276448	66.72141717	841760000	26.94101531	3.630592262	3079037	112.3736131	-0.416954977	18.721	6.195	25.9	76.23	73.19780488	70.31	2.409	86.8486338	76.4296651	31.16554586	61.86412769	6.970326446	61.64456484	11.26715385	50.37741099	NaN	NaN	1328887.838	67.69999695	7135	NaN	39	NaN	NaN	96	89	3.049999952	NaN	29.3	13.1	NaN	NaN	937621765.8	293543677	20.64285887	1752.826	16.66609086	428839000	4542000	77350000	27400	1
NaN	NaN	NaN	NaN	33837168000	NaN	NaN	NaN	NaN	32588428000	NaN	NaN	2755497	32.96049043	5.363093622	17.926	2.057	12	75.289	74.15704878	73.079	2.906	87.5912771	83.1238077	26.53078333	72.44864001	1.020576657	38.02881598	1.408689876	36.6201261	NaN	NaN	1534527.144	76.59999847	22022	NaN	44.90000153	NaN	NaN	94	95	NaN	NaN	13.9	8.1	NaN	99.078	NaN	NaN	NaN	81495.408	-372.359249	NaN	NaN	NaN	83600	3
7.21468335	64.33596185	5.909451209	544457420	26441000000	34.89066573	50.6466266	8.667461629	88.8059899	31404000000	4.932910598	2.590066913	36134642	13.20377609	1.168323675	19.462	7.827	19.1	77.047	73.28646341	69.705	2.596	84.8360742	71.3933196	28.39797412	61.88435358	9.717672302	61.59173397	15.70295517	45.88877879	12.80000019	23.3	14980545.97	64.5	26132	4.599999905	34	8	NaN	84	95	NaN	0.3	21.4	11.8	4.03986	99.133	38658801664	31045799936	0.920336467	137673.848	-32.62288556	9090355000	159000	-7404518270	2736690	2
2.991218362	19.95088492	NaN	NaN	221000000	NaN	NaN	NaN	NaN	902000000	NaN	NaN	3109101	109.1678722	-0.824324324	13.654	8.561	28.8	73.386	69.98553659	66.747	1.762	79.700244	65.2958879	27.53037857	63.09333891	9.376282525	58.4953368	14.86097057	43.63436623	NaN	NaN	1464549.921	71.59999847	9497	NaN	28.5	NaN	NaN	82	94	6.659999847	0.1	32.8	18.2	NaN	NaN	1000634305	359865223.2	8.672486324	3406.643	70.95277826	297440000	31314000	60400000	28480	1
NaN	NaN	NaN	NaN	415000000	NaN	NaN	NaN	NaN	498200000	NaN	NaN	55745	278.725	1.64772807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	66.4072395	NaN	NaN	36000000	NaN	NaN	NaN	NaN	385000000	NaN	NaN	74190	168.6136364	2.550099963	NaN	NaN	14.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82	99	99	NaN	NaN	16.8	8.7	NaN	NaN	489922213.6	465899991.8	NaN	333.697	NaN	NaN	NaN	-21037037.04	440	2
