Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	80.26106159	NaN	NaN	29000000	NaN	NaN	NaN	NaN	782000000	NaN	NaN	88442	491.3444444	1.842933673	14.64	6.882	NaN	76.221	73.67539024	71.251	1.905	85.4979767	76.0864485	23.36047038	69.36001809	7.279511533	44.17527958	10.49525611	33.68002347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.39527	98.07	NaN	NaN	2.280371983	1686.82	NaN	NaN	NaN	-42675977.65	180	3
NaN	NaN	9.70343224	3511781	NaN	85.74702583	11.04027322	0.099533597	74.61578096	NaN	21.08069276	3.030220198	63985	136.1382979	-0.407078414	12.6	NaN	4.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	97	3.200000048	NaN	5.2	1.5	NaN	NaN	NaN	NaN	NaN	513.38	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	166240000	NaN	NaN	NaN	NaN	1012000000	NaN	NaN	25215252	38.66006163	2.917140143	51.373	19.601	97.2	45.079	45.00985366	44.944	7.847	32.7094388	30.7239626	48.0479398	49.74515851	2.20690169	101.0245881	4.436415032	96.58817309	NaN	NaN	6418923.02	50.09999847	NaN	NaN	31.70000076	NaN	NaN	27	31	NaN	NaN	139.8	43.2	NaN	7.693	NaN	NaN	NaN	832.409	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	5157000000	NaN	NaN	NaN	NaN	3109000000	NaN	NaN	13511575	10.83787198	2.801776072	50.708	20.036	121	45.884	44.43909756	43.063	6.882	38.9087427	32.7110183	47.63975367	49.88373304	2.476513289	100.4661518	4.96457089	95.50158092	NaN	NaN	5044257.004	72.5	1310	NaN	46.79999924	NaN	NaN	21	46	NaN	1.9	203.5	48.9	2.59149	NaN	5705143056	5311195917	248.1959024	9156.499	-506.0043728	527532000	0	-1372030000	1246700	2
16.14202377	83.33333333	1.744553865	5144499	351120000	84.09369743	5.532591892	1.978161984	63.91661779	1154290000	27.3680538	3.606989965	3072725	112.1432482	-0.205209571	17.802	6.112	24.6	76.795	73.72182927	70.795	2.33	87.4210834	77.2570813	30.54579313	62.24473358	7.209473297	60.65616198	11.5824631	49.07369888	NaN	NaN	1327433.092	67.40000153	8251	NaN	38.70000076	NaN	NaN	97	85	3.029999971	NaN	27.8	12.5	NaN	98.054	1100000049	593706878.9	0.389437654	2992.272	38.81358103	468294000	0	75300000	27400	1
NaN	NaN	1.120983295	6367751	36473792000	2.812313951	0.883818892	91.36902735	65.07301035	31720899000	11.27023295	0.91822681	2897038	34.65356459	5.009101011	17.379	1.986	11.3	75.492	74.38873171	73.338	2.77	87.7034833	83.4296371	26.23213949	72.74253599	1.025324522	37.47114895	1.4095254	36.06162355	NaN	NaN	1624183.043	76.80000305	21320	NaN	45.20000076	NaN	NaN	94	96	NaN	NaN	13.1	7.7	NaN	99.178	NaN	NaN	NaN	78374.791	-335.589811	NaN	NaN	NaN	83600	3
7.301381688	63.58782817	8.104063118	599028286	23333000000	31.82901116	49.3935387	12.22694351	88.7840268	25508000000	4.91481903	2.749120598	36541029	13.35227191	1.118369408	19.1	7.802	18.6	77.285	73.50346341	69.902	2.535	85.0365006	71.6294908	28.17080767	62.03754689	9.791645441	61.19270508	15.78341816	45.40928693	14.10000038	24	15197086.35	64.59999847	25125	4.5	31.39999962	8.52	NaN	86	97	NaN	0.3	20.8	11.5	4.52168	99.087	32701800448	27751200768	-1.16689547	145488.225	-32.51137321	8776206000	0	-7490377337	2736690	2
2.912033298	23.94159456	2.283042317	3142316	232000000	62.60946518	8.061195538	8.712978961	49.84804256	800000000	25.95167469	21.71218896	3090624	108.5191011	-0.596060461	13.371	8.484	27.5	73.874	70.4924878	67.272	1.712	80.440738	66.1736437	26.70752569	63.64482029	9.64765402	57.12197716	15.15858475	41.96339241	NaN	NaN	1465580.967	71.5	10101	NaN	28.39999962	48.81	NaN	91	92	6.199999809	0.1	31.3	17.6	2.23519	NaN	919089981.3	383089987.9	0.64824576	3058.278	64.54653315	289761000	0	54930000	28480	1
NaN	NaN	NaN	NaN	345000000	NaN	NaN	NaN	NaN	452600000	NaN	NaN	56667	283.335	1.64043105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	67.84661639	0.7921115	20012	38000000	74.45229318	16.45554662	0	64.20378696	414000000	21.82404853	10.49294101	75985	172.6931818	2.390658218	NaN	NaN	13.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	99	NaN	NaN	15.7	8.2	3.23707	NaN	529322212.9	472829621.3	1.121287896	348.365	NaN	NaN	NaN	-23445185.19	440	2
