Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58725	326.25	0.575514128	24.872	5.672	NaN	70.811	68.72841463	66.745	3.054	NaN	NaN	38.27435889	57.98113272	3.744508395	72.46989721	6.45814978	66.01174743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23127	49.20638298	5.309960512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470	3
NaN	NaN	NaN	NaN	82000000	8.721606237	38.14843102	14.8661727	40.31567894	126000000	20.58064447	5.987168327	11676990	17.90317833	2.330799117	52.499	29.566	211.6	34.385	34.6375122	34.878	7.7	NaN	NaN	44.12227431	53.51754574	2.360179947	86.85460742	4.410104974	82.44450244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	315.7	NaN	NaN	NaN	211111116.8	142222222.2	NaN	942.419	NaN	NaN	NaN	NaN	652230	0
NaN	NaN	NaN	NaN	326000000	21.59896792	49.68793658	7.176447654	78.96704748	321000000	15.13108728	3.998847846	5815282	4.664539986	1.771769455	52.695	27.948	NaN	38.179	36.60604878	35.108	7.339	NaN	NaN	45.91044768	51.42429894	2.665253379	94.46059948	5.182867698	89.27773178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2786.92	NaN	NaN	NaN	NaN	1246700	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2082474	76.00270073	2.585880508	33.655	8.286	NaN	68.084	66.73846341	65.457	4.972	NaN	NaN	42.65739437	52.86125746	4.481348164	89.17446311	8.47756633	80.69689678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3245.295	NaN	NaN	NaN	NaN	27400	1
NaN	NaN	NaN	NaN	407400000	NaN	NaN	NaN	NaN	307020000	NaN	NaN	201308	2.407990431	10.71238806	38.458	7.817	70.9	63.966	61.58787805	59.323	6.679	NaN	NaN	36.40007948	62.25771199	1.342208534	60.62267117	2.1558912	58.46677997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.4	NaN	NaN	NaN	NaN	NaN	NaN	20524.199	NaN	NaN	NaN	NaN	83600	3
NaN	NaN	NaN	NaN	1612100000	13.64017974	73.87570296	0.358795438	69.88958888	1576100000	6.818122915	6.718627086	23616971	8.629757481	1.466531412	22.607	9.037	49.4	69.682	66.29331707	63.066	3.056	NaN	NaN	29.46190138	63.81066548	6.727433136	56.71361401	10.5428036	46.17081041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.8	NaN	NaN	NaN	2000000041	2000000041	7.574859176	77329.696	NaN	NaN	NaN	NaN	2736690	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2456370	86.24894663	2.545383199	23.504	5.16	NaN	72.698	69.59870732	66.647	3.314	NaN	NaN	39.98588974	54.49791949	5.516190768	83.49324329	10.12183735	73.37140595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28480	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26608	133.04	2.816658181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200	2
NaN	NaN	NaN	NaN	8000000	NaN	NaN	NaN	NaN	29000000	NaN	NaN	64528	146.6545455	1.761960394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1257.781	NaN	NaN	NaN	NaN	440	2
NaN	18.36419753	NaN	NaN	4220270000	16.78284707	32.80498359	4.846593543	76.51945518	4537680000	5.681695939	7.380033734	12263000	1.596266743	2.093022878	20.4	8.7	17.9	74.38	70.96878049	67.72	2.886	NaN	NaN	29.03009247	62.61367531	8.356232221	59.70951954	13.34569833	46.36382121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.69999981	NaN	21.4	NaN	NaN	NaN	4882965618	4377869862	2.919358698	142257.598	16.78346795	NaN	NaN	-586880094	7682300	3
NaN	74.93483131	NaN	NaN	2412420000	78.84717371	4.577434604	2.518273458	69.8950662	2825380000	10.23461264	7.256589128	7441055	90.24930261	0.345331646	16.4	13.4	25.6	73.27	69.83317073	66.56	2.496	NaN	NaN	24.35558394	61.77061034	13.87380572	61.88928594	22.46020501	39.42908092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.5	NaN	NaN	NaN	3514855808	3646710000	3.080402402	44693.396	54.65202949	NaN	NaN	-44076923.03	82450	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5059918	60.80901334	2.298787138	30.388	6.594	NaN	68.107	64.41868293	60.906	4.753	NaN	NaN	44.51209149	50.01553383	5.472374684	99.93788398	10.94135015	88.99653383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83210	2
NaN	NaN	NaN	NaN	11878900	NaN	NaN	NaN	NaN	21485700	NaN	NaN	3465190	134.9373053	1.703806147	44.192	20.52	136.6	45.229	43.58843902	42.026	6.801	NaN	NaN	44.57436521	52.18581151	3.239823282	91.62296629	6.208245476	85.41472082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	231.1	NaN	NaN	NaN	23004571.43	18371428.57	4.023883697	73.34	NaN	NaN	NaN	NaN	25680	0
NaN	NaN	NaN	NaN	10090000000	73.59963698	NaN	NaN	NaN	10022000000	NaN	NaN	9646032	NaN	0.283169669	14.8	12.5	21.1	74.137	70.89941463	67.816	2.245	NaN	NaN	23.534785	63.20945059	13.25576441	58.2041911	20.97117486	37.23301624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6	NaN	NaN	NaN	11307889126	11570905791	3.745781776	123618.237	77.91151068	NaN	NaN	NaN	NaN	3
