Intentional homicides (per 100,000 people)	Travel services (% of commercial service exports)	High-technology exports (% of manufactured exports)	High-technology exports (current US$)	Merchandise exports (current US$)	Manufactures exports (% of merchandise exports)	Food exports (% of merchandise exports)	Fuel exports (% of merchandise exports)	Manufactures imports (% of merchandise imports)	Merchandise imports (current US$)	Food imports (% of merchandise imports)	Fuel imports (% of merchandise imports)	Population, total	Population density (people per sq. km of land area)	Population growth (annual %)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Unemployment, total (% of total labor force)	Unemployment, youth total (% of total labor force ages 15-24)	Labor force, total	Labor force participation rate, total (% of total population ages 15-64)	GDP per person employed (constant 1990 PPP $)	Employers, total (% of employment)	Employment to population ratio, ages 15-24, total (%)	Poverty headcount ratio at $2 a day (PPP) (% of population)	Pregnant women receiving prenatal care (%)	Immunization, DPT (% of children ages 12-23 months)	Immunization, measles (% of children ages 12-23 months)	Hospital beds (per 1,000 people)	Prevalence of HIV, total (% of population ages 15-49)	Mortality rate, under-5 (per 1,000 live births)	Mortality rate, neonatal (per 1,000 live births)	Public spending on education, total (% of GDP)	Ratio of female to male primary enrollment (%)	Imports of goods and services (current US$)	Exports of goods and services (current US$)	Inflation, consumer prices (annual %)	CO2 emissions (kt)	Energy imports, net (% of energy use)	Undisbursed external debt, total (UND, current US$)	Total amount of debt rescheduled (current US$)	Net income (BoP, current US$)	Land area (sq. km)	Income
NaN	NaN	NaN	NaN	160000000	15.52743546	NaN	NaN	NaN	1250000000	NaN	NaN	108141	NaN	0.605671775	11.323	7.508	NaN	NaN	75.11278049	NaN	1.687	NaN	NaN	18.701683	71.52025153	9.778065471	39.82053735	13.67174368	26.14879367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.374171558	NaN	NaN	NaN	NaN	-228743016.8	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86165	NaN	1.521408761	NaN	NaN	2.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3	0.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	350000000	NaN	NaN	NaN	NaN	6000000000	NaN	NaN	35320445	NaN	2.720299986	NaN	NaN	72.7	NaN	NaN	NaN	NaN	NaN	NaN	46.08120937	51.666936	2.251854635	93.54737817	4.358405605	89.18897257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.1	36.2	NaN	NaN	10368.82431	2891.149273	13.8048082	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	65500000000	NaN	NaN	NaN	NaN	21000000000	NaN	NaN	19618432	NaN	2.772866185	40.838	14.032	96.4	NaN	51.05931707	NaN	5.313	NaN	NaN	46.25220813	51.26377072	2.484021149	95.06953661	4.845568545	90.22396807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	157.6	43.3	NaN	NaN	41112179162	62387268491	13.46701535	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	1956383414	60.07611098	NaN	NaN	NaN	5379323932	NaN	NaN	3215988	NaN	0.364595549	12.748	6.235	12.8	NaN	77.04226829	NaN	1.523	NaN	NaN	22.05618368	68.09156878	9.852247537	46.86106047	14.46911521	32.39194526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.3	7.2	NaN	NaN	6609802653	3889417146	3.450347153	NaN	NaN	NaN	NaN	32619148.32	NaN	1
NaN	NaN	NaN	NaN	2.85E+11	NaN	NaN	NaN	NaN	2.05E+11	NaN	NaN	7890924	NaN	4.925276452	12.755	1.357	5.6	NaN	76.74253659	NaN	1.721	NaN	NaN	16.83584837	82.7220361	0.442115524	20.886773	0.53445919	20.35231381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.6	3.9	NaN	NaN	NaN	NaN	0.876836633	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	38.24180065	NaN	NaN	84270000000	32.35422783	NaN	NaN	NaN	73922300000	NaN	NaN	40764561	NaN	0.867702633	17.006	7.705	12.6	NaN	75.79765854	NaN	2.196	NaN	NaN	24.62466172	64.69096441	10.68437388	54.58109323	16.51602194	38.06507128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.1	7.5	NaN	NaN	87108045173	97330001195	9.465686275	NaN	NaN	NaN	NaN	-10763492089	NaN	2
NaN	55.4943185	NaN	NaN	1329500000	21.26159298	NaN	NaN	NaN	4151500000	NaN	NaN	3100236	NaN	0.263682127	15.203	8.988	15.6	NaN	73.91602439	NaN	1.736	NaN	NaN	20.20035888	68.8302862	10.96935492	45.28488187	15.93681434	29.34806753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.5	11.1	NaN	NaN	4928041999	2405910454	7.651233638	NaN	NaN	NaN	NaN	558538874.6	NaN	1
NaN	NaN	NaN	NaN	320000000	NaN	NaN	NaN	NaN	680000000	NaN	NaN	69543	NaN	1.628008674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	50000000	36.91876436	NaN	NaN	NaN	750000000	NaN	NaN	89612	NaN	1.011661705	NaN	NaN	6.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.6	4.1	NaN	NaN	NaN	NaN	3.456749672	NaN	NaN	NaN	NaN	-35764031.48	NaN	2
NaN	NaN	NaN	NaN	2.71103E+11	14.61659054	NaN	NaN	NaN	2.43699E+11	NaN	NaN	22620600	NaN	1.428328572	NaN	NaN	4.1	NaN	NaN	NaN	NaN	NaN	NaN	18.94522425	67.35994062	13.69483512	48.45618787	20.33083016	28.12535771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	2.6	NaN	NaN	2.73428E+11	2.93976E+11	3.389339513	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	32.37744897	NaN	NaN	1.79187E+11	NaN	NaN	NaN	NaN	1.91595E+11	NaN	NaN	8419000	NaN	0.347783065	NaN	NaN	3.5	NaN	NaN	NaN	NaN	NaN	NaN	14.52737047	67.60898559	17.86364394	47.90933355	26.4219967	21.48733684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2	2.5	NaN	NaN	2.2453E+11	2.37E+11	3.266938912	NaN	NaN	NaN	NaN	1179924821	NaN	3
NaN	49.06746242	NaN	NaN	35400000000	2.253718992	NaN	NaN	NaN	9800000000	NaN	NaN	9168000	NaN	1.247584276	NaN	NaN	38.5	NaN	NaN	NaN	NaN	NaN	NaN	20.96231881	72.60797363	6.429707559	37.72592044	8.855373918	28.87054652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.7	19.2	NaN	NaN	15318714204	39817351143	7.850450581	NaN	NaN	NaN	NaN	-4859847000	NaN	2
NaN	NaN	NaN	NaN	140000000	NaN	NaN	NaN	NaN	700000000	NaN	NaN	8575172	NaN	2.268321831	33.722	13.987	86.3	NaN	50.33709756	NaN	4.218	NaN	NaN	37.50797069	59.62441336	2.86761595	67.71653482	4.809466103	62.90706871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.9	NaN	139.1	43.2	NaN	NaN	785956891.9	127592429.1	9.735019199	NaN	NaN	NaN	NaN	-17489217.2	NaN	0
