Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.153	97.656	101.28	135.055	107.09298	107.96724	106.24093	6	95.14321	91.48936	93.32085	6	10346	48.58883	17.41751	113.10812	110.2896	115.90761	102.9661	105.97222	104.48179	98.62538	97.69846	99.54604	NaN	NaN	NaN	77.84651	88.33979	88.05661	88.19789	87.98737	84.97523	86.48703	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3038900273	3245411584	2371219406	NaN	NaN	NaN	NaN	37340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7306375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.083	101.891	107.714	NaN	106.09706	107.71231	104.61416	6	NaN	NaN	NaN	6	4427	47.2103	10.24769	88.59316	87.22871	89.85006	87.21805	96.2963	91.93742	81.08865	80.25876	81.85313	NaN	NaN	NaN	1.62638	94.77561	96.95235	95.83643	NaN	NaN	NaN	3
NaN	4.777997223	-882837689.1	-44108354277	-29366259871	-9.094506037	NaN	3.47998E+11	9585985192	10150497137	5.07139E+11	NaN	9.396067094	3.65701E+11	30703643998	300	NaN	6.384015689	11564.64669	970	NaN	NaN	NaN	NaN	NaN	443123416.3	22139340986	NaN	285556909	14267000000	6923026321	NaN	NaN	NaN	0	49.96202	49.96201777	16.51723623	0.330595845	18.31395514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.564	57.611	37.913	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	4718077	36.89484	42.7703	92.06462	70.31519	112.38935	70.97797	103.42224	87.73452	NaN	NaN	NaN	40.04102	58.04469	49.33941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
59.96234788	60.40353804	26560948294	2.03738E+12	6457474704	43.93943121	NaN	9091684728	45314890462	52849976124	4.05391E+12	NaN	29.49669508	3626768103	76032244781	2590	NaN	25.69130102	206.9439175	4340	18740003226	1.43747E+12	35.45886791	31.00134353	7994262521	-7599027344	-5.82891E+11	-1097422206	NaN	NaN	NaN	-221917723.1	-17022420870	-32048501.25	4367494419	76.706	76.70614275	53.31830305	0.69509951	84.45739558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	3558605	NaN	NaN	114.75377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	2
2.373818003	3.438676706	382111623.6	34553551689	NaN	3.569581786	5809700000	6.22464E+11	10482816713	11006013532	9.95251E+11	5509923324	6.251518406	5.63533E+11	23436223757	3310	1738.329863	5.813796336	177789.3904	7390	2115074315	1.91262E+11	19.21744244	19.75844304	6.35326E+11	301352691.5	27250691048	12862618122	1396302264	1.26265E+11	53016131805	1463000000	1.32296E+11	93376486098	78165009950	90.4279	90.42789383	42.46634191	0.469615483	55.0081892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
21.87369429	26.42745681	81895713708	3.00762E+11	NaN	31.72407537	NaN	9.48056E+11	2.44367E+11	2.66523E+11	9.78806E+11	NaN	4.373611225	9.78806E+11	3.38437E+11	45210	NaN	-9.969092914	181074.5677	62610	NaN	NaN	NaN	NaN	NaN	8373043125	30750000000	NaN	2058270991	7559000000	7559000000	NaN	NaN	NaN	0	3.672499895	3.6725	2.892136025	0.787511534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	284034	48.51391	17.19022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.78391	NaN	NaN	NaN	NaN	NaN	NaN	3
5.689149243	10.24134878	74293971687	2.31472E+11	88884811699	28.49037126	3.7536E+11	3.66467E+11	2.38169E+11	2.5551E+11	7.96072E+11	3.61938E+11	9.121399166	3.5166E+11	5.1399E+11	6050	9193.695875	8.167292568	8932.6332	13060	69388774291	2.16189E+11	27.15696203	26.60931831	3.59369E+11	-5258627395	-16383877446	-7097780611	21276094567	66288196469	23958955517	401204387.5	1249999862	1249999862	7296819714	3.115618623	3.095648849	1.548807768	0.497110833	1.537639698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.501	104.47	113.155	152.27	69.23686	69.81335	68.67991	6	104.62379	100.66476	102.61247	6	4700176	48.79879	15.52987	115.60163	114.71449	116.46	110.97254	111.13512	111.05521	NaN	NaN	NaN	94.47324	96.92512	95.71989	22.89408	99.42778	94.32465	96.81127	99.42778	92.41132	95.82418	2
0	1.308209933	1640318931	5.6112E+11	NaN	17.81739617	4331600000	1.82517E+12	7913633339	9485061182	3.24465E+12	4513960872	13.35399877	1.89383E+12	17697670008	2570	1468.345836	13.19408096	616043.6906	5760	2863862634	9.7967E+11	30.19340181	31.1077158	1.91669E+12	278783702.8	95366329066	91522388739	922439487.8	3.15548E+11	1.90974E+11	944755455.3	3.23182E+11	1.93687E+11	-11505539200	342.08	342.0791162	183.3376782	0.535949714	198.5105657	123.995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.38	103.472	104.36	119.946	32.17711	35.72588	29.17316	7	103.02998	99.7926	101.31553	3	127546	47.21591	19.3076	112.2359	113.64571	111.00412	NaN	NaN	NaN	87.05925	88.49993	85.80049	NaN	NaN	NaN	1.55473	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	200903192.7	542438630	NaN	15.50420502	NaN	NaN	1112185610	1243131426	3356454909	NaN	NaN	NaN	1625363954	12940	NaN	NaN	NaN	18910	166472208.1	449474969.9	13.39136029	12.84707928	NaN	-52666665.74	-142200000	NaN	207137033.4	559270000	545929002.5	14856671.59	40113014	NaN	NaN	2.700000048	2.7	2.065048201	0.764832653	2.01073366	89.16925692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.331	96.519	98.282	NaN	73.75119	73.674	73.82592	5	NaN	NaN	NaN	7	11569	48.90656	21.50372	102.42585	99.98233	104.87935	98.09645	104.70297	101.4411	90.15494	88.81428	91.50106	NaN	NaN	NaN	49.70179	95.20088	92.00024	93.538	NaN	NaN	NaN	2
