Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	343845502.9	330073024.9	318914269	NaN	NaN	NaN	NaN	7520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.966193069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.307	47.99	47.104	NaN	0.74496	0.69308	0.79358	7	10.37689	23.32496	17.0989	6	447351	30.97858	NaN	21.36607	13.74276	28.44902	16.32245	32.3411	24.61345	NaN	NaN	NaN	NaN	NaN	NaN	0	60.25786	66.83697	64.73221	53.13833	60.66229	58.25526	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.9918E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.47309	NaN	NaN	6	NaN	NaN	NaN	4	1065025	NaN	31.77187	103.49514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	2
12.80452168	16.25943852	573741222.8	4922699648	NaN	29.8164725	NaN	NaN	NaN	1927442456	16537456128	NaN	NaN	NaN	7371643812	NaN	NaN	NaN	NaN	2550	583441222.8	5005925647	30.27022783	30.32056698	NaN	3200000	27455999.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.579999924	NaN	2.243387845	0.261467117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.464	97.879	96.8	97.029	49.31297	NaN	NaN	6	NaN	NaN	NaN	4	270990	47.818	NaN	103.20087	102.91228	103.46674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
22.77811866	25.25935563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	2.119727448	0.577425074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.625	97.605	94.663	167.967	50.01345	48.20864	51.74082	6	80.76648	78.64433	79.66647	6	126726	47.97121	24.01023	94.77605	94.09798	95.40995	98.16257	99.14714	98.66804	74.20631	74.17228	74.23813	NaN	NaN	NaN	24.78497	58.46557	61.05971	59.80385	52.11061	51.24331	51.66319	3
5.576223414	7.282977683	18031000456	180310	38478289997	22.79750164	2.021E+11	1.97313E+11	84267616758	74996801895	749968	1.91332E+11	2.77136722	1.85899E+11	1.52839E+11	2820	6399.117568	1.218543821	6217.409279	5110	13937800352	139378	18.58452627	17.62226268	1.97313E+11	-4095200103	-40952	-40952	0	0	9370850304	NaN	NaN	NaN	1140284493	1E-05	6.76491E-06	4.90692E-06	0.490692475	3.38609E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.854	102.692	110.949	115.317	47.38849	48.18802	46.61384	6	NaN	NaN	NaN	7	4430513	49.28395	20.27509	105.16912	105.09133	105.24481	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.69303	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	178200032	178200032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	7227	47.4194	20.88728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.20576	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	23162968.48	62540016	NaN	13.34955943	314788000	NaN	163337900.6	173111108.1	467400000	NaN	NaN	NaN	367657597.4	2450	NaN	NaN	NaN	5510	37262968.49	100610016.7	21.52546356	21.47584031	NaN	-399999.9929	-1080000	NaN	24085184.76	65030000	132458315.4	14499999.74	39150000	NaN	NaN	2.700000048	2.7	1.271291559	0.470848717	NaN	147.7762685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.663	NaN	NaN	NaN	30.37236	33.21201	27.61062	5	NaN	NaN	NaN	7	11394	46.30507	NaN	114.37462	108.02621	120.4805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.05143	NaN	NaN	NaN	NaN	NaN	NaN	2
