Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.185	98.595	100.758	129.916	112.04627	108.76911	115.26899	6	93.42784	87.94416	90.66496	6	9858	48.90444	16.82253	114.09722	112.45626	115.7133	104.44785	108.44646	106.46388	99.69469	99.88447	99.50778	NaN	NaN	NaN	74.0211	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.333	102.856	104.563	NaN	101.7729	99.38108	103.958	6	NaN	NaN	NaN	6	4367	48.15663	9.64018	84.38647	84.9697	83.85185	88.10127	81.33641	84.55971	77.10145	77.53535	76.7037	NaN	NaN	NaN	2.06091	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	2.278014339	-3757694874	-1.74557E+11	NaN	-21.79243945	NaN	4.6876E+11	14259367213	15162207328	7.04335E+11	NaN	7.510783435	4.1219E+11	36340804708	410	NaN	4.550642377	11987.47528	1060	NaN	NaN	NaN	NaN	NaN	-2080905275	-96664979459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.10352E-05	46.45333	46.452461	19.38138206	0.417222663	21.03880097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.425	63.77	50.578	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	5279326	39.34104	44.41709	97.07509	79.07118	113.89413	91.33463	124.17727	108.30291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
46.08359414	46.33952373	26407509832	2.427E+12	6805767901	32.02039929	NaN	10336715700	75620684163	74299130328	6.82852E+12	NaN	0.609930089	4720300231	98675465036	3960	NaN	-2.167622252	247.3704014	5170	17798053258	1.63574E+12	23.95459163	21.58101144	9362690919	-8171764540	-7.51032E+11	-974024781.1	NaN	NaN	NaN	-412800000	-37938681357	-49203256.85	4642390688	91.90572034	91.90572034	69.20175234	0.752964582	117.5937246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.325	78.872	68.581	81.501	104.40369	105.45044	103.36531	6	40.0373	53.20401	46.62628	6	4273006	44.73841	45.75982	124.47162	111.6257	137.25955	148.27	181.89416	165.141	85.65122	78.20512	93.06373	57.09595	70.76975	63.95681	1.94601	NaN	NaN	NaN	NaN	NaN	NaN	2
3.026983202	3.630950529	465278514.3	48359187659	NaN	3.923680255	NaN	6.90214E+11	12732155848	11753670225	1.22163E+12	6064449382	3.570915606	6.20248E+11	27475758370	3970	1892.606705	3.197233574	193568.2056	8570	1583524177	1.64585E+11	13.47259322	13.35381359	6.85735E+11	-104546652.6	-10866160886	-4479132169	1754679007	1.82374E+11	61678012147	1240680000	1.28951E+11	77157460301	63465159106	103.936	103.9364434	44.4620837	0.427783287	57.8511338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.247	98.192	97.508	NaN	55.6671	55.00732	56.26982	6	86.01452	86.49044	86.26271	5	224781	47.56496	19.70208	86.89539	86.55215	87.20912	87.28677	86.81867	87.04194	79.89253	80.10427	79.699	67.06888	63.36935	65.13395	5.19261	NaN	NaN	NaN	NaN	NaN	NaN	1
18.0219513	20.46893291	1.02537E+11	3.76567E+11	NaN	34.44901447	NaN	9.52366E+11	2.97752E+11	2.97548E+11	1.09275E+12	NaN	0.232028512	9.77008E+11	3.52976E+11	39640	NaN	-7.412113264	130064.96	46990	NaN	NaN	NaN	NaN	NaN	-100000000	-367249989.5	NaN	2919809478	10723000000	9013954270	NaN	NaN	NaN	-24963152558	3.672499895	3.6725	3.095809708	0.842970673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	326588	48.58966	16.83357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.6744	NaN	NaN	NaN	NaN	NaN	NaN	3
3.958183487	6.070451189	93315275315	3.65115E+11	1.09532E+11	25.30851672	NaN	4.37025E+11	3.48379E+11	3.58595E+11	1.40307E+12	4.22014E+11	9.557281525	4.1003E+11	6.26521E+11	8620	10442.68438	8.608692158	10146.15563	15500	82801368948	3.23977E+11	23.09052449	22.45698599	4.25563E+11	-10116382902	-39582371382	-11462146588	30530376183	1.19456E+11	35492848383	-183773598.6	-719050959.3	-719050959.3	14895274943	3.9127	3.896295154	2.239468182	0.572358776	1.869245227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	1.677723464	859452975.6	3.21144E+11	NaN	9.171239812	NaN	1.70099E+12	9893202030	9709821795	3.62818E+12	4251635747	3.875041799	1.78377E+12	17425075979	3200	1375.011884	3.636759615	576885.4822	5640	1761049300	6.58035E+11	18.13678291	18.79219214	1.81687E+12	338646324.7	1.26539E+11	1.15878E+11	1041177846	3.89047E+11	1.89154E+11	562917386.4	2.1034E+11	1.04474E+11	-19929714698	373.6604667	373.6604667	208.2158235	0.55723268	230.0562561	126.2075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.428	102.188	102.299	128.201	31.14385	33.53927	29.09276	7	NaN	NaN	NaN	3	117140	46.56053	NaN	102.53762	103.86783	101.4061	92.54196	90.94039	91.6756	NaN	NaN	NaN	NaN	NaN	NaN	1.68089	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1104171798	1121881547	3029080177	NaN	NaN	NaN	1426855699	12450	NaN	NaN	NaN	16080	NaN	NaN	NaN	NaN	NaN	-31907407.41	-86150000	NaN	164185185.2	443300000	398971923.1	35662972.22	96290025	NaN	NaN	2.7	2.7	2.122905757	0.786261391	2.07034227	90.55007875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.629	95.636	101.124	257.64	NaN	NaN	NaN	5	98.27798	102.46914	100.36969	7	11254	47.33428	15.0656	101.50627	97.03097	105.89602	84.19655	103.45269	94.00651	86.71417	84.00729	89.3693	55.51129	67.13555	61.43322	51.93709	NaN	NaN	NaN	NaN	NaN	NaN	2
