Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.696	98.826	105.311	149.596	98.73806	97.08738	100.33557	6	100.14065	90.18233	95.15449	6	9840	48.24187	19.06977	111.41304	108.35426	114.42373	106.93878	108.47682	107.71812	95.6635	94.90984	96.4053	81.34327	84.68586	83.037	80.68089	95.91765	93.7913	94.84613	95.77121	92.03945	93.86327	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1360515698	1456198796	1547286458	NaN	NaN	NaN	NaN	19710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.062551667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.061	101.378	106.363	103.742	116.74641	116.96429	116.54344	6	97.7707	105.8309	101.97869	6	4108	47.41967	12.67901	100.51382	99.48927	101.45608	93.43284	103.59116	98.70875	89.01395	89.17263	88.86801	NaN	NaN	NaN	0.852	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	2.944591264	-842020535.9	-38148000000	NaN	-19.40627959	NaN	1.96549E+11	NaN	4027426823	1.82464E+11	NaN	NaN	1.82466E+11	13363780107	NaN	NaN	NaN	6643.442031	490	NaN	NaN	NaN	NaN	1.96465E+11	-311480755.8	-14111731681	-83660000	56726244.55	2570000000	2570000000	26968142.25	1221800000	1221800000	-27039392.19	45.30530833	47.263	13.65360793	0.301368834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.256	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	2667629	30.17938	NaN	63.56007	39.70968	85.84706	131.38471	209.03689	171.46681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
48.87479896	49.72581115	2732854433	1.18962E+11	898469613.3	23.90585165	NaN	NaN	9133923728	9790552246	4.26185E+11	NaN	NaN	NaN	32154725534	610	NaN	NaN	NaN	2160	1123667234	48913459427	11.47705671	9.829364443	NaN	-1641186199	-71441163494	-362326933	NaN	NaN	NaN	32126828.46	1398487268	31539270.29	NaN	43.5302	43.53020667	13.25418551	0.304482532	21.87861864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.777	65.373	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1.219249046	1.323830478	-80545578.14	-11309069021	NaN	-1.810267871	4035400000	4.17889E+11	4303182051	4576968783	6.42633E+11	4179382391	2.239043557	4.2745E+11	15395730913	1390	1352.648116	1.828734421	138343.4118	4980	672169748.9	94376553742	14.68591509	15.1070652	NaN	127595327.1	17915128229	NaN	482294788.8	67717001728	30449000448	596955000	83815964237	60569727678	3385066364	140.4058333	140.1545159	41.74099429	0.297288177	57.43300483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.09	NaN	NaN	151.223	NaN	NaN	NaN	6	NaN	NaN	NaN	4	263603	47.8185	21.4958	108.23763	106.02946	110.3435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
13.05891062	16.39118472	30438938923	1.11787E+11	NaN	27.71807587	84702000000	5.89836E+11	1.07623E+11	1.10737E+11	4.06683E+11	NaN	-1.089740136	6.73608E+11	2.02353E+11	33070	NaN	-4.288324506	206965.3481	62170	NaN	NaN	NaN	NaN	NaN	921170890.8	3383000000	NaN	661674627.5	2430000000	3070000000	NaN	NaN	NaN	-78781564757	3.672499895	3.6725	2.009766079	0.547247416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.166	103.495	109.043	326.097	67.71379	68.61609	66.87159	6	86.82662	87.67589	87.26425	6	285744	48.0556	15.27716	93.0017	92.59901	93.37737	96.11915	95.19938	95.64256	81.51481	81.73793	81.30666	46.1152	45.82107	45.96279	50.74507	92.48753	92.53036	92.5069	NaN	NaN	NaN	3
5.342494121	8.493708064	27398142672	83928727552	43762994947	26.85030667	2.3984E+11	2.34155E+11	1.52311E+11	94560779450	2.89668E+11	2.22882E+11	-15.5328189	2.16553E+11	2.76355E+11	4040	5918.691833	-16.32960301	5750.625634	7340	20458597864	62670820674	21.6353947	20.04952063	2.11243E+11	-7479554387	-22912118162	-22912118162	4550197458	13938619392	9249898700	548313199	1679647765	1679647765	-1080504133	3.063299894	3.063256667	1.04817231	0.342170975	1.130764228	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.716	100.491	102.998	149.14	61.4655	61.93325	61.01316	6	105.45851	100.35518	102.86619	6	4776319	48.86793	16.85345	114.77922	114.02554	115.50889	112.00449	111.91838	111.96072	NaN	NaN	NaN	NaN	NaN	NaN	20.33849	85.08129	83.591	84.32669	82.11051	79.65892	80.8727	2
0	0.559351252	105432632.8	60449800000	NaN	4.436774723	2370900000	9.94294E+11	2441392029	2464539523	1.41304E+12	2459769230	13.94988381	1.03199E+12	8372117153	800	803.565956	14.12644457	337135.6563	2740	366987149.4	2.10412E+11	14.89069848	15.44340936	1.04451E+12	88204474.8	50572035626	50220492181	230006976.5	1.31875E+11	98418558565	173351049.6	99390824300	73908047247	-95437968.87	573.35	573.3533333	168.7797375	0.294374706	188.9484842	94.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.844	104.351	105.963	110.996	25.79873	27.87421	23.93056	7	93.67021	92.81714	93.23316	3	155423	48.73989	20.34332	95.16005	95.5717	94.7719	NaN	NaN	NaN	84.29908	85.08005	83.56272	NaN	NaN	NaN	0.64727	NaN	NaN	NaN	95.57045	95.93481	95.76124	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	231894260.3	626114514	NaN	28.16974347	665262000	NaN	775329250.9	781756590.3	2110742831	NaN	NaN	NaN	1163582260	9630	NaN	NaN	NaN	14450	196062205.5	529367964.3	25.07969974	23.81698463	NaN	-41446718.53	-111906142	NaN	101674072.3	274520000	292594284.8	5614663.605	15159592	NaN	NaN	2.700000048	2.7	1.814003963	0.671853308	2.113237233	103.479971	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
