Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.524	96.8	98.873	146.379	107.4901	106.49161	108.46373	6	90.94293	93.46734	92.19725	6	10390	48.80654	18.16434	112.82441	110.23913	115.40464	105.68655	98.09004	101.85695	98.26257	97.43478	99.08874	NaN	NaN	NaN	78.7873	95.1916	93.64661	94.3853	94.69581	92.13415	93.38586	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	2845174226	2823503853	2250730214	NaN	NaN	NaN	NaN	35620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.797140833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.536	103.266	110.144	116.023	109.23527	107.8329	110.53055	6	NaN	NaN	NaN	6	4332	47.43767	10.4891	87.99512	86.85545	89.04967	109.13706	100	104.3956	81.06845	80.43111	81.65819	NaN	NaN	NaN	1.75439	95.54963	99.95094	97.78196	NaN	NaN	NaN	3
NaN	1.877440967	-679607361.2	-33927862728	-24866463599	-8.801002005	NaN	3.13139E+11	8361715225	8209375318	4.09835E+11	NaN	18.51259523	3.34291E+11	27298432148	270	NaN	15.24953585	10870.66192	890	NaN	NaN	NaN	NaN	NaN	487443646.9	24334523260	NaN	231938383.5	11579000000	7964096568	NaN	NaN	NaN	0	49.92274167	49.92533083	15.01311581	0.30072699	17.36325039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.464	58.101	36.652	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	4669110	37.23035	42.32602	93.80724	72.29404	113.91316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
60.70561473	61.20727307	23472691148	1.88646E+12	5759536490	56.16889989	NaN	7271302690	30332354502	35611612426	2.86204E+12	NaN	18.57362349	2800664604	58747469064	1780	NaN	14.93950029	164.6445823	3450	17104858254	1.37468E+12	48.03168711	40.93101489	6218414302	-6177867505	-4.96503E+11	-1052888388	NaN	NaN	NaN	-189965389.2	-15267157396	-32375629.99	3417749698	80.3681	80.36807206	48.71763285	0.606181219	77.38771799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2.241729703	2.465208406	90031987.25	8832444058	NaN	0.985834906	5238400000	5.42465E+11	9381600001	9385534432	9.20753E+11	5185736078	5.986303515	5.30376E+11	22082450569	2970	1642.819673	5.48914337	168020.9921	7000	1612627546	1.58204E+11	17.18205348	17.6579966	5.53895E+11	252972100	24817423115	11429805082	1364256914	1.33838E+11	38715860254	1280100000	1.25582E+11	82997382519	28491059275	98.1034	98.10337709	41.69613494	0.425022323	54.31406081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
23.43680341	28.49716016	79934923999	2.93561E+11	NaN	35.98954987	NaN	9.00622E+11	2.08794E+11	2.26844E+11	8.33084E+11	NaN	10.56885932	9.37791E+11	3.15235E+11	44780	NaN	-3.502139286	201124.8954	67610	NaN	NaN	NaN	NaN	NaN	4737917086	17400000000	NaN	1697481328	6234000000	6821000000	NaN	NaN	NaN	-17918660754	3.672499895	3.6725	2.642735735	0.71960131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.281	102.223	101.469	NaN	80.58972	81.03085	80.18562	6	101.36929	98.03661	99.6292	5	272331	48.54754	15.47687	104.2559	106.01565	102.64824	105.46186	102.56338	103.94555	88.37658	90.12654	86.77787	38.31425	38.94432	38.64387	64.79027	96.68221	96.64423	96.68172	96.68221	96.64423	96.68172	3
6.472695043	12.17347974	61825062243	1.8901E+11	80025899452	28.88127749	3.4338E+11	3.35273E+11	2.01648E+11	2.08884E+11	6.38596E+11	3.31684E+11	9.574809578	3.22265E+11	4.57831E+11	5170	8499.515572	8.612611911	8258.164726	11730	57102459728	1.74572E+11	27.33690295	26.67513667	3.27342E+11	-5182072515	-15842528078	-7930755085	16239424603	49646842935	21425291496	622571794.5	1903313994	1903313994	4707598180	3.057179928	3.054313333	1.394831078	0.456247624	1.453168234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.371	104.027	112.202	152.334	67.09608	67.53419	66.67263	6	102.10666	97.91143	99.9756	6	4685696	48.77301	16.33888	114.48623	113.5311	115.41066	111.1542	111.58183	111.37159	NaN	NaN	NaN	93.54174	96.23253	94.90961	22.17077	97.8999	94.85322	96.34517	97.14794	92.70615	94.88159	2
0	1.80551555	1277843477	5.31634E+11	NaN	20.01491008	3837200000	1.61896E+12	5886029560	6599622264	2.74571E+12	3982180532	13.96278633	1.67072E+12	15170332362	1920	1297.193125	13.81837663	544236.6645	4940	2186962920	9.09864E+11	33.13769838	34.25448186	1.70454E+12	215164519.7	89517046794	85580350664	541797183	2.25409E+11	1.40506E+11	693946583.6	2.8871E+11	1.80773E+11	4284939923	416.04	416.0403697	180.9918716	0.435034784	195.5546239	108.6558333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.15	102.923	103.035	118.513	33.84369	37.31898	30.9008	7	94.58897	91.53127	92.98238	3	121502	47.81732	21.24161	99.59833	101.23541	98.14402	NaN	NaN	NaN	82.98495	84.72208	81.44175	NaN	NaN	NaN	1.69627	NaN	NaN	NaN	97.35621	98.01461	97.7055	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	136413973.1	368317734	NaN	11.73373649	NaN	NaN	1141453978	1115835959	3012757142	NaN	NaN	NaN	1747585893	13440	NaN	NaN	NaN	20570	114894081	310214024.2	10.29668206	9.882688995	NaN	-46743183.99	-126206599	NaN	161144441.6	435090000	435090000	21926697.02	59202083	NaN	NaN	2.700000048	2.7	1.723953686	0.638501354	2.039216922	98.04418297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1.091734971	7.09557781	1.97522E+11	2.6381E+11	NaN	26.34306598	5.1638E+11	1.10325E+12	7.10625E+11	7.21601E+11	9.6377E+11	4.85178E+11	2.84150655	1.10915E+12	6.83729E+11	34330	23440.90562	1.335495764	53587.71945	33030	1.68923E+11	2.25614E+11	23.40949238	22.52892482	NaN	-28204552261	-37670000000	NaN	59518568434	79493000000	80905000000	-485923929.3	-649000000	NaN	-47390691172	1.3356	1.327973441	1.409579771	1.055390664	1.501334007	99.42082851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.682	98.564	97.589	126.985	100.66727	99.20336	102.05744	5	NaN	NaN	NaN	7	1938861	48.60962	NaN	102.34648	102.17938	102.50505	NaN	NaN	NaN	95.15575	95.52241	94.80782	NaN	NaN	NaN	29.45482	NaN	NaN	NaN	NaN	NaN	NaN	3
0.106791295	0.412197164	88994126510	70940867000	69283887764	27.38665054	2.158E+11	2.53365E+11	3.2779E+11	3.2146E+11	2.56249E+11	2.14074E+11	3.563325615	2.51517E+11	2.99238E+11	39640	25889.88694	3.05216224	30418.19347	36190	83896491426	66877333071	26.09859896	25.81792735	2.5063E+11	-3494650256	-2785729000	-2734203701	30663719467	24443308000	24287110000	-2487607588	-1982974000	-2734203701	-878829236	0.797141	NaN	0.856336558	1.074259834	0.876242738	99.24916041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.149	96.893	95.887	120.947	90.65103	90.19502	91.08452	6	101.12819	100.63802	100.87685	4	355293	48.51601	12.23292	102.33653	101.88793	102.76291	102.12876	104.74825	103.47159	NaN	NaN	NaN	NaN	NaN	NaN	4.85768	NaN	NaN	NaN	98.95901	96.40914	97.63472	3
61.80049585	68.4664677	12087085053	10798987360	NaN	57.60618194	19027000000	17256364423	16040074576	18301691733	16351315212	10866686828	30.10355567	9730172125	45692821195	1890	1280.761717	28.68207785	1146.810629	5390	9972772053	8909992680	54.49098476	47.52951756	15730022526	-2680579000	-2394914788	-1526341897	1146589908	1024400000	642811111.2	566265984	505920093.8	468397500.6	5308901238	0.8934319	0.893445	0.357853045	0.400537574	0.370906381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.571	95.037	95.784	91.034	26.38925	25.90204	26.84852	6	90.66259	91.68856	91.20018	4	538339	47.12792	12.50904	94.33687	91.13009	97.39165	85.09643	95.53504	90.32621	83.14028	80.26882	85.87564	60.69919	68.18314	64.44868	0.22049	NaN	NaN	NaN	99.91015	97.55138	98.65863	2
NaN	14.67614342	-178772299.7	-1.83855E+11	-2.49319E+11	-14.44819747	NaN	1.27302E+12	1173609048	1246160038	1.28159E+12	NaN	4.500317639	1.28289E+12	3860248296	160	NaN	1.38337024	171638.0775	520	59103709.3	60784027753	4.742866688	4.776702343	1.28244E+12	8827144.288	9078100000	9417095959	103991026.2	1.06947E+11	1.07028E+11	109000904.3	1.121E+11	1.16286E+11	-449969310.6	1028.43	1028.683553	331.9963559	0.322818622	445.2302848	104.3992033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.012	88.582	73.896	43.321	2.01216	2.09905	1.92557	7	NaN	NaN	NaN	6	1324937	47.65087	54.18522	112.54585	107.25013	117.84236	185.0561	185.41132	185.23383	81.32686	79.92627	82.72766	62.12782	60.67755	61.40221	1.17364	70.82441	67.50475	68.9919	68.45298	61.47234	64.53828	0
0	0.036802768	1.05134E+11	83807000000	81716902304	26.28587738	2.5652E+11	3.0991E+11	4.09814E+11	4.03384E+11	3.21554E+11	2.60872E+11	2.91681967	3.14332E+11	3.64225E+11	38850	24731.94493	2.240256947	29800.23604	34530	1.02011E+11	81316878900	25.28871633	25.50485649	3.12574E+11	3418466746	2725000000	2663921582	43519277016	34691000000	34096074134	-5168470823	-4120000000	2663921582	-1773025508	0.797141	NaN	0.8828449	1.107514104	0.925693479	99.57333689	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.47	97.98	96.676	124.417	120.78022	120.4415	121.10495	6	90.7742	88.84928	89.79043	6	732808	48.8121	11.28317	104.85357	104.56895	105.12644	100.94119	99.11532	100.00968	98.80926	98.92672	98.69666	NaN	NaN	NaN	54.42558	97.06746	95.47132	96.25921	94.56123	92.24181	93.38691	3
0	2.08346496	324725276.8	1.69796E+11	NaN	6.858211487	NaN	NaN	4605337323	4623391153	2.41753E+12	NaN	NaN	NaN	10806614589	590	NaN	NaN	NaN	1370	471912967.6	2.46759E+11	10.20707425	9.9668217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	522.89	522.8901096	223.7078948	0.427829744	276.6716219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.342	NaN	NaN	NaN	6.432	6.49424	6.37009	6	NaN	NaN	NaN	6	1356818	44.42033	43.62338	105.88749	93.72962	118.1343	116.59512	135.46398	126.02955	87.11976	77.63409	96.67481	NaN	NaN	NaN	13.14229	NaN	NaN	NaN	NaN	NaN	NaN	0
0	6.216530177	11377188803	7.64092E+11	7.88009E+11	18.37961801	63586000000	2.73922E+12	70518018371	65952263252	4.42935E+12	69585208795	7.988441171	3.0245E+12	1.92008E+11	500	488.8197923	6.64908441	21246.4344	1350	21361399703	1.43463E+12	32.38918371	34.50890845	2.92553E+12	4051146516	2.72075E+11	1.86305E+11	2274329958	1.52744E+11	1.05991E+11	543910065.5	36529000000	25013000000	-1.07502E+11	67.16	68.93323333	23.06853986	0.343486299	26.3679824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.955	55.934	NaN	NaN	NaN	6	NaN	NaN	NaN	5	16396870	50.35432	47.53901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.65729	NaN	NaN	NaN	NaN	NaN	NaN	0
