Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.07	101.117	105.83	115.484	94.65969	93.99718	95.30711	6	102.82132	101.22324	102.01238	6	9096	48.85664	19.23044	112.65791	111.54618	113.74083	101.0101	108.30986	104.70421	98.2165	98.82028	97.62836	83.32286	86.16874	84.76304	82.93755	96.05672	97.32151	96.70978	93.87686	97.32151	95.60664	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1235007149	1239840266	1163747891	NaN	NaN	NaN	NaN	19300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.938627276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.81183333	46.61953108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.693	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	957403	6.69624	NaN	25.62176	3.55486	46.20721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
48.03855313	49.26151148	1276051178	3560182786	NaN	20.7336951	NaN	NaN	5256323716	4717451804	13161690533	NaN	NaN	NaN	22281496888	390	NaN	NaN	NaN	1650	-105227305	-293584180.9	-2.230596291	-1.70976752	NaN	-1437028483	-4009309467	-325831040.9	NaN	NaN	NaN	55814117.59	155721388.1	41829085.46	NaN	2.79	2.790706167	0.590700463	0.211720596	1.053648403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.455	63.283	27.21777	21.57534	32.87846	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0.873985135	0.999553666	148101659.9	20452839232	NaN	4.312297755	3422400000	3.54411E+11	3022995092	3495464333	4.82724E+11	3493905058	9.686743861	3.57343E+11	12143604080	980	1137.070534	9.912062666	116295.0033	3950	535163539.1	73906084750	15.31022743	15.58243527	NaN	61061879.2	8432645518	NaN	344040553.1	47512000384	22290730343	326746000	45123622600	34705771509	3554610922	138.1	137.6905833	39.75126504	0.287844063	55.78465114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.054	95.877	94.9	139.579	43.35607	44.57482	42.19762	6	103.19619	102.1416	102.65437	4	292070	48.14257	22.56761	109.29782	108.19483	110.34211	101.38	103.27103	102.35112	99.17279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.32325	88.1089	90.13101	1
11.78876498	14.01481706	NaN	NaN	NaN	NaN	56715000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.672499895	3.6725	1.889322347	0.5144513	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.178	103.428	109.313	351.717	63.89903	63.70659	64.07959	6	90.02405	87.47236	88.70667	6	270486	48.0291	16.01551	93.47798	93.07884	93.84989	93.75855	94.05011	93.90916	82.08931	82.523	81.6852	49.51303	48.29726	48.88502	44.47661	91.64955	92.54609	92.11349	89.03124	89.8583	89.45936	3
1.348911649	2.016329185	46123302912	46123302912	47890376014	16.26792154	2.8394E+11	2.77215E+11	2.76267E+11	2.76032E+11	2.76032E+11	2.78956E+11	-3.535943896	2.71034E+11	3.23585E+11	7560	7634.036814	-4.608758194	7417.261961	8860	39085317490	39085317490	14.1597192	13.78558859	2.69723E+11	-7491296620	-7491296620	-7491296620	16616776704	16616776704	14050930143	453310064.8	453310064.8	453310064.8	-1154243806	1	0.9995	0.853041602	0.853041602	0.989821978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.087	101.46	104.922	163.933	56.76616	57.4775	56.07829	6	100.69154	97.52099	99.08101	6	4664386	48.95697	21.05865	112.96782	112.44112	113.47765	111.55285	112.35837	111.96228	99.42545	99.06169	99.77756	NaN	NaN	NaN	20.11225	92.27073	88.37676	90.28383	91.27821	86.16354	88.66414	2
0	0.170832408	-197311300.9	-1.05573E+11	NaN	-10.69158526	1804900000	7.57141E+11	1893112767	1900422181	1.01684E+12	1858857369	3.090478227	7.79883E+11	5961979046	610	601.4505062	3.706794791	252338.2301	1930	31748699.07	16987458849	1.67061295	1.720347094	NaN	54940000	29396196266	NaN	156894928.3	83948199936	64988476453	174200004	93207453696	71825623575	-88736709.63	535.0599976	535.0618333	170.5540862	0.318756937	197.2973815	101.1808333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.022	26.39004	NaN	NaN	7	NaN	NaN	NaN	4	255300	NaN	NaN	98.44638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	237522218	641310000	NaN	36.43806818	635523000	NaN	608547169.6	628407396.3	1696700000	NaN	NaN	NaN	1046143051	8010	NaN	NaN	NaN	13770	233587382.9	630685944.9	37.17132934	35.83442869	NaN	-23444444.03	-63300000	NaN	96999998.29	261900000	287750981	19511110.77	52680000	NaN	NaN	2.700000048	2.7	1.621862324	0.600689739	2.180659927	103.7208023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
