Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	99.16637105	100.2878298	98.88175985	99.02641305	97.07135982	97.53740073	97.29125212	96.651	99.234	103.317	151.221	96.29757	93.74566	98.78214	6	97.71689	97.74436	97.73071	6	9263	48.60196	19.05967	111.32075	109.40462	113.19544	107.32394	105.7377	106.51872	98.55787	98.27461	98.835	87.82849	78.21274	82.94727	82.44629	NaN	NaN	95.90518	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1214250425	1133644295	1230458462	1133644295	NaN	NaN	NaN	18790	17539.442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.085400833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.65408333	47.35757473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	749360	0	NaN	19.46034	0	37.62386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
63.340666	64.76146602	3820520333	38361844663	1054770660	41.84954379	NaN	NaN	5904247305	7449435856	74799785434	7449435856	NaN	NaN	24963458002	420	534.9157212	NaN	NaN	1790	2168275829	21771657597	29.10657761	23.75104602	NaN	-1679744504	-16866314566	-389133853.4	NaN	NaN	NaN	27532044.15	276449255.3	26628406.09	NaN	10.041	10.04054417	2.996371153	0.298413619	4.331697509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.637	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1.436102074	1.617656767	235266767.3	33880296625	NaN	6.381587794	3686600000	3.81771E+11	3603198269	3790484795	5.4586E+11	3790484795	8.488488745	3.87676E+11	13447863253	1170	1233.93961	8.519179147	126202.383	4380	872002175.5	1.25575E+11	23.0050303	23.65297277	NaN	103835408.2	14953129470	NaN	410206377	59072999936	25055591657	438500000	63147508000	47324143302	5301367106	144.008	143.7094167	40.59084511	0.28186521	53.98940832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.069	96.535	96.041	138.024	44.22456	46.10689	42.43774	6	102.26713	101.19881	101.71971	4	283249	48.26954	22.56784	109.74177	108.64569	110.78465	103.77045	105.7762	104.79824	99.17911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.43219	86.11458	89.61138	1
18.2237892	22.82517093	NaN	NaN	NaN	NaN	70591000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.672499895	3.6725	2.061230506	0.561260875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.074	101.883	105.715	370.679	62.45494	62.28796	62.6107	6	86.90022	85.2947	86.06322	6	273144	47.85534	16.14708	89.63682	89.20387	90.03787	91.24481	91.28113	91.26362	78.67342	78.98167	78.38788	47.06115	47.28157	47.17532	45.0041	95.1821	95.06666	95.12084	94.31026	93.6183	93.9492	3
2.356169587	4.068859504	44218826752	44218826752	47605766429	15.5588473	2.842E+11	2.77471E+11	2.75544E+11	2.76656E+11	2.76656E+11	2.76656E+11	-0.8243577	2.688E+11	3.27933E+11	7460	7491.217375	-1.870824593	7278.498	8880	37070086366	37070086366	13.3993445	13.04348974	2.69923E+11	-7547770369	-7547770369	-7547770369	16654157824	16654157824	13639116099	399035948	399035948	399035948	1298076920	1	0.9995	0.843636024	0.843636024	0.948527427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.406	100.961	104.641	155.298	60.02619	60.57433	59.49615	6	100.81862	97.3034	99.03273	6	4727557	48.77978	19.34257	113.99708	113.06612	114.89805	109.11494	108.95331	109.03279	NaN	NaN	NaN	NaN	NaN	NaN	20.56878	94.88725	91.27483	93.05309	93.28308	88.55711	90.87828	2
0	0.41384141	-162949885.3	-87915700000	NaN	-8.52442889	1911600000	8.01873E+11	2025189581	1964463665	1.05988E+12	1964463665	5.681247951	8.2419E+11	6437216777	660	638.6219377	6.180297659	267933.4839	2090	78010114.65	42088485195	3.971064267	4.080958226	NaN	52900000	28540925452	NaN	174665724.8	94236700000	73668486482	188058138.6	1.01462E+11	79216190816	-33600123.64	539.526001	539.5258333	164.6486769	0.305172831	189.3431409	103.3183333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.114	26.48718	28.53771	24.58309	7	NaN	NaN	NaN	3	180300	NaN	NaN	98.59625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	249245468.2	672962776	NaN	31.05759198	665318000	NaN	659072988.2	758007812.5	2046621130	758007812.5	NaN	NaN	1062656074	8490	9761.097823	NaN	NaN	13680	214071765.3	577993776.4	28.24136661	26.67472186	NaN	-44518888.1	-120201000	NaN	87911109.56	237360000	262590891.8	9345185.02	25232000	NaN	NaN	2.700000048	2.7	1.925948743	0.713314336	2.125707705	101.0533246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.579	NaN	57.26286	NaN	NaN	5	NaN	NaN	NaN	7	13025	NaN	18.74101	124.48629	NaN	NaN	NaN	NaN	108.60514	NaN	NaN	NaN	NaN	NaN	NaN	38.19578	NaN	NaN	NaN	NaN	NaN	NaN	2
