Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	951396704	1703000064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79329646.38	142000064	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1034986911	1106890943	691276853	NaN	NaN	NaN	NaN	18820	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.624521194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.024	53.924	51.357	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	627888	33.8417	NaN	27.21088	19.11419	34.7379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
20.49906056	21.31517993	1970214798	130.062088	NaN	16.15758354	NaN	NaN	8745325448	9854604715	650.5435181	NaN	NaN	NaN	19063524445	820	NaN	NaN	NaN	1790	-340727112.5	-22.49281639	-3.457542158	-2.794277452	NaN	-2339141448	-154.4164734	-240827444.5	NaN	NaN	45284057.38	NaN	NaN	2480197.273	NaN	6.60142E-08	5.50983E-08	3.4125E-08	0.516935089	7.6735E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.434	NaN	NaN	NaN	14.45096	9.77904	19.16985	6	NaN	NaN	34.04985	4	990155	48.02278	31.87673	77.63949	74.18259	81.13261	NaN	NaN	64.27403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.2538	2
8.16656628	13.7731199	-148415968.4	-2137189888	NaN	-13.02846819	2251600000	2.26244E+11	1371906636	1117466678	16091519744	2223289676	NaN	2.27389E+11	6634427299	420	675.4239612	NaN	69079.64761	2020	-80815968.95	-1163749922	-7.23206969	-7.094305902	NaN	-21700000.57	-312480000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5015938637	14.39999962	NaN	2.425457243	0.168434535	4.709302382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.42	96.063	93.082	113.341	58.57807	NaN	NaN	6	NaN	NaN	NaN	4	284616	48.2046	NaN	101.75833	102.50667	101.07161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
23.03394596	25.8380926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.890061795	0.514862924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.744	105.315	120.364	434.634	55.06091	54.42624	55.65335	6	96.62997	99.45771	98.05444	6	228980	48.15879	18.28038	108.6346	106.80084	110.39543	102.92984	105.52467	104.26714	98.14783	96.88142	99.36389	NaN	NaN	NaN	32.24561	79.86517	78.26127	79.0286	71.88015	68.88512	70.31799	3
1.495336023	2.223639591	30799171596	29367009280	32946584040	16.23401501	2.0305E+11	1.98238E+11	1.31014E+11	1.83857E+11	1.75308E+11	1.99014E+11	14.22266043	1.93363E+11	1.98511E+11	3960	6013.688737	12.66555873	5842.925021	6000	25729551809	24533126950	13.99429994	13.561856	1.92648E+11	-5862619787	-5590007808	-5590007808	268.4845383	256	9064139776	420224246.9	400683808	400683808	-1255409176	0.953499973	0.953554417	0.883115411	0.926182943	0.810251296	NaN	98.54020866	1.004840829	98.06549035	98.3046407	96.04135849	96.22127101	96.12819586	NaN	NaN	NaN	NaN	49.47543	NaN	NaN	6	NaN	NaN	NaN	7	5044398	NaN	NaN	108.93605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0	422063511.7	16260000	NaN	20.40406575	2486400000	1.04301E+12	NaN	2066190377	79600000	2485546192	-7.918449214	1.04281E+12	6859172650	NaN	707.7192763	-7.062564677	296923.2344	1950	NaN	NaN	NaN	NaN	NaN	-2336144.899	-90000	NaN	112394526.8	4330000	36183302144	NaN	NaN	NaN	-1343565341	0.038525008	NaN	0.011604898	0.301230262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.64297	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.907	102.761	104.718	NaN	75.17619	NaN	NaN	6	NaN	NaN	NaN	8	8200	47.56098	17.26316	98.80709	99.79529	97.92758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	151922213.6	410189984	NaN	37.01908454	484014000	NaN	384257566.9	378088882.2	1020840000	NaN	NaN	NaN	652361429.4	6120	NaN	NaN	NaN	10400	120925900.1	326499936.1	31.98345833	29.46617228	NaN	-32300017.21	-87210048	NaN	61177776.7	165180000	218728270.7	9299999.836	25110000	NaN	NaN	2.700000048	2.7	1.56483807	0.579569645	NaN	119.7656686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0.916319792	2.723128048	77761557178	99076000000	NaN	23.61094231	2.9605E+11	6.34043E+11	3.18114E+11	3.15827E+11	4.02395E+11	2.85725E+11	-0.56692599	6.53189E+11	2.94277E+11	18410	16531.18622	-1.826235172	37791.56761	17030	64368964996	82012498301	20.38109278	19.54451498	NaN	-13518562122	-17224000000	NaN	26023075112	33156000000	48796000000	355545090.7	453000000	NaN	-45157322694	1.2741	1.283755833	1.367401256	1.073229147	1.405887245	97.16330969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.756	NaN	NaN	118.519	70.30582	70.34477	70.2689	6	NaN	NaN	NaN	6	1605720	48.60162	16.59162	105.68522	105.5527	105.81084	NaN	NaN	NaN	97.01094	97.38149	96.6597	NaN	NaN	NaN	24.94426	99.45930085	98.17261042	98.79637376	NaN	NaN	NaN	3
0.081852455	0.351622175	42788810843	36306306000	43933395895	24.87597694	1.5748E+11	1.81391E+11	1.6541E+11	1.69853E+11	1.44121E+11	1.50485E+11	2.890393391	1.76806E+11	1.57615E+11	21330	19405.14894	1.868228309	22799.23338	20320	40502800946	34366626603	23.84573384	23.54696759	1.79147E+11	-2155117266	-1828617000	-2243682054	19147079552	16246297000	19968930842	-602828520.9	-511500000	-2243682054	2313258706	0.8485	11.67591667	0.914386287	1.077650309	0.94331639	98.26665222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.046	94.832	92.341	87.438	69.81217	69.59435	70.01915	6	NaN	NaN	NaN	4	370210	48.73342	10.81473	100.62242	100.646	100.60001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.96505	NaN	NaN	NaN	NaN	NaN	NaN	3
