Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	864916183.8	1548199936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	920224345.5	1028989439	630395128	NaN	NaN	NaN	NaN	17440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.612635178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.425	NaN	NaN	48.315	NaN	NaN	NaN	7	NaN	NaN	NaN	6	622513	34.00202	41.20965	29.28668	20.67099	37.29529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
29.27989312	30.42785374	3047004741	91.16638184	703445678.8	29.69734228	NaN	2133564704	7699554752	8214131014	245.7667999	NaN	-3.626805029	1444494584	18485725979	740	NaN	-6.260945813	139.7665521	1790	923842393.4	27.64136441	11.24698878	9.004142134	1907893169	-2046062857	-61.21820068	-225671535	NaN	NaN	47145763.54	NaN	NaN	-8498268.425	288789101.4	2.992E-08	2.9918E-08	1.32949E-08	0.444349928	4.3628E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.547	NaN	NaN	19.419	17.51829	16.12427	18.92501	6	NaN	NaN	NaN	4	1041126	48.02435	NaN	84.63139	80.91316	88.38416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6.931812112	10.42368538	440888128	3527105024	NaN	20.97843984	NaN	NaN	2222566165	2099724960	16797799680	NaN	NaN	NaN	9281307285	680	NaN	NaN	NaN	2820	453988128	3631905024	21.62131406	21.60176704	NaN	-1900000	-15200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	1.809852768	0.226231596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.474	94.637	91.425	112.866	56.63614	NaN	NaN	6	NaN	NaN	NaN	4	278446	48.07611	NaN	99.00373	99.24748	98.7791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
24.88007488	27.2495421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.938573975	0.5280779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.982	106.064	123.398	407.822	58.213	56.60627	59.73609	6	90.25391	92.64533	91.46333	6	215532	48.23785	18.08003	107.85876	105.6156	110.03669	107.38071	110.30169	108.87328	97.37574	95.99248	98.71878	NaN	NaN	NaN	30.93879	72.43124	72.12135	72.27082	63.92966	62.55776	63.21945	3
2.422318725	3.377834448	27882034592	13595000832	30967669392	19.72519799	1.7922E+11	1.74971E+11	1.0387E+11	1.3515E+11	65897799680	1.74234E+11	2.083310617	1.69286E+11	1.68116E+11	3180	5337.646043	0.659539481	5186.079124	5150	22677692927	11057415957	16.77964365	16.04337666	1.71946E+11	-6202341665	-3024199680	-3024199680	-4200.250338	-2048	5010259968	NaN	NaN	NaN	-2089327984	0.487589985	0.487589083	0.391978617	0.803910312	0.31087712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.17	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	7	4965396	49.09786	NaN	106.34473	105.8956	106.78157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0	808352936.4	18020000	NaN	35.81792884	2816700000	1.18155E+12	NaN	2173850349	48460000	2699287936	NaN	1.13248E+12	7244647114	NaN	761.50076	NaN	319487.2264	2040	NaN	NaN	NaN	NaN	NaN	-82988509.01	-1850000	NaN	181228960.2	4040000	48244404224	NaN	NaN	NaN	-1190760696	0.022292243	NaN	0.006689077	0.300062973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.23521	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	8574	47.10753	18.5987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.35176	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	134781473.2	363909984	NaN	34.42075442	474354000	NaN	355379179.6	346270358.3	934929984	NaN	NaN	NaN	593507944.2	5710	NaN	NaN	NaN	9540	99081468.05	267519968.5	28.61390404	25.30361776	NaN	-45300005.13	-122310016	NaN	60614813.74	163660000	222590901.5	10399999.82	28080000	NaN	NaN	2.700000048	2.7	1.575261112	0.583430031	NaN	117.9523504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
