Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	404888298.5	481996232.9	405699935	NaN	NaN	NaN	NaN	8320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.841707688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.128	53.998	50.737	17.791	1.09267	1.21031	0.98244	7	NaN	NaN	NaN	6	512809	33.86037	NaN	25.64087	18.0311	32.70779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
13.68253986	14.22560287	1437299647	43.00400543	400157151.8	22.61380983	NaN	1780492988	NaN	5864848683	175.4762726	NaN	4.099937214	1481881493	16284542411	NaN	NaN	1.23028946	158.9566688	1750	1087299150	32.53199057	18.53925325	17.10706342	1655542585	-490999986.8	-14.6907196	-124950402.9	NaN	NaN	49230998.89	NaN	NaN	NaN	163048767.8	2.992E-08	2.9918E-08	1.07756E-08	0.360148203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.246	NaN	NaN	NaN	23.27414	20.84218	25.71019	6	NaN	NaN	NaN	4	974498	45.22985	31.273	88.38936	79.79463	97.01908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
3.942413384	6.687791391	662962528	5303700224	NaN	30.49856346	NaN	NaN	2190743081	2173850016	17390800128	NaN	NaN	NaN	8337068006	720	NaN	NaN	NaN	2750	668762528	5350100224	30.76396822	30.76538347	NaN	100000	800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	2.08596117	0.260745146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.774	96.094	93.837	92.445	51.62743	NaN	NaN	6	NaN	NaN	NaN	4	274660	48.10384	NaN	100.88707	100.7688	100.99695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
13.12305975	16.58667989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.992397916	0.542739829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.453	99.638	99.923	189.362	50.73025	49.03795	52.34095	6	80.92676	75.15831	77.90317	6	152125	48.18932	24.84485	95.31224	95.04227	95.56472	98.57234	101.41409	100.03116	74.65587	74.92999	74.39952	NaN	NaN	NaN	25.60263	64.20731	62.29803	63.21363	52.74404	49.71873	51.16953	3
1.469391361	2.653717841	21409999675	1926900	34654144907	19.2996865	1.9895E+11	1.9424E+11	92857323879	1.05922E+11	9533000	1.92189E+11	8.980242733	1.86731E+11	1.61648E+11	3010	6237.668045	7.364712636	6060.54425	5250	16399777529	1475980	15.48284905	14.78330546	1.9424E+11	-5012222146	-451100	-451100	0	0	9381510144	NaN	NaN	NaN	-1327855221	9E-05	9.43032E-05	5.89738E-05	0.655264055	4.71191E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.27	102.401	111.158	115.008	52.63713	53.57396	51.72983	6	NaN	NaN	NaN	7	4778264	49.11248	20.00797	105.73881	105.34594	106.12077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.77142	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.23547	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	7704	46.9107	16.96916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.58827	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	34540740.13	93260000	NaN	14.04687312	383179000	NaN	202104422.4	209896292.6	566720000	NaN	NaN	NaN	403413690.2	3130	NaN	NaN	NaN	6250	3933333.359	10620000.26	1.873941321	1.599590351	NaN	-35999999.36	-97200000	NaN	41411110.38	111810000	195620489.8	12799999.77	34560000	NaN	NaN	2.700000048	2.7	1.404811026	0.520300371	NaN	128.6839276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
