Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	648659249.6	1161100032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	709820920.5	721426027.5	505070339	NaN	NaN	NaN	NaN	14130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.700099968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.59999847	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.966	50.808	49.978	NaN	1.18972	1.20051	1.17961	7	NaN	NaN	NaN	6	651622	32.14149	NaN	32.76832	21.86506	42.90133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
18.91138334	19.4823352	1810769346	54.17821884	550849435.8	22.70490535	NaN	2204294807	7194424494	6633214900	198.4657898	NaN	-8.548163498	1489620820	17814316786	730	NaN	-10.75879454	152.007088	1820	500750178.5	14.98244534	7.549132451	6.278814819	1894174678	-1342019040	-40.15320969	-310120129	NaN	NaN	74260118.9	NaN	NaN	NaN	361340043.6	2.992E-08	2.9918E-08	1.11408E-08	0.372353034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.922	NaN	NaN	NaN	20.3568	18.58106	22.14159	6	NaN	NaN	NaN	4	1031314	44.54734	32.57673	88.08672	78.27934	97.94465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
4.158860437	9.804491307	554212480	4433699840	NaN	26.06831985	NaN	NaN	2392371983	2126200000	17009600000	NaN	NaN	NaN	8685519126	750	NaN	NaN	NaN	2720	561412480	4491299840	26.40450005	26.40698401	NaN	200000	1600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	1.958386108	0.244798264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.579	96.228	93.742	106.621	54.60442	NaN	NaN	6	NaN	NaN	NaN	4	271728	48.29131	NaN	97.16266	97.4534	96.89269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
14.99219098	17.39488231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.985665051	0.540905761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.336	105.218	120.263	261.88	54.50652	52.34116	56.62686	6	77.54711	73.58251	75.49753	6	180270	48.41405	24.96814	99.35735	97.47914	101.18712	102.90694	108.3713	105.66195	88.66983	87.24381	90.05908	NaN	NaN	NaN	27.3695	63.64864	62.28586	62.94394	54.65084	51.82869	53.19149	3
1.423009427	2.435757044	27714772511	24389000	39499674247	21.95980623	1.999E+11	1.95168E+11	1.24116E+11	1.20716E+11	106230000	1.92999E+11	-2.326291033	1.87519E+11	1.72961E+11	3910	6082.722146	-3.740277562	5909.998169	5450	22223863463	19557000	18.41005366	17.60908321	1.95163E+11	-5490909048	-4832000	-4832000	0	0	8779029504	NaN	NaN	NaN	-945327480.9	0.00088	0.00087526	0.000614184	0.697936809	0.000447468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.401	106.553	109.736	NaN	61.13169	62.55699	59.75138	6	NaN	NaN	NaN	7	4998963	50.63092	19.25796	106.75395	109.60056	103.98419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.86467	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.94915	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	8042	47.04054	15.98807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.47078	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	95803684.23	258669952	NaN	28.28601522	437334000	NaN	315657669.5	308896279	834019968	NaN	NaN	NaN	523985539.2	5040	NaN	NaN	NaN	8360	70866635.87	191339920.2	22.94188719	20.92335756	NaN	-29800011.33	-80460032	NaN	54507406.44	147170000	213355949.7	12199999.78	32940000	NaN	NaN	2.700000048	2.7	1.591685086	0.589512984	NaN	119.9073341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
