Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1027541903	1839299968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68882665.15	123299968	-32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1186353162	1209992604	744521376	NaN	NaN	NaN	NaN	20540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.615310683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
45.65343165	47.51651464	97034203.89	44.38352966	NaN	1.6789684	NaN	NaN	5163696190	3510570816	1605.738159	NaN	NaN	NaN	13620695150	470	NaN	NaN	NaN	1240	-2069520272	-946.6003812	-58.95110456	-35.80860152	NaN	-2268823476	-1037.761841	-195296296	NaN	NaN	7373557.772	NaN	NaN	10497454.01	NaN	4.57401E-07	2.51417E-07	1.1789E-07	0.257738007	2.97426E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.819	NaN	NaN	NaN	18.24667	14.91292	21.61716	6	NaN	NaN	NaN	4	989444	46.47721	27.18103	74.74813	69.07488	80.48861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
8.717383187	16.22450841	-509541750.3	-38232192000	NaN	-71.82182008	2058900000	2.06787E+11	969813376.4	680665047.7	51072001024	2036798147	-8.388089531	2.08316E+11	6148467101	300	623.4492642	-7.695121881	63763.88453	1880	-14629275.22	-1097671111	-2.149262	-2.06205119	NaN	-28787524.94	-2160000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7822241541	75.03250122	75.0325	8.306460811	0.110704837	14.9012491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.437	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
22.64707233	24.86767922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.884517771	0.513352702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.47	105.046	118.517	560.206	56.23832	55.76165	56.68299	6	95.80702	97.08923	96.4564	6	231674	48.04682	17.63254	103.70692	102.34363	105.00044	102.63027	103.31666	102.98529	94.76394	92.92314	96.51051	NaN	NaN	NaN	33.90799	79.55513	78.40746	78.95961	73.36557	70.73619	72.00121	3
1.344549361	1.921053144	34700807775	34376007680	36045302359	15.16780374	2.2858E+11	2.23165E+11	2.1126E+11	2.24522E+11	2.2242E+11	2.25562E+11	13.33951872	2.19157E+11	2.29773E+11	6300	6725.161088	11.83088087	6534.19452	6850	31232142442	30939809108	13.91053419	13.65164206	2.18947E+11	-4257865333	-4218011648	-4218011648	-5426.794884	-5376	14542300160	769901586.7	762695296	762695296	-148706728.7	0.990639985	0.990641667	0.968000208	0.977146313	0.982252787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0.036372188	-252021191.8	-61430016	NaN	-19.80399524	1446100000	6.0663E+11	1063409747	1063305218	259180016	1163968307	-53.17052201	4.88342E+11	3409665862	310	337.3879856	-52.32742743	141550.9444	990	NaN	NaN	NaN	NaN	NaN	-209272304.2	-51010000	NaN	104820767.9	25550000	21311965184	NaN	NaN	NaN	-1184961590	0.243749407	NaN	0.076013318	0.311850269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.58074	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	7884	47.80568	15.0458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.05987	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	159337028.3	430209984	NaN	37.60050902	488119000	NaN	403912609.5	394062950.1	1063969984	NaN	NaN	NaN	678036907.7	6330	NaN	NaN	NaN	10630	128518504.4	346999967.9	32.61369899	30.32792336	NaN	-29700005.4	-80190016	NaN	63174072.96	170570000	220591582.1	6299999.889	17010000	NaN	NaN	2.700000048	2.7	1.569191842	0.581182153	NaN	118.1040158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.78	97.571	102.571	NaN	NaN	NaN	NaN	5	92.96029	103.47985	98.18182	7	9298	49.12884	NaN	101.41798	98.72488	104.16208	120.41667	113.94366	117.2028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.93425606	77.99752781	74.34367542	NaN	NaN	NaN	2
