Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1175891373	1231284942	2204000000	NaN	NaN	NaN	NaN	15320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-14525139.97	-26000000	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1121336301	1017544619	819228759	NaN	NaN	NaN	NaN	17770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.805103524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	481.8113713	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.809	42.502	27.658	NaN	NaN	NaN	NaN	7	NaN	NaN	NaN	6	1161444	31.67316	57.91294	37.8271	24.85469	49.90005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
52.10463213	54.26982319	1059653336	161897.0156	NaN	26.10255448	NaN	NaN	2283208845	1942981222	296854.5	NaN	NaN	NaN	8721660682	190	NaN	NaN	NaN	740	-811842587.7	-124035.7461	-41.78334709	-19.99820569	NaN	-2116595924	-323379.875	-198741761.6	NaN	NaN	-97563696.84	NaN	NaN	92984807.13	NaN	0.000152783	0.000059515	3.40365E-05	0.222776521	4.3683E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2.309099535	2.797629619	-192583128.6	-18222858240	NaN	-9.698632459	2517800000	2.50436E+11	1289548075	1990672850	1.88364E+11	2496581027	9.455040923	2.5534E+11	7951700526	410	785.2261583	11.02000632	80309.77494	2500	154416695.1	14611422943	7.757010153	7.77654191	NaN	4999823.68	473100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4298822778	94.62333679	94.62333333	23.68853139	0.250345551	31.98600592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.13	100.486	100.632	115.946	35.38372	NaN	NaN	6	NaN	NaN	NaN	4	287697	48.41413	NaN	102.6635	103.26201	102.10806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1
16.38656276	18.97715751	NaN	NaN	NaN	NaN	41209000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.825584839	0.497299057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.594	102.669	110.012	NaN	63.06936	61.77703	64.28603	6	93.02787	91.99334	92.49605	6	251182	47.9696	17.02467	102.35323	101.60472	103.05317	102.85128	102.62676	102.73527	90.18732	90.45435	89.93763	NaN	NaN	NaN	38.99483	84.30926	84.44696	84.38034	78.43975	76.92073	77.6557	3
1.165573444	1.70783609	43406327808	43406327808	43482990993	16.86075787	2.5648E+11	2.50401E+11	2.60551E+11	2.53881E+11	2.53881E+11	2.5406E+11	5.744508497	2.46846E+11	2.69862E+11	7570	7381.102274	4.397932619	7171.509708	7840	40344777203	40344777203	15.89120273	15.67152888	2.46843E+11	-3558752970	-3558752970	-3558752970	16918865920	16918865920	15328664974	497200000	497200000	497200000	93422529.72	1	0.999008333	0.940779866	0.940779866	1.071481366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.80521	NaN	NaN	6	NaN	NaN	98.53799	7	5180713	NaN	17.53274	112.17054	NaN	NaN	NaN	NaN	114.4937	NaN	NaN	NaN	NaN	NaN	NaN	20.51745	NaN	NaN	85.78824	NaN	NaN	83.35332	2
0	0.349409901	-135758777.4	-19310002176	NaN	-10.32261585	1392600000	5.84156E+11	1314498886	1314624315	1.86989E+11	1391984201	16.49810235	5.84006E+11	4088548705	400	423.0260691	19.32450562	177480.3554	1240	-30743132.39	-4372829256	-2.338548894	-2.337598731	NaN	-534355.0365	-76005376	NaN	41268977.25	5870000128	20145774592	238425007.2	33912999936	1.13763E+11	-104986950.2	142.2375964	288.6508333	45.73481112	0.321538133	54.31429636	41.50833333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.569	NaN	NaN	NaN	32.13654	NaN	NaN	7	NaN	NaN	105.97662	4	266076	50.55135	20.61326	94.71121	96.38274	93.0613	NaN	NaN	88.82187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	169714817.7	458230016	NaN	33.93693092	546980000	NaN	478104947	473588898.3	1278690048	NaN	NaN	NaN	806831879.2	7150	NaN	NaN	NaN	12060	148896317.5	402020064.3	31.43999321	29.77397087	NaN	-26499981.75	-71549952	NaN	76418517.17	206330000	253369540.8	888888.8732	2400000	NaN	NaN	2.700000048	2.7	1.584828365	0.586973458	NaN	104.3707969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
