Oil rents (% of GDP)	Total natural resources rents (% of GDP)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic savings (% of GDP)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI growth (annual %)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita growth (annual %)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross savings (% of GNI)	Gross savings (% of GDP)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Literacy rate, youth female (% of females ages 15-24)	Ratio of young literate females to males (% ages 15-24)	Literacy rate, youth male (% of males ages 15-24)	Literacy rate, youth total (% of people ages 15-24)	Literacy rate, adult female (% of females ages 15 and above)	Literacy rate, adult male (% of males ages 15 and above)	Literacy rate, adult total (% of people ages 15 and above)	Ratio of female to male primary enrollment (%)	Ratio of girls to boys in primary and secondary education (%)	Ratio of female to male secondary enrollment (%)	Ratio of female to male tertiary enrollment (%)	School enrollment, preprimary (% gross)	School enrollment, preprimary, female (% gross)	School enrollment, preprimary, male (% gross)	Primary school starting age (years)	Primary completion rate, female (% of relevant age group)	Primary completion rate, male (% of relevant age group)	Primary completion rate, total (% of relevant age group)	Primary education, duration (years)	Primary education, pupils	Primary education, pupils (% female)	Pupil-teacher ratio, primary	School enrollment, primary (% gross)	School enrollment, primary, female (% gross)	School enrollment, primary, male (% gross)	Gross intake rate in grade 1, female (% of relevant age group)	Gross intake rate in grade 1, male (% of relevant age group)	Gross intake rate in grade 1, total (% of relevant age group)	School enrollment, primary (% net)	School enrollment, primary, female (% net)	School enrollment, primary, male (% net)	Net intake rate in grade 1, female (% of official school-age population)	Net intake rate in grade 1, male (% of official school-age population)	Net intake rate in grade 1 (% of official school-age population)	School enrollment, primary, private (% of total primary)	Persistence to grade 5, female (% of cohort)	Persistence to grade 5, male (% of cohort)	Persistence to grade 5, total (% of cohort)	Persistence to last grade of primary, female (% of cohort)	Persistence to last grade of primary, male (% of cohort)	Persistence to last grade of primary, total (% of cohort)	Income
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1084288094	1120000024	2004800000	NaN	NaN	NaN	NaN	14940	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36759777.32	65800000	2.38419E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.789999962	1.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1142448902	1007090896	770273984	NaN	NaN	NaN	NaN	18830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.764850508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	487.4956086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.933	35.768	37.656	NaN	NaN	NaN	NaN	7	13.5525	38.75994	26.63273	6	786532	24.52793	48.67153	27.90982	14.20399	40.66089	12.60062	36.26923	24.84466	25.6685	13.06344	37.39548	NaN	NaN	NaN	NaN	89.31768	89.30897	89.3111	87.788	87.78536	87.786	0
39.42249068	41.20146372	525299598	2677.163574	NaN	9.938315291	NaN	NaN	3549258264	3239442260	16509.6582	NaN	NaN	NaN	10575318288	310	NaN	NaN	NaN	930	-1355058193	-6905.987456	-41.82998443	-25.63679014	NaN	-2046157791	-10428.14258	-215708350.7	NaN	NaN	27422574.93	NaN	NaN	9787626.872	NaN	5.09645E-06	2.66017E-06	1.56115E-06	0.306321018	4.27362E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
4.245052789	5.594109323	-413491807	-42202007552	NaN	-33.67002351	2247500000	2.257E+11	1044129835	1216071331	1.24115E+11	2280919185	11.98552924	2.33283E+11	7107574554	320	707.2834747	13.44683768	72338.11058	2200	129708486.9	13238372448	10.66619067	10.56196938	NaN	-11999706.06	-1224720000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9512157857	102.0625	102.0625	17.46239583	0.171095121	26.77763491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.467	NaN	NaN	NaN	6	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
18.58895795	21.25178629	NaN	NaN	NaN	NaN	40132000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.671000004	3.671	1.867656364	0.508759565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.874	104.578	114.711	415.463	58.92875	58.07732	59.72598	6	93.89494	93.92385	93.90966	6	238469	48.18027	17.10681	101.36575	100.77448	101.92174	103.21392	101.4654	102.30937	91.58236	91.44213	91.71423	NaN	NaN	NaN	35.60085	80.80969	81.94704	81.39322	74.54443	73.45101	73.98344	3
1.206193914	1.860226554	39424156656	39382761472	39382774654	16.65198026	2.4224E+11	2.36505E+11	2.41274E+11	2.33681E+11	2.33436E+11	2.40258E+11	6.515463096	2.33436E+11	2.50108E+11	7100	7070.161342	5.129992424	6869.398204	7360	36904288369	36865539035	15.79255916	15.58763798	2.33436E+11	-3072075605	-3068849940	-3068849940	15312129890	15296052224	15296052265	552780416.9	552200000	552200000	350.9555531	0.998950005	0.998945833	0.933340515	0.934321548	1.055334625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0	0.022678227	-44004018.74	-154520064	NaN	-3.662993037	1515300000	6.35636E+11	1102754546	1102577578	3871699968	1194855687	2.653627253	5.01301E+11	3490634805	330	354.5173449	5.077050761	148737.5577	1040	-87499636.94	-307254880	-7.935916589	-7.283665675	NaN	-98735618.19	-346710016	NaN	49343600.63	173270000	22484123648	449335181	1577840000	2.41318E+11	81308993860	3.511498913	9.105	1.109167869	0.315867354	1.225421241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.20809	NaN	NaN	7	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	169785170.3	458419968	NaN	37.18979223	514429000	NaN	441925530.7	433637017.5	1170819968	NaN	NaN	NaN	745897975.3	6770	NaN	NaN	NaN	11430	144211090.7	389369951.9	33.25617623	31.58803853	NaN	-22900005.52	-61830016	NaN	69196295.07	186830000	236354924	-2666666.62	-7200000	NaN	NaN	2.700000048	2.7	1.569678437	0.581362374	NaN	125.5006208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
0.695114319	2.536418656	71436902754	1.01669E+11	NaN	22.67509417	3.0282E+11	6.51495E+11	3.3694E+11	3.06134E+11	4.3569E+11	3.02598E+11	4.569204147	6.91762E+11	3.26831E+11	19070	17127.84972	3.551153368	39155.58642	18500	62431515996	88852533566	20.39352144	19.81665568	NaN	-8911607645	-12683000000	NaN	23778808319	33842000000	50197000000	-155986509.3	-222000000	NaN	-58666749099	1.4232	1.47056	1.333073577	0.936673396	1.387110908	81.86151551	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.948	100.126	100.225	98.882	70.91406	71.01377	70.81943	6	NaN	NaN	NaN	6	1633797	48.64784	16.58239	105.64044	105.61223	105.66718	NaN	NaN	NaN	96.52268	96.9862	96.08334	NaN	NaN	NaN	25.05483	NaN	NaN	NaN	NaN	NaN	NaN	3
0.056252252	0.27226598	44905148468	37958322000	43189197054	23.83200616	1.6129E+11	1.85451E+11	1.923E+11	1.86719E+11	1.57833E+11	1.55001E+11	0.558036916	1.82111E+11	1.69513E+11	24320	19606.35879	-0.267783103	23035.63613	21440	42195921542	35668212479	22.59866992	22.39416852	1.83788E+11	-1705096415	-1441318000	-1663159818	20714521472	17509985000	20217231580	-745309357.6	-630010000	-1663159818	1661498074	0.8453	11.6321825	0.931099943	1.101502358	0.95643695	102.765023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.678	95.253	93.115	90.095	74.71892	74.26765	75.14766	6	NaN	NaN	NaN	4	382663	48.64149	11.42039	100.97582	100.8086	101.1347	NaN	NaN	NaN	87.92184	88.64926	87.23067	NaN	NaN	NaN	4.47705	NaN	NaN	NaN	NaN	NaN	NaN	3
23.78280307	33.11891152	128340202	1014840	NaN	3.230287366	NaN	NaN	4423402102	3971444074	31403880	NaN	NaN	NaN	15667744389	590	NaN	NaN	NaN	2090	NaN	NaN	NaN	NaN	NaN	-1583322.819	-12520	NaN	194298496.7	1536400	NaN	NaN	NaN	NaN	NaN	0.007907421	0.019995	0.002004365	0.253478993	0.003695492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.809	97.164	96.288	71.95	16.56618	15.0254	18.01788	7	94.72717	96.54392	95.65807	3	553862	48.37775	NaN	109.50347	108.83	110.14223	96.93412	96.56104	96.74238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.19983	92.73167	91.98564	2
NaN	8.934284839	-58560590.44	-14218511360	NaN	-6.238925613	NaN	NaN	1044187086	928818579.2	2.25517E+11	NaN	NaN	NaN	2959639481	180	NaN	NaN	NaN	500	113683206.8	27602282609	12.23954918	12.11157649	NaN	-9814032.896	-2382847187	NaN	97199333.64	23599998208	1.67527E+11	95792108.25	23258323883	NaN	NaN	242.8	242.78	76.19750732	0.313828284	125.9717593	125.0560421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.76	79.95	62.964	35.522	NaN	NaN	NaN	7	46.70702	60.48783	53.58987	6	651086	44.9873	62.60442	69.51747	62.54198	76.49431	56.17896	67.09313	61.64104	51.71843	47.57577	55.8619	NaN	NaN	NaN	1.00156	65.29367	66.02018	65.69002	NaN	NaN	NaN	0
0	0.000115934	53411207491	45805451544	55357428976	24.06057066	1.9756E+11	2.36211E+11	2.31794E+11	2.24338E+11	1.92392E+11	1.93313E+11	0.039403007	2.32929E+11	2.09284E+11	22990	19169.4087	-0.350627134	23097.77519	20750	NaN	NaN	NaN	NaN	2.38651E+11	2351257771	2016438665	2440614765	22069134184	18926489476	23231831106	-1567283082	-1344101971	2440614765	5787964778	0.8576	34.59652083	0.919286818	1.071929592	0.944758961	101.6399863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.031	102.993	105.845	99.838	116.96722	117.06717	116.87248	6	NaN	NaN	NaN	6	739093	48.53029	12.35322	102.15084	101.6413	102.63599	NaN	NaN	NaN	97.37385	97.3431	97.40313	NaN	NaN	NaN	55.83939	NaN	NaN	NaN	NaN	NaN	NaN	3
