Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10474920.73	NaN	NaN	NaN	172625702	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.997850615	106.3120397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1531843680	2742000128	1660899494	7.781030881	2579200000	NaN	NaN	NaN	17987.61968	19503.05297	5.133364501	30286.16385	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2592802.162	0.219608763	NaN	NaN	156250928.7	13.23435846	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.228151491	133.9869627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1180646037	1038925571	1043130113	9.067673964	775393031.1	NaN	NaN	NaN	18190.37111	16071.64491	9.608769273	11946.58395	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6305694.857	NaN	82546895.75	NaN	NaN	NaN	0	NaN	6641980	NaN	NaN	0.911683618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
690942018.4	157696000	443979128.9	10.2	157696000	9.002017942	336059588.1	76700000	215655894.7	9.3	76700000	4.378391184	4663407332	1064345000	5416843764	8.025228069	1064345000	60.75774139	NaN	NaN	NaN	NaN	NaN	2321063239	529744000	2096516014	6.986111952	529744000	30.24024067	283347347.8	4.418226424	41754486.01	0.651076408	0	0	710077350.8	11.07221415	0	0	2674872109	41.70919801	117047045.8	1.825110963	41.70919801	12.77466637	109072233.9	1.700759968	3028197368	NaN	NaN	-2441145533	-38.06470674	-2324098487	-36.23959577	NaN	NaN	94.319571	100	NaN	NaN	7407950903	1690741328	NaN	NaN	1.018349107	0	7675412589	1751785000	8037220379	7.9	1751785000	25621820800	30359522468	0.406506978	600.0055025	628.2888895	5.036283138	136.9412559	2002.919489	2373.277048	2
677430152.6	99379003392	867214026	-9.700005513	87479025664	33.62214704	267266540.8	39208001536	218376679.5	-25.09999777	31672213504	13.2649468	376428092.4	55222001152	354772840.9	-22.27154269	45977935872	18.68284224	NaN	NaN	NaN	NaN	NaN	960974870.5	1.40975E+11	1285185848	-3.921838345	1.31923E+11	47.69501072	63844365.98	2.842803983	8732557.68	0.388835403	0	0	207507043.1	9.23968528	322443.8021	0.014357485	25210930.38	1.122569426	2324531.423	0.103504625	1.136926911	4.726443354	-101390721.8	-4.514634039	2012783297	2347260041	-11.84904821	-74105554.74	-3.299704883	-71781023.31	-3.196200257	26245502878	2.35226E-05	13.94310118	113.9431012	18186806624	2340426.518	2014833116	2.95576E+11	2474297975	2.6538E+11	0.246035063	0.023495171	2196223714	3.22186E+11	2768986763	-10.20000033	2.8276E+11	9345491739	11073555960	0.053331487	710.3147881	895.560973	-9.598942794	91451.94253	3022.570489	3581.470551	1
1579950965	5800000000	NaN	NaN	NaN	2.004021865	6224734398	22851000000	NaN	NaN	NaN	7.895500625	35815309143	1.31478E+11	NaN	NaN	NaN	45.4284115	NaN	NaN	NaN	NaN	NaN	41443748254	1.5214E+11	NaN	NaN	NaN	52.56756663	NaN	NaN	235571633.2	NaN	NaN	NaN	10900071359	NaN	0	NaN	9564565999	NaN	NaN	1.390295169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.952300729	51.4352217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	78839008363	2.89418E+11	91201636370	8.190398667	5.62684E+11	1.54583E+11	1.83166E+11	3.32978435	30187.89496	34921.61401	2.488965452	215455.0109	59190.53853	70135.39351	3
15293015040	15293015040	12151015141	0.461125132	13695235845	5.599945444	53382062080	53382062080	51977274336	9.15143355	48626636381	19.54726616	79596593152	79596593152	79211378276	9.928789422	75434120783	29.14641606	15.58109351	26.95385708	12.82898949	36.17254705	8.46351287	1.78203E+11	1.78203E+11	1.74242E+11	7.748047388	1.71166E+11	65.25363887	9107631659	3.176550759	761806759.9	0.265702208	0	0	36033829135	12.56784327	39639832.64	0.013825542	5243371749	1.828778011	4261937755	1.486474434	1.842603553	15.52967374	8487420740	2.960234208	2.45398E+11	2.39498E+11	8.06834437	7292873002	2.54360103	11554810757	4.030075464	29579989298	0	-0.463954028	105.5570564	0	3375413963	2.73092E+11	2.73092E+11	2.65269E+11	2.60295E+11	0.064444553	0.021660803	2.92859E+11	2.92859E+11	2.85509E+11	8.111046758	2.77441E+11	3.2195E+11	3.81481E+11	0.691513661	8199.901173	7994.115547	6.816024287	7768.216972	9014.425582	10681.27274	2
482227868.2	2.36581E+11	392064595.6	-4.499539817	2.19716E+11	31.96867743	368238878	1.80658E+11	292976672.5	1.300178921	1.56916E+11	24.41192367	500799028.4	2.45692E+11	511593690	1.922897545	2.07493E+11	33.19982866	NaN	NaN	NaN	NaN	NaN	525411696.7	2.57767E+11	510926273.2	5.041248928	2.00732E+11	34.83149391	31955150.89	1.838518507	18543721.06	1.066900747	0	0	236392169.9	13.60066741	5661726.928	0.32574372	0	0	44633782.14	2.567975184	0.32574372	0.309050903	-231020579.6	-13.29161651	1496038528	1495406119	8.845128481	-267904658.8	-15.41371765	-223270876.7	-12.84574247	1.43733E+11	NaN	17.73599451	117.7359945	35878010880	28750182400	1508438593	7.4004E+11	1425096068	6.2794E+11	0.043778867	0.544311284	1639492424	8.04335E+11	1628518751	3.321079696	6.83168E+11	5076561481	6015262675	0	522.9914498	519.4908922	4.552065625	217927.9238	1619.402572	1918.844455	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20014814.46	54040000	11888338.83	4.809242343	41334827.12	4.106819974	10807407.22	29180000	11874647.07	5.989887203	40499888.03	2.217561193	88551850.29	239090000	92761107.57	7.136546579	275415667.4	18.16986654	NaN	NaN	NaN	NaN	NaN	378788870.3	1022729968	527483410.8	5.199168333	1479567918	77.72331349	20605304.01	3.694717887	1908302.391	0.342175926	NaN	NaN	71193737.97	12.7656829	0	0	0	0	NaN	NaN	NaN	32.32211949	109056464	19.55481307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.174710864	76.53081548	-32	NaN	487355535.1	1315859968	628541490	1761933052	NaN	0	579851829.8	1565599968	727449920.1	4.885845391	2045711859	970163431.4	1149555245	NaN	8017.640963	10058.48732	2.170955004	28286.1627	13414.49948	15894.95928	2
