Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2744312.451	0.423074589	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940116014.2	16.9979129	1459900032	NaN	NaN	NaN	NaN	15394.32469	18.45586066	23905.74648	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99411748.21	13.77989488	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.936126283	87.16292521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	721426027.5	505070339	779536863.3	5.094324232	579455471.2	NaN	NaN	NaN	14360.73787	15517.49469	3.562971311	11534.6658	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12850612.79	NaN	76079659.36	NaN	NaN	NaN	0	NaN	46329906.49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1269418416	37.98099899	664440077.5	-2.802617458	236001054.2	15.91700513	657520064.7	19.67300034	403251729.7	11.1503145	143420182	8.244523724	3140641789	93.96800232	4954178561	12.25465618	973436822.2	39.37993245	NaN	NaN	NaN	NaN	NaN	3565173863	106.670002	2507207818	-0.272511595	633516887	44.70306242	331733821.8	5.001101681	22989779.15	0.346585773	0	0	731530035.2	11.02828789	0	0	1180203144	17.79232486	NaN	NaN	17.79232486	7.549132451	-230811005.2	-3.479625019	4721481721	NaN	-2.888838087	NaN	NaN	-1102238958	-16.61696439	1010447981	NaN	2.291487833	1.29476E-05	6.610004425	699274.5008	7656784874	229.0910034	NaN	1768694644	0.504529687	0	7975234067	238.6190033	8455508856	5.6	1842954763	21418474792	31939551112	0.066422169	813.8259685	862.8352004	3.04737069	188.0627493	2185.63002	3259.244293	2
669687488	5357499904	602977605.9	-6.467904453	60824539136	31.49988184	NaN	NaN	NaN	NaN	NaN	NaN	984337472	7874699776	928932569.8	-0.343891398	1.20388E+11	46.29997516	NaN	NaN	NaN	NaN	NaN	471975040	3775800320	1331859649	4.212284365	1.36714E+11	22.20014299	NaN	NaN	32833151.36	1.544217447	18809671.11	0.88466142	188138996.2	8.848602964	46809983.58	2.201579512	67005254.44	3.151408825	NaN	NaN	6.237649757	26.40450005	373267076.1	17.55559572	1805436095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.073489823	1.56306E-06	5.143105403	100608	NaN	2126000000	17008000000	2872332710	3.08071E+11	1.310793005	3.523517082	2126000000	17008000000	3238396691	-1.420039678	3.30695E+11	8684702127	12950790323	0.811320782	665.4451189	1013.629008	-3.852869777	103508.6885	2718.340846	4053.640737	1
434486515.5	1595000000	NaN	NaN	NaN	1.197735192	3207028054	11773000000	NaN	NaN	NaN	8.840712483	19231272113	70598000000	NaN	NaN	NaN	53.01423765	NaN	NaN	NaN	NaN	NaN	16609915537	60975000000	NaN	NaN	NaN	45.78802715	NaN	NaN	216751384.6	NaN	NaN	NaN	3917733584	NaN	0	NaN	3943082232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.381045749	43.34562669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	36275674166	1.33168E+11	49795752494	-2.61890772	3.07224E+11	67064684401	1.00008E+11	2.402691324	22513.89702	30904.90995	-8.328784353	190673.2521	41622.58684	62068.38035	3
11330681730	9971000	9787277101	7.7929606	11031100416	8.977868218	35337499724	31097000	40262674674	-4.504127485	37667201024	27.99967586	48572726893	42744000	59649537127	-3.745781028	56805101568	38.48661108	NaN	NaN	NaN	NaN	NaN	66303408573	58347000	1.21645E+11	-1.928630875	1.19498E+11	52.5355207	1402156282	1.161533971	544359845.8	0.450942924	0	0	14790535121	12.25234963	148146513	0.122723273	1933886613	1.602014716	NaN	NaN	1.724737988	18.41005366	7431948320	6.156560833	1.03843E+11	1.66389E+11	-0.403943771	NaN	NaN	6209091652	5.14355709	12050072199	0	388.491339	0.056631634	0	NaN	1.26207E+11	111062000	1.90913E+11	1.87334E+11	0.122553434	0.187849383	1.26207E+11	111062000	2.01816E+11	-2.556904885	1.96113E+11	1.80828E+11	2.69655E+11	0.7023448	3977.632453	6360.588619	-3.967552903	6180.850423	5699.129778	8498.648963	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
11888888.68	32100000	10212208.01	5.977229602	35507050.93	4.183445978	8925925.768	24100000	12410640.31	2.115453568	42327956.37	3.140842619	59307406.36	160130000	72673066.73	10.08754989	215772554.9	20.86900948	NaN	NaN	NaN	NaN	NaN	212992594.8	575080016	384267929.9	4.485451477	1077854752	74.94754454	11412846.07	3.694717887	1281774.678	0.414953097	NaN	NaN	41359285.29	13.38937634	0	0	0	0	NaN	NaN	NaN	22.94188719	29503187.13	9.551163007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.14881435	59.97927154	0	NaN	284188889.8	767310016	467657919.1	1310942806	NaN	0	338696290.3	914480000	542165230.6	5.421802293	1524660064	574535759.6	856758475.7	NaN	5404.526805	8651.250708	6.836532634	24328.77602	9167.78247	13671.16877	2
