Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.26469	17082244.07	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.0583	3985947.432	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4462555832	2.07301E+11	NaN	5.177013484	1.50865E+11	29.91532348	1957737901	90943444777	NaN	13.09270795	59347826574	13.12395067	3306723827	1.53608E+11	NaN	18.07076519	1.11125E+11	22.16705329	NaN	NaN	NaN	NaN	NaN	7148011258	3.32049E+11	NaN	6.546758758	1.94321E+11	47.91762323	NaN	NaN	7795249.197	0.051412364	392800577.5	2.590655628	1349735489	8.901972249	0	0	0	0	121735191.4	0.80288568	2.590655628	NaN	NaN	NaN	13419671262	NaN	9.57074913	NaN	NaN	NaN	NaN	72597713078	0	3.682877957	170.8762366	1.62325E+11	94995918185	14917290917	6.92958E+11	NaN	4.56311E+11	2.278014339	0	17243112604	8.01E+11	NaN	8.2	4.6876E+11	41328322065	37237284183	NaN	501.4709467	NaN	5.220882442	13632.67113	1201.926431	1082.949267	0
8116937632	7.45993E+11	1959111311	5.888460948	695852568.7	9.8421845	5051024009	4.64218E+11	1257743857	10.66441149	447328156.5	6.124614044	49424897418	4.54243E+12	18044002084	0.546309315	3545430556	59.93010928	NaN	NaN	NaN	NaN	NaN	24929059818	2.29112E+12	5750561753	9.799929286	1453041887	30.22770622	1712948405	2.26834	224299326.1	0.297024202	0	0	9119704646	12.0765989	0	0	26469095026	35.05120576	1376869629	1.823293945	35.05120576	17.81647164	3205247135	4.244488779	39926705301	NaN	NaN	-22022821696	-29.16331117	-20645952067	-27.34001723	7756470456	NaN	22.39392353	133107.0317	-4.99609375	-2320145858	NaN	NaN	NaN	NaN	0.191049102	0	82470894868	7.57955E+12	26125663270	3.407643628	5694325012	1.09528E+11	98686190453	0.064880484	4321.940845	1369.132363	0.55285442	298.4148031	5739.899254	5171.713948	2
2036876168	2.11705E+11	NaN	NaN	NaN	20.16002904	1950966503	2.02776E+11	NaN	NaN	NaN	19.30973613	1950966503	2.02776E+11	990945367.6	7	1.28425E+11	19.30973613	NaN	NaN	NaN	NaN	NaN	6115695199	6.35641E+11	NaN	NaN	NaN	60.53023483	332083639.3	2.842803983	38028440.37	0.325542692	0	0	1243913729	10.64853092	39518876.68	0.33830158	253700797.5	2.171807197	27265255.11	0.23340438	2.510108777	13.5557682	198730111.4	1.701230309	10144419083	5874964060	-1.922854407	313180718.2	2.680985414	340445973.3	2.914389793	2.82215E+11	0.003218698	3.45934259	196.6489277	7495629371	1.234E+11	10103537870	1.05012E+12	5268500836	5.65071E+11	0.059806188	0.536581449	11858216877	1.2325E+12	6137563946	3.5	6.26749E+11	27720149995	24544955833	0.007579689	3700.738411	1915.424459	3.126573831	195597.2768	8650.965393	7660.043814	1
2611300279	9590000000	NaN	-4.198516498	7833687306	0.877310143	28934786395	1.06263E+11	NaN	3.064736328	93459102902	9.721126982	1.65268E+11	6.06947E+11	NaN	-0.595778535	5.42293E+11	55.5245839	NaN	NaN	NaN	NaN	NaN	1.29769E+11	4.76577E+11	NaN	4.244049874	4.27203E+11	43.59810596	NaN	NaN	1044290222	NaN	NaN	NaN	41096347320	NaN	0	NaN	38071300661	NaN	NaN	0.825921316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1063E+11	NaN	8.549032358	111.8470853	0	0	2.94729E+11	1.08239E+12	NaN	9.68315E+11	NaN	0	2.97648E+11	1.09311E+12	1.58409E+11	1.432129773	9.77329E+11	3.53095E+11	3.18142E+11	2.446981605	39624.70188	21088.26438	-6.30353708	130107.7387	47006.02659	42352.95998	3
33829797181	1.32366E+11	18204926226	28.01637365	20518512677	10.00347112	69431539209	2.71665E+11	72201715919	9.827763781	67547339311	20.53090634	1.04613E+11	4.0932E+11	1.12508E+11	7.795492288	1.07143E+11	30.93413152	NaN	NaN	NaN	NaN	NaN	1.99738E+11	7.81513E+11	2.63629E+11	7.777896814	2.58976E+11	59.06239735	21552248232	6.00979	1611354556	0.449322149	0	0	43501969888	12.13041446	1538174809	0.428916162	15983725795	4.457021579	5690659135	1.586825931	4.88593774	23.09319451	32335133270	9.016570266	2.97595E+11	3.64374E+11	9.256071955	36042945096	10.05048423	41733604231	11.63731016	69629290780	0.001209634	15.37617236	341.7561416	35468379807	2517353422	3.38181E+11	1.3232E+12	3.94024E+11	3.86637E+11	0.0775185	0.643004452	3.68711E+11	1.44266E+12	4.34406E+11	9.160916925	4.2213E+11	6.44196E+11	5.80427E+11	1.39174475	9123.714017	10749.31922	8.215759436	10445.56381	15940.55058	14362.61581	2
1630833749	6.09378E+11	698975010.9	-15.79227946	3.91711E+11	19.57784171	888277539.5	3.31914E+11	579283878.7	5.865458764	3.1026E+11	10.66359895	2995620623	1.11935E+12	1389122344	6.497256188	5.63401E+11	35.96184246	NaN	NaN	NaN	NaN	NaN	3703543252	1.38387E+12	1515428947	4.454147837	5.95379E+11	44.46031582	215528251.8	2.219690404	35999233.73	0.370750252	0	0	964243301.9	9.930584905	99063302.86	1.020236841	0	0	218229703.2	2.247512213	1.020236841	18.13677567	698916055.8	7.19802276	8646527318	3809643118	8.17081933	659043506.9	6.787381866	877273210.2	9.034894079	3.90533E+11	NaN	9.169921916	203.4746897	-1.0525E+11	-1.13831E+11	8329997624	3.11259E+12	3518803879	1.55049E+12	0.006137234	1.67158623	9371175470	3.50164E+12	4102285513	2.096365892	1.72092E+12	16817347221	15152619472	0	3030.710627	1326.710864	1.862163867	556559.0241	5438.860163	4900.474333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
19799800.03	53459460.08	13580740.28	3.611744256	47219175	2.000780579	18345348.82	49532441.81	13465703.17	-14.99999991	45926373	1.853807492	197241629.3	532552399	155157633.1	-20.14657953	460676292	19.93137409	NaN	NaN	NaN	NaN	NaN	772562340.1	2085918318	515529219.4	-7.25903673	1446036933	78.06784533	25463648.43	2.15941	2908983.164	0.246692352	NaN	NaN	149722650.8	12.69702534	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.280005724	132.3993562	NaN	NaN	989603769.4	2671930177	697034192.7	1953932400	NaN	0	1153788955	3115230177	836686777.1	-8.881994751	2352904324	1467436869	1322177165	NaN	13006.30092	9431.707554	-9.814642127	26523.55229	16541.95546	14904.48839	2
