Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9791235.4	NaN	NaN	NaN	174860338.9	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.262272844	110.7838181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1722905065	3084000000	1792653581	1.166555089	2783800064	NaN	NaN	NaN	19480.6208	20269.25648	-0.680802349	31475.99629	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2979941.209	0.240348801	NaN	NaN	164999655.3	13.30813815	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.731976912	139.711564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1239840266	1163747891	1120580710	4.099081148	832964614.9	NaN	NaN	NaN	19377.04565	17513.17824	4.523709736	13018.12323	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4831761.817	NaN	87658148.29	NaN	NaN	NaN	0	NaN	3639243.948	NaN	NaN	0.839386712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
387132616.5	1080100000	473137902.2	1.3	168052842.5	6.290256828	198351254.5	553400000	242284869	7.1	86170839.3	3.222875779	4475376344	12486300000	6358620022	6.453575211	1249392769	72.71737231	NaN	NaN	NaN	NaN	NaN	1291971326	3604600000	2034842769	-3.252038244	514160512.3	20.99237086	141513647.5	2.99979	53149379.99	1.126654435	0	0	549572396.8	11.64977237	0	0	2068533415	43.84853308	85602092.92	1.814583306	43.84853308	-2.230596291	-654885757.9	-13.88219287	2099345992	NaN	NaN	-2720570942	-57.67034948	-2634968849	-55.85576617	NaN	NaN	556.9392569	888.9493459	NaN	NaN	5956487975	16618601451	NaN	NaN	0.973145112	0	6154480287	17171000000	8862242855	3.239799671	1931606123	29068878508	33475934263	0.249813232	455.4968822	655.9000601	0.387397223	142.9593607	2151.405629	2477.574544	2
911940617.6	1.25939E+11	913346393.6	0.400005606	92132564992	29.50918524	336770450.6	46507999232	379515855.2	34.20042474	55042998272	10.89744378	518450384.4	71597998080	571894382.6	30.05381304	74116505600	16.77636475	NaN	NaN	NaN	NaN	NaN	1659970898	2.29242E+11	1581282260	10.89877092	1.62317E+11	53.71445002	99369199.26	2.842803983	17368800.19	0.496895363	0	0	342670781.7	9.803297905	462800.6642	0.013240034	23352292.16	0.668074108	9712468.102	0.277859168	0.681314142	15.31022743	192442980.8	5.505505493	3128978458	3079504113	12.6896737	240965595.6	6.893664836	250678063.7	7.171524004	75231579540	0	4.476068523	135.1807882	84926138496	-6471670708	3090361900	4.26779E+11	3063420221	3.28566E+11	0.085808322	0.021564726	3434402453	4.74291E+11	3435833539	10.1	3.50857E+11	11931468806	13740367221	0.018195482	1117.705767	1118.171505	10.32616772	114184.248	3883.025264	4471.72045	1
1970320002	7236000000	NaN	NaN	NaN	2.333245197	7226412732	26539000000	NaN	NaN	NaN	8.557489537	35484548325	1.30317E+11	NaN	NaN	NaN	42.02066257	NaN	NaN	NaN	NaN	NaN	46990607197	1.72573E+11	NaN	NaN	NaN	55.64609223	NaN	NaN	454930596.1	NaN	NaN	NaN	11640677781	NaN	0	NaN	7395416977	NaN	NaN	1.298902803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.443377451	53.40504321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	84445475523	3.10126E+11	94122535024	2.902213649	5.80705E+11	1.64147E+11	1.89033E+11	2.226052077	29148.90158	32489.23039	-2.125294524	200447.9943	56660.17669	65250.27616	3
12638962688	12638962688	13538045385	2.468792458	15258537848	4.735356491	48089825280	48089825280	48740807103	-7.928867365	45598803211	18.01749652	74264969216	74264969216	76440819567	-6.649800927	72795678367	27.82436444	15.52559665	29.79777737	9.593732922	36.66605939	8.416833668	1.80002E+11	1.80002E+11	1.79431E+11	-1.626403141	1.76264E+11	67.44027945	12053974296	4.36688	844494053.3	0.305940937	0	0	34702202799	12.5718167	117355974	0.042515393	4103421609	1.486576072	3992368944	1.446344224	1.529091465	14.1597192	4378692805	1.586300549	2.37109E+11	2.37666E+11	-4.385834739	7379448406	2.673405871	11371817350	4.119750095	29294651977	0	-1.836587325	101.8515024	0	-458560957.6	2.66906E+11	2.66906E+11	2.69368E+11	2.64318E+11	0.073815292	0.066239649	2.83523E+11	2.83523E+11	2.86464E+11	-3.385457053	2.78369E+11	3.32367E+11	3.82756E+11	0.527362595	7759.032261	7839.514938	-4.459944973	7617.985084	9095.725508	10474.70439	2
497525703.1	2.66206E+11	448675865.1	1.400004955	2.51441E+11	29.46402128	390450784.6	2.08915E+11	301922479.8	5.400000384	1.61707E+11	23.12292642	543670642.5	2.90896E+11	547257888.5	6.0144216	2.21957E+11	32.19677553	NaN	NaN	NaN	NaN	NaN	647390922.9	3.46393E+11	557024507.9	5.102991682	2.18843E+11	38.33920501	42183488.79	2.219690404	17751935.49	0.934104835	0	0	259638172.6	13.66213124	1979808.313	0.104177289	0	0	47022160.48	2.47430076	0.104177289	1.67061295	-227889473.5	-11.99151829	1638804201	1604118703	2.737791316	-252459889	-13.28441077	-205437728.5	-10.81011001	1.60658E+11	NaN	0.053804078	130.4021011	27039399936	6062028229	1688587238	9.03495E+11	1571025905	6.92241E+11	0	0.170832408	1845482181	9.87444E+11	1805064840	3.3	7.5723E+11	5789622012	6667371287	0	597.1228404	584.0454354	3.91756917	245008.7404	1873.285787	2157.289689	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21888888.5	59100000	12799544.5	3.448275862	44503018.18	3.944996996	12518518.3	33800000	13073005.95	4.166666667	44587032.7	2.256191175	107481479.6	290200000	107813326.9	7.865646259	320106994.8	19.37120352	NaN	NaN	NaN	NaN	NaN	425481474	1148800000	572949756.4	4.192776575	1607099030	76.68379948	21100914.92	3.35784	2022102.963	0.321782171	NaN	NaN	80548566.77	12.81788967	0	0	0	0	NaN	NaN	NaN	37.17132934	153028612.4	24.35181593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.969550784	79.13979851	-20000	NaN	554851842.1	1498100000	692000630.8	1939822275	NaN	0	651851840.3	1760000000	790817671.3	4.121605395	2223912662	1085172258	1249692353	NaN	8578.691062	10407.5498	1.661932016	29267.78525	14281.40104	16446.56646	2
