Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9646618.644	1.013942828	NaN	NaN	112685073.1	11.84417317	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.21449806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	872067021.9	1560999936	1193642719	4.000446991	1853600000	NaN	NaN	NaN	13490.71845	18465.43608	-0.013678736	28674.85536	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	149833950.1	13.53646906	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.935139348	106.9351393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1106890943	691276853	869657335.8	2.546000641	646444992	NaN	NaN	NaN	20126.75364	15813.1016	-1.599023714	11754.40017	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12470913.84	NaN	71572159.45	NaN	NaN	NaN	0	NaN	8843637.797	NaN	NaN	1.606063279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
2929674094	193.3999939	674440292.4	-1.675751234	239553009.2	24.02603715	760442845.8	50.20000076	269339995.5	-1.96182431	95793243.57	6.236334649	4064278947	268.2999878	4505355299	-7.321724034	885248420.5	33.33084631	NaN	NaN	NaN	NaN	NaN	5199793584	343.2600403	2761760707	8.031727883	697836865.8	42.64311654	435398749.5	4.418226424	21842438.79	0.221647031	0	0	1113282805	11.2970823	0	0	2120137101	21.514177	157601741.4	1.599270047	21.514177	-3.457542158	-1455889910	-14.77370176	6621184809	NaN	NaN	-3318192449	-33.67149211	-3160590708	-32.07222206	NaN	NaN	165.3995808	4.41646E-05	4.57764E-05	NaN	11668535318	770.2886353	NaN	1777354238	0.609875492	0	12193746625	804.960022	8362296544	-1.2	1822638295	23588545009	31587454100	0.206243874	1144.574971	784.933099	-4.153404994	171.0832805	2214.15608	2964.979549	2
447638909.6	6446000128	581334839.5	-17.40021264	58641354752	39.29529522	NaN	NaN	NaN	NaN	NaN	NaN	486388919.6	7004000256	555091325.8	-40.19107583	71938859008	42.69690542	NaN	NaN	NaN	NaN	NaN	205138849.9	2953999360	839263792.4	-14.14683145	86149562368	18.00779935	NaN	NaN	19861764.24	1.77739208	31643438.55	2.831712046	83062544.72	7.433111548	8150889.601	0.729407843	63903575.83	5.718611308	4171803.352	0.373326868	9.279731197	-7.23206969	-164123789.1	-14.68713047	930706229.8	1538356939	NaN	NaN	NaN	NaN	NaN	6510471603	0.159224864	38.56834259	7.093312331	0	3604445696	1139166679	16403999744	2020702846	2.1673E+11	3.810147888	1.145035339	1139166679	16403999744	2264659407	-29.58899767	2.3126E+11	6763260739	9056682033	0.651370393	346.0729743	687.9918725	-29.63631346	70255.62199	2054.643805	2751.373391	1
669027512.2	2456000000	NaN	NaN	NaN	1.297768008	3826750200	14048000000	NaN	NaN	NaN	7.423063916	24115227433	88527000000	NaN	NaN	NaN	46.77830149	NaN	NaN	NaN	NaN	NaN	26767910623	98265000000	NaN	NaN	NaN	51.9239305	NaN	NaN	285125437.4	NaN	NaN	NaN	7210926483	NaN	0	NaN	8323504355	NaN	NaN	1.521014174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.81084873	45.94557094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	51552165569	1.89248E+11	66761387589	0.860081941	4.11896E+11	1.00128E+11	1.34081E+11	2.804146638	26993.31954	34957.04687	-4.482859925	215673.6201	52428.16738	70206.55566	3
12742527491	12149999616	10143416652	4.096484959	11432500224	6.716491769	46265968740	44114599936	39492315200	10.23541735	36946501632	24.38644911	62081177195	59194400768	56890888084	11.83126607	54178000896	32.72252824	NaN	NaN	NaN	NaN	NaN	1.14897E+11	1.09554E+11	1.27062E+11	10.83101215	1.24819E+11	60.56119849	3863000520	2.101085489	585252650.5	0.318318842	0	0	22019432907	11.97636675	8959548.109	0.004873097	3095215349	1.683487233	3052620194	1.660319734	1.68836033	13.99429994	3696491331	2.010521163	1.58734E+11	1.69908E+11	14.39454529	831071679.9	0.452019781	3883691874	2.112339514	14623091176	0	132.9532281	90.67887661	5120	NaN	1.8972E+11	1.80898E+11	1.94068E+11	1.90429E+11	0.095146537	0.007557431	1.8972E+11	1.80898E+11	2.05294E+11	12.6697101	1.99493E+11	2.04841E+11	2.74302E+11	0.6255996	5732.833843	6203.445662	11.13377846	6028.148029	6189.742409	8288.683674	2
488513855.5	18820000	436476558.8	-1.999996718	2.44605E+11	24.97346072	730175066.6	28130000	579672209.9	-3.999996758	3.10468E+11	37.32749469	963270413.2	37110000	1587101621	-15.95981562	6.43698E+11	49.24363057	NaN	NaN	NaN	NaN	NaN	504347726.4	19430000	305107360.9	0.769695779	1.1987E+11	25.7829087	NaN	NaN	NaN	NaN	0	0	167732469.5	8.117958122	0	0	0	0	NaN	NaN	0	NaN	NaN	NaN	1898457907	2983578809	4.39521256	NaN	NaN	NaN	NaN	1.24427E+12	NaN	79.3861043	0.007630539	3030000	39685529600	1956131995	75360000	2288024867	1.00817E+12	0	0	2068526522	79690000	2489508723	-11.69999848	1.04436E+12	6866927996	9195502904	0	588.9796367	708.8475432	-10.87926289	297363.5837	1955.247232	2618.271461	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
14514814.56	39190000	11766438.41	3.428877578	40910988.85	4.156458402	10574073.89	28550000	12441143.99	-5.494869249	42431992.78	3.027988961	72870369.08	196750000	79952697.35	4.743347066	237386401.3	20.86713934	NaN	NaN	NaN	NaN	NaN	261825927.2	706930016	433048520.1	2.153316237	1214682176	74.97640226	13969317.56	3.694717887	1467166.334	0.388047997	NaN	NaN	48461418.75	12.81746727	0	0	0	0	NaN	NaN	NaN	31.98345833	72437764.99	19.1589249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.714202165	65.66618683	0	NaN	349211110.9	942870016	524890092.6	1471376540	NaN	0	410388899.4	1108050048	600034493.1	2.03643903	1687398190	708092466.2	948206577.3	NaN	6539.645272	9561.693169	1.138900796	26889.09376	11283.62282	15109.89861	2
