Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37384853.77	11.32623721	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.86473362	64.4985871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	330073024.9	318914269	665181771.4	1.784687569	494451558.3	NaN	NaN	NaN	7222.288411	14554.76284	-2.816580746	10819.03545	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11318570.08	NaN	59409944.81	NaN	NaN	NaN	0	NaN	162470522.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.018113834	20027418.04	NaN	0	NaN	NaN	NaN	0	NaN	1073392938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
636923112.4	5464800256	602535617.6	-4.147546644	60779954176	33.09994072	NaN	NaN	NaN	NaN	NaN	NaN	846666659.3	7264399872	839499051.3	0.344759143	1.08798E+11	43.99999888	NaN	NaN	NaN	NaN	NaN	440652684.6	3780800000	1306475367	0.059324213	1.34108E+11	22.90006039	NaN	NaN	31287342.67	1.6232569	14379131.69	0.746021322	153146532.6	7.945582607	7021306.14	0.364280973	199610117.9	10.35621672	NaN	NaN	11.46651901	30.27022783	430287611.9	22.32427798	1553285368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.406964779	-0.028354135	5.249948461	99968	NaN	1924242456	16510000128	2731485606	2.92965E+11	1.147829982	0.583927958	1924242456	16510000128	3079599649	-1.25159665	3.14479E+11	7359405179	12315739279	1.723158898	665.5966081	1065.235347	-3.277865996	108778.5697	2545.622621	4260.021529	1
352220103.1	1293000000	NaN	NaN	NaN	0.84247151	3823208931	14035000000	NaN	NaN	NaN	9.14469269	26259874666	96400000000	NaN	NaN	NaN	62.81071431	NaN	NaN	NaN	NaN	NaN	15195859423	55784000000	NaN	NaN	NaN	36.34681418	NaN	NaN	185495529.3	NaN	NaN	NaN	4807681826	NaN	0	NaN	6599028913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.0974672	41.23280593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	41807954192	1.53477E+11	60330666087	4.016951295	3.72221E+11	72404119774	1.21166E+11	2.481236964	32687.74614	47169.81578	-1.024375039	291022.4359	56609.50249	94734.26946	3
6601000167	66010	9500430820	0.07570156	10707800064	8.345976837	23497000594	234970	41620181936	2.644594724	38937198592	29.7084408	31406000793	314060	59639876853	0.234194695	56795901952	39.70818793	NaN	NaN	NaN	NaN	NaN	41085001038	410850	1.21443E+11	3.520416059	1.19299E+11	51.94583523	1805222958	2.407066585	425897852.5	0.567888019	0	0	7836147320	10.44864197	13871551.62	0.018496191	4166482059	5.555546308	NaN	NaN	5.574042499	18.58452627	6100972287	8.134976603	62980300964	1.6176E+11	1.861351094	NaN	NaN	3300624527	4.401020368	12078284877	0.004743093	606.7359412	0.000403175	NaN	NaN	79092001998	790920	1.90372E+11	1.86803E+11	0.147022069	0.028066847	79092001998	790920	2.01878E+11	2.211773504	1.96173E+11	1.61184E+11	2.69737E+11	1.531665353	2645.240195	6751.820111	0.667405282	6561.026454	5390.830983	9021.389753	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
7148148.022	19300000	8149043.332	-9.078544713	28333588.24	4.78374043	7144444.318	19290000	10911602.3	4.029912754	37215309.96	4.781261808	23018518.11	62150000	35769206.63	10.45931759	106201835.8	15.40463563	NaN	NaN	NaN	NaN	NaN	119259257.2	322000000	309060814.4	10.98362131	866902079.5	79.8116279	4440438.551	2.565080081	586454.4081	0.338773412	NaN	NaN	17149824.32	9.906830655	0	0	0	0	NaN	NaN	NaN	21.52546356	20111661.13	11.61777621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.145482722	42.68868488	0	NaN	149425917.4	403449984	345491398.2	968484536.3	NaN	0	173511108	468480000	390244613.4	9.753620268	1097433667	368507127.1	616685396.4	NaN	2601.326937	5850.656114	11.54881374	16453.0317	5524.761654	9245.519503	2
