Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44025045.39	12.6967402	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.595479291	70.04254979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	346742901.7	354366226	680623539.5	2.321435854	505929934.1	NaN	NaN	NaN	7313.091107	14354.90656	-1.373133223	10670.47568	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14455845.05	NaN	27904128.89	NaN	NaN	NaN	0	NaN	153660503.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
921891717.3	27.58300018	673562102.8	NaN	239241086.9	13.54870728	659725946.5	19.73900032	509045512.7	NaN	181046712.7	9.695752297	2943983945	88.08399963	3853965066	NaN	757258032	43.26666133	NaN	NaN	NaN	NaN	NaN	2938402400	87.91699982	2283101920	NaN	576890200.6	43.18463139	314750062.1	5.018113834	19365092.33	0.308740964	0	0	615285998.7	9.809609446	0	0	1126235871	17.95577027	NaN	NaN	17.95577027	22.60416958	802486275.4	12.79417533	4530756370	NaN	NaN	NaN	NaN	-28340490.16	-0.45183726	1049824369	NaN	NaN	1.29392E-05	-3.8147E-06	931059.6404	6621323550	198.1100006	NaN	1530177796	0.340462238	0	6804278063	203.5839996	7218737860	NaN	1573389319	16791799839	27267814483	0.114830094	750.5632924	796.2813403	NaN	173.5567325	1852.262423	3007.846009	2
680023308.6	5834599936	641056407.4	6.393114132	64665686016	34.6000124	NaN	NaN	NaN	NaN	NaN	NaN	851014004.8	7301700096	840853973.4	0.161396502	1.08973E+11	43.30012625	NaN	NaN	NaN	NaN	NaN	434347267.3	3726699520	1283291893	-1.7745052	1.31729E+11	22.09986135	NaN	NaN	32461453.52	1.650483426	14181535.76	0.721051807	173883795.7	8.841018859	7901763.044	0.401760474	144932551.7	7.369009964	NaN	NaN	8.491822245	30.87712408	433396807.6	22.03580462	1625884934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.445226136	0.351197093	5.268386128	-512	NaN	1965384581	16862999552	2780123736	2.98181E+11	1.09407779	0.643394894	1965384581	16862999552	3134436354	1.780643954	3.20079E+11	7719205095	12535038746	1.505907034	664.5672639	1059.865744	-0.504076637	108230.2423	2610.141069	4238.547755	1
375919367.6	1380000000	NaN	NaN	NaN	0.925826535	3624897844	13307000000	NaN	NaN	NaN	8.927517175	24870607438	91300000000	NaN	NaN	NaN	61.25214684	NaN	NaN	NaN	NaN	NaN	15357123384	56376000000	NaN	NaN	NaN	37.82202662	NaN	NaN	205659697.4	NaN	NaN	NaN	4638245705	NaN	0	NaN	5940863696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.740532903	41.53814843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	40603650189	1.49056E+11	58162094454	-3.59447653	3.58841E+11	71933280553	1.16811E+11	2.808175169	30099.07353	43114.96994	-8.59627237	266005.3546	53323.41034	86590.65363	3
6750000171	405000	9318723259	-1.912624431	10503000064	7.634307257	26208333995	1572500	37498698332	-9.902608332	35081400320	29.64184731	34726667544	2083600	53840632966	-9.723769051	51273199616	39.27615457	NaN	NaN	NaN	NaN	NaN	46940001186	2816400	1.14397E+11	-5.801385524	1.12378E+11	53.08953817	1111500912	1.328394495	414385786.1	0.495247274	0	0	9919645755	11.85532344	12488795.1	0.014925806	3719485645	4.445290329	NaN	NaN	4.460216135	18.68893603	5717009871	6.832602978	70020881919	1.50281E+11	-7.095914838	NaN	NaN	2682995326	3.206543677	12314346971	0.003666254	625.8021403	0.002926251	NaN	NaN	88416668900	5305000	1.77482E+11	1.74154E+11	0.124201305	0.022604117	88416668900	5305000	1.86562E+11	-7.58667719	1.8129E+11	1.53505E+11	2.49273E+11	1.27655973	2912.827628	6146.155455	-8.970390898	5972.476734	5057.117227	8212.135827	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
8581481.33	23170000	7902194.974	-3.029169783	27475315.75	4.939139905	7499999.868	20250000	11238427.44	2.995207668	38329985.78	4.316684639	28788888.38	77730000	42577127.39	19.03290959	126415135.2	16.56967392	NaN	NaN	NaN	NaN	NaN	136374065.7	368209984	329547918.9	6.628826272	924367512.3	78.49117935	5293984.284	2.658116742	1027165.584	0.515741243	NaN	NaN	22824568.17	11.46024686	0	0	0	0	NaN	NaN	NaN	16.12303855	9284576.906	4.66179875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.731961646	45.98935762	0	NaN	173744447.3	469110016	372886672.7	1045279212	NaN	0	201862965.3	545030016	421426377.3	7.990312429	1185122046	410105280.3	665960486.2	NaN	3076.522774	6422.811859	9.77934327	18062.03015	6250.270983	10149.67059	2
9016031345	11754200064	8796667487	0.199845281	15543000000	5.673843039	NaN	NaN	37518449519	5.108230983	77449000000	NaN	59315948933	77330202624	63163430720	8.042337443	1.70265E+11	37.32788531	NaN	NaN	NaN	NaN	NaN	90573213936	1.1808E+11	1.43561E+11	4.932396099	3.25877E+11	56.99827116	9043481754	5.090206485	993692070	0.559308677	0	0	31985886324	18.0035489	1755051363	0.987846724	4905668268	2.761200289	NaN	NaN	3.749047013	23.13340092	7392662840	4.171112626	1.39018E+11	1.9395E+11	1.888557048	NaN	NaN	10502987783	5.911702813	48898177589	0.644964743	4.844526105	42.61920489	1867000000	19355000000	1.58905E+11	2.07165E+11	2.1619E+11	5.11685E+11	0.234798369	1.507990997	1.82124E+11	2.37435E+11	2.4438E+11	5.130585749	5.57108E+11	2.03163E+11	3.33042E+11	0.639539616	11557.5552	15508.32639	3.702869963	35353.97893	12892.70616	21134.76433	3
2330653764	3504371000	3352035532	-3.241465752	3558088159	3.837882153	13578216281	20416206000	22894458476	5.730164778	25610432779	22.35921729	20291568236	30510402000	35152010266	5.180331451	39433982102	33.4140784	NaN	NaN	NaN	NaN	NaN	38105379090	57295248000	75053044030	1.925866015	89520899005	62.74803945	3542065944	5.20190935	225326897.2	0.330917073	0	0	10094099771	14.82428413	284607.0004	0.000417976	226874468.7	0.33318985	NaN	NaN	0.333607826	22.19182242	5016678438	7.36753829	57770391858	1.09005E+11	2.663329483	NaN	NaN	8106258410	11.90492274	45054173116	0.018231081	2.987952233	69.25574995	-912988000	-2987679271	60727601091	91310021000	1.13416E+11	1.32513E+11	0.339364518	0.000662183	68781084730	1.03419E+11	1.27105E+11	2.456274807	1.49329E+11	1.10361E+11	1.68467E+11	0.133346723	9092.031872	16801.72128	2.408181885	19739.55828	14588.44197	22269.24732	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
643436075.9	77656300000	360959258.8	13.12854631	5.57952E+11	61.53723632	84263816.39	10169800000	NaN	NaN	NaN	8.058861753	135949125.9	16407700000	153188212.7	9.308137713	3.19762E+11	13.00196523	NaN	NaN	NaN	NaN	NaN	266219239.4	32130000000	258222235.9	11.78453191	2.23748E+11	25.46079845	26608435.81	2.351390878	951638.7025	0.084096434	35094802.61	3.101332198	29281630.62	2.587621446	47781.45925	0.004222454	0	0	NaN	NaN	3.105554652	10.43017808	88746693.2	7.842556636	1067179895	NaN	9.488890579	NaN	NaN	79260906.24	7.004296428	NaN	NaN	5.06883898	12.58229426	200000	NaN	1045604441	1.26194E+11	771744620.9	9.8781E+11	3.338334273	0.006649218	1149979286	1.38791E+11	849234363	11.78318018	1.10307E+12	1980611149	3216268668	NaN	237.0799483	175.0783178	8.198907649	227408.28	408.3231711	663.0665603	0
1822998122	2683270936	1991381408	-1.220043573	1847040929	2.353934119	NaN	NaN	NaN	NaN	NaN	NaN	25447660872	37456412037	40513656852	4.70697138	45875542932	32.85912172	NaN	NaN	NaN	NaN	NaN	50174079458	73851227555	1.05491E+11	0.649134633	1.30674E+11	64.78694416	4832369887	5.697577563	430246431.2	0.507279548	0	0	12175575683	14.35554158	0	0	46442030.42	0.054757205	NaN	NaN	0.054757205	NaN	NaN	NaN	72592446556	1.32765E+11	2.71459465	NaN	NaN	NaN	NaN	86706274443	0.083071194	4.627742984	64.89220037	51160597	-155642065.9	77444738452	1.13991E+11	1.47958E+11	1.78396E+11	0	0	85218196227	1.25433E+11	1.6043E+11	1.651792843	1.93294E+11	1.36639E+11	2.14866E+11	0.00368451	8644.302473	16273.59776	1.621518919	19607.20817	13860.29791	21795.47198	3
