Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1938266.849	0.35856734	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	803532294.7	NaN	1247800064	NaN	NaN	NaN	NaN	12995.83203	NaN	20181.14288	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82755300.96	13.53758778	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.94419812	82.27875444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	611300198.5	453657938	741749727.2	5.547122593	551367046.2	NaN	NaN	NaN	12348.5011	14983.63217	3.73271161	11137.82818	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13536093.08	NaN	83136909.06	NaN	NaN	NaN	0	NaN	61263671.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
949264720.2	28.40200043	683598735	2.980422684	242805976.9	12.85722713	539839586.5	16.15200043	362798550.3	-25.37079078	129032637.1	7.311806737	3048061432	91.19799805	4413339036	19.53965749	867168325.5	41.28418269	NaN	NaN	NaN	NaN	NaN	3385795501	101.3030014	2514058920	-3.199169747	635248011.5	45.85859018	386753023.4	5.583976938	25197469.04	0.363803455	0	0	670976187.2	9.68761801	0	0	1227862469	17.72799512	NaN	NaN	17.72799512	14.75773964	351135667.7	5.069730168	5027282775	NaN	0.053553435	NaN	NaN	-515144134.1	-7.437700006	759307503.2	NaN	7.657675057	1.26576E-05	23.597435	1143016.096	7044685588	210.7769928	NaN	1664132189	0.428591515	0	7383121654	220.9029999	8007110659	7.9	1745222314	19600027806	30245787038	0.081058781	772.0672546	837.318987	5.189229698	182.5012594	2049.612666	3162.860218	2
716000000	5728000000	644674539.1	-3.122202654	65030660096	33.20002479	NaN	NaN	NaN	NaN	NaN	NaN	987737472	7901899776	932138112.6	2.8036329	1.20803E+11	45.80015161	NaN	NaN	NaN	NaN	NaN	452887424	3623099392	1278025577	-4.427970991	1.31188E+11	20.99982361	NaN	NaN	32251489.38	1.495183919	19878335.66	0.921562644	192209185	8.910846849	8766848.09	0.406432402	86649023.58	4.017061822	NaN	NaN	5.345056867	28.65520936	425883939.7	19.74404377	1849521504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.015556544	2.82593E-05	5.143105323	-1280	NaN	2156624896	17252999168	2913708422	3.12509E+11	1.377508774	0.65053403	2156624896	17252999168	3285045643	-0.787842637	3.35459E+11	8513339272	13137345846	0.835502856	692.1112539	1054.247803	-3.418294472	107656.5554	2732.129231	4216.080841	1
415962952.4	1527000000	NaN	NaN	NaN	1.143229342	3192590571	11720000000	NaN	NaN	NaN	8.774491087	19895668734	73037000000	NaN	NaN	NaN	54.68110115	NaN	NaN	NaN	NaN	NaN	16073277020	59005000000	NaN	NaN	NaN	44.1756695	NaN	NaN	206631956.1	NaN	NaN	NaN	3640152543	NaN	0	NaN	4763802242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.685584814	42.33755025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	36384908706	1.33569E+11	51134929100	3.381981698	3.15486E+11	66550741166	1.02698E+11	2.54318693	23988.22554	33712.77422	-2.61558031	207996.8622	43876.27303	67707.60037	3
8993333405	1888600	9079699682	-2.72705877	10233600000	8.094358464	30550476433	6415600	42161690986	0.968115334	39443800064	27.49664628	42030000334	8826300	61970828670	3.649422373	59015700480	37.82867527	NaN	NaN	NaN	NaN	NaN	60082857620	12617400	1.24037E+11	2.6269888	1.21848E+11	54.07696627	1289407933	1.217078675	497991593.4	0.470056786	0	0	12819594938	12.10048056	8437339.365	0.007964047	2258199828	2.13152625	NaN	NaN	2.139490297	15.93860122	4065055363	3.837026337	90856625878	1.67063E+11	1.597486114	NaN	NaN	2590993891	2.445652251	8989213629	0	127.0863764	0.011593171	0	NaN	1.11106E+11	23332300	1.94748E+11	1.91097E+11	0.120880314	0.012152578	1.11106E+11	23332300	2.07112E+11	2.909993136	2.01259E+11	1.79328E+11	2.7673E+11	0.747630686	3553.146963	6623.374506	1.400017057	6436.210479	5734.878279	8849.768198	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
10837036.85	29260000	9636228.503	14.1928494	33504415.11	4.519128188	8529629.479	23030000	12153537.86	3.98956003	41451078.06	3.556921468	48711110.25	131520000	66013883.31	23.17817778	196000869.4	20.31290975	NaN	NaN	NaN	NaN	NaN	180255558.3	486690016	367771708.4	5.501434939	1031583571	75.16796206	6780879.756	2.751153403	1191557.489	0.483441317	NaN	NaN	34150986.46	13.85581311	0	0	0	0	NaN	NaN	NaN	11.28057947	-6350575.242	-2.576569312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.609987929	53.4818597	0	NaN	239803705.4	647470016	442561326.3	1240591816	NaN	0	286474069	773480000	514281883.7	8.263173738	1446247390	526647808	812695720.5	NaN	4510.692316	8097.652081	10.0172724	22771.96331	8292.360385	12796.34263	2
