Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45798834.46	11.77399342	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.35119272	45.78013799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	388983013.9	215833213	634246045.2	-0.132468704	471456012.3	NaN	NaN	NaN	9916.458826	16169.0217	-4.964686478	12018.96733	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58404041.7	1.644482475	6930998.214	0.195156102	58334318.35	1.642519274	222959506	6.277870323	0	0	170961392.7	4.813759562	NaN	NaN	6.456278836	NaN	NaN	NaN	3099259779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.144077317	NaN	NaN	NaN	NaN	3373737343	1.67E+11	NaN	NaN	1.676857568	0	3478787910	1.722E+11	NaN	NaN	NaN	NaN	NaN	7.720425056	222.1750694	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.018113834	18448498.02	NaN	0	NaN	NaN	NaN	0	NaN	995246952.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	5207699968	573821851.1	1.969078033	57883492352	32.40029857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6911399936	798202719.7	1.045896035	1.03446E+11	43.00006199	NaN	NaN	NaN	NaN	NaN	NaN	3953900032	1365436493	21.55435685	1.40161E+11	24.59963944	NaN	NaN	25648536.83	NaN	18480195.86	NaN	NaN	NaN	8002377.15	NaN	228613987.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.177360104	5.253246605	99840	NaN	NaN	16072999936	2657517154	2.85031E+11	NaN	NaN	NaN	16072999936	2996203998	5.745635295	3.05963E+11	6257119541	11982228692	NaN	NaN	1099.512702	3.660664001	112278.8682	2296.166221	4397.101349	1
270498501.5	993000000	NaN	NaN	NaN	0.548306765	3163443200	11613000000	NaN	NaN	NaN	6.412373069	24562735674	90169802752	NaN	NaN	NaN	49.78923748	NaN	NaN	NaN	NaN	NaN	24500189909	89940197248	NaN	NaN	NaN	49.66245576	NaN	NaN	128767953.9	NaN	NaN	NaN	2828657039	NaN	0	NaN	11540278255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.054483978	44.96815965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	49333424084	1.81103E+11	65276707224	4.659176679	4.02736E+11	68460176929	1.311E+11	1.874918853	45170.79941	59768.83021	-2.616587788	368754.2609	62683.68711	120037.7057	3
5094736992	484	8837101009	2.994876267	9960170496	6.475522961	22631579614	2150	38805969707	-11.98101382	36304400384	28.76523629	31736843040	3015	58693127007	-10.94982695	55894298624	40.33822671	NaN	NaN	NaN	NaN	NaN	41845264904	3975.300049	1.17867E+11	-2.368548677	1.15787E+11	53.1862536	1457990942	1.897385417	356504412.8	0.463944085	0	0	7840046841	10.20280038	14874148.91	0.019356769	5441361115	7.08122316	NaN	NaN	7.100579929	20.35493151	7800422955	10.15123505	63545825421	1.62493E+11	-6.892612124	NaN	NaN	3446362780	4.484992527	12699198670	0.012642891	106.364099	3.84471E-06	NaN	NaN	78676842366	7474.299805	1.85112E+11	1.81641E+11	0.170008884	0.030254248	78676842366	7474.299805	2.00058E+11	-5.689528	1.94405E+11	1.39588E+11	2.67306E+11	1.295828657	2754.640839	7004.45874	-7.11111132	6806.525993	4887.25075	9358.95081	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
7259259.131	19600000	10617526.91	-16.39068874	36916313.17	6.773101113	5407407.312	14600000	10266667.34	21.88308329	35015683.01	5.045269196	19788888.54	53430000	40622293.72	12.75064874	120611066.8	18.46361186	NaN	NaN	NaN	NaN	NaN	80129628.21	216350000	247198530.2	3.730582485	693381075.4	74.76328703	4102741.219	3.350189633	371532.2518	0.30338338	NaN	NaN	11642108.51	9.50663694	0	0	0	0	NaN	NaN	NaN	26.76243423	21131062.3	17.25506486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.642933285	35.23931481	0	NaN	107177775.9	289380000	300192879.1	841503327.8	NaN	0	124462954.8	336049984	339105677.8	4.083722931	953622355.7	279832824.6	535872916.9	NaN	1787.259364	4869.479426	4.964053102	13693.79738	4018.334907	7695.011658	2
