Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8891335.604	1.02799968	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1147728451	12.0027693	1782300032	NaN	NaN	NaN	NaN	18467.96227	9.982477017	28678.77825	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	138787221.5	13.48772069	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.326251245	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1028989439	630395128	848065580.7	3.781393478	630395128	NaN	NaN	NaN	19498.40713	16070.06577	0.768619999	11945.41012	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12929631.46	NaN	56611853.75	NaN	NaN	NaN	0	NaN	9148982.001	NaN	NaN	1.474021894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1840474644	55.06700134	685934854.2	-0.523367624	243635738.1	17.93801129	513168452.3	15.35400009	274729709.7	-17.02086005	97710144.95	5.001547575	4190975842	125.3939972	4861285185	-1.160596132	955184385.2	40.84694795	NaN	NaN	NaN	NaN	NaN	4228742875	126.5239868	2556434819	1.087128504	645955479.4	41.21504075	362918906.9	4.418226424	21395883.29	0.260476528	0	0	914309763	11.13093718	0	0	2479140688	30.18141157	120719584.1	1.469657397	30.18141157	11.24698878	7876123.301	0.095885046	4820680563	NaN	-24.73384063	-2248804618	-27.37726747	-2128085034	-25.90761007	1054380645	NaN	10.85862391	1.66408E-05	-1.52588E-05	-534044.1481	9995087200	299.053009	NaN	1797629839	0.922872353	0	10260193361	306.9849854	8463862899	-0.3	1844775603	23090345485	31971107389	0.225088268	992.7568203	818.9472969	-3.025071388	178.4969831	2234.177969	3093.463622	2
754499968	6035999744	703797017	3.635252159	70994558976	35.90079022	NaN	NaN	NaN	NaN	NaN	NaN	1013000000	8104000000	928107859.4	-5.990784089	1.20281E+11	48.20079792	7.581147234	23.56602945	NaN	36.19386371	32.65895961	334124992	2672999936	977557155.5	-35.21755939	1.00345E+11	15.89841187	NaN	NaN	36167544.43	1.722489617	20365714.15	0.969922944	173043877.2	8.241263997	18886971.92	0.899497424	101036278.5	4.811881576	8482998.841	0.404005239	6.681301944	21.62131406	280557601.2	13.36163576	1786392118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.163975883	-0.468707662	5.118999187	0	0	2101624960	16812999680	2718958462	2.91621E+11	1.45600982	1.438163524	2101624960	16812999680	3216343088	-9.575640199	3.28443E+11	9289705758	12862594956	0.597699928	638.8921785	977.7655298	-10.4999279	99846.41999	2824.062553	3910.217793	1
536638517.6	1970000000	NaN	NaN	NaN	1.058428475	3799509666	13948000000	NaN	NaN	NaN	7.493888516	29864342110	1.09632E+11	NaN	NaN	NaN	58.90235057	NaN	NaN	NaN	NaN	NaN	20300463068	74523000000	NaN	NaN	NaN	40.03922095	NaN	NaN	251206798.6	NaN	NaN	NaN	4379733038	NaN	0	NaN	8633330800	NaN	NaN	1.45864676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.335900531	45.57601837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	50701443696	1.86125E+11	66192081450	18.32798549	4.08384E+11	96011296159	1.32938E+11	2.369467218	28032.87975	36597.66911	11.82421911	225795.7262	53084.74323	73501.52612	3
11483008747	5599000064	9744245117	8.475477453	10982599680	8.123676208	37867881956	18464000000	35825432651	-3.698512688	33515999232	26.78970455	50917782541	24827000832	50872077270	-5.180726581	48446201856	36.02188135	11.66999967	19.6	9.549999672	48.82000263	10.35999803	78951584778	38496002048	1.14645E+11	-1.170631843	1.12621E+11	55.85444764	1448504758	1.071775411	543930112.4	0.402463932	0	0	15796206164	11.68790455	53117130.18	0.039302345	3546198373	2.623897642	2214015711	1.638191097	2.663199987	16.77964365	6869306478	5.082726677	1.15755E+11	1.48528E+11	0.678858437	1972730195	1.459659489	4186745906	3.097850587	14386271888	0	2076.793473	38.92578666	1792	NaN	1.41352E+11	68921999360	1.75337E+11	1.7205E+11	0.124071498	0.060135741	1.41352E+11	68921999360	1.82209E+11	-2.398959224	1.7706E+11	1.75831E+11	2.43457E+11	0.771308483	4330.324573	5581.962341	-3.760215476	5424.226651	5386.576722	7458.293769	2
360663574.3	8040000	445384228.7	NaN	2.49597E+11	17.37626972	680505773.8	15170000	603825198.2	NaN	3.23404E+11	32.78582235	1078402031	24040000	1888503259	NaN	7.65941E+11	51.95591096	NaN	NaN	NaN	NaN	NaN	636544293.4	14190000	302776899.9	NaN	1.18954E+11	30.66781932	NaN	NaN	NaN	NaN	0	0	185703624.7	8.542613101	0	0	0	0	NaN	NaN	0	NaN	NaN	NaN	1988146725	2857965165	NaN	NaN	NaN	NaN	NaN	1.04996E+12	NaN	NaN	0.004253696	-1380000	-31933878272	2075609898	46270000	2574703072	1.13449E+12	0	0	2256838858	50310000	2819375629	NaN	1.18274E+12	7521217423	10413932894	0	636.68069	795.3789052	NaN	333663.739	2121.823577	2937.892511	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
13825925.68	37330000	11376357.05	5.990914253	39554706.39	4.177577683	11188888.69	30210000	13164516.99	3.000340948	44899141.93	3.380782797	66525924.75	179620000	76332005.41	-5.053388307	226636257	20.10116538	NaN	NaN	NaN	NaN	NaN	250603711.1	676630032	423920178	4.209155914	1189077575	75.72125694	12793712.87	3.694717887	1452369.561	0.419432252	NaN	NaN	46009875.08	13.28726932	0	0	0	0	NaN	NaN	NaN	28.61390404	53045339.09	15.31905282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.262468745	63.93097103	0	NaN	330955561.6	893580032	510955169.2	1432314040	NaN	0	391570363.5	1057240000	588059029.5	2.545101843	1653721167	671152225	929282309.7	NaN	6295.141048	9454.021246	2.528616022	26586.30215	10789.88176	14939.74968	2
