Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9544505.996	NaN	NaN	NaN	184916205.1	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.900997975	108.3330294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1665363128	2980999936	1771982430	6.688119107	2751699968	NaN	NaN	NaN	19180.24495	20408.19595	4.641032297	31691.7545	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2768955.586	0.228470362	NaN	NaN	160909036	13.27682752	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.499561642	135.9961798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1211953954	1088194096	1076455908	3.194787965	800165194.3	NaN	NaN	NaN	18864.27098	16755.22069	4.253303129	12454.70838	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6041357.642	NaN	86040307.82	NaN	NaN	NaN	0	NaN	4707740.962	NaN	NaN	0.856735878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
840050772.6	329984000	467066043.6	5.2	165896192	13.03375828	407258541.2	159977000	226223033.6	4.9	80458300	6.318795907	3588743620	1409710000	5973139004	10.26973021	1173650360	55.68094025	NaN	NaN	NaN	NaN	NaN	2016397811	792070000	2103240969	0.320768145	531443250	31.28530147	148197987.1	2.83342	41807033.96	0.799315082	0	0	581112966.8	11.11038776	0	0	1419748345	27.14438594	87274408.36	1.668612773	27.14438594	3.407313084	-402988714.5	-7.704802919	3229495892	NaN	NaN	-1803530122	-34.48196847	-1716255714	-32.8133557	872672188.9	NaN	35.31682521	135.3168252	NaN	-959452587.9	6147124664	2414678792	NaN	NaN	0.97289683	0	6445192204	2531764000	8584134106	6.804762114	1870989802	27749765912	32425415750	0.341764434	490.566464	653.3689271	3.991800264	142.4076773	2112.133216	2468.013528	2
790764774.6	1.19532E+11	909707512.6	4.899999925	91765497856	32.60271937	268483722.5	40583999488	282797804.8	29.5000022	41015517184	11.06940994	388747018.4	58762999296	439736728.4	23.94881392	56989106176	16.02778772	NaN	NaN	NaN	NaN	NaN	1245944702	1.88337E+11	1425878977	10.9472983	1.46365E+11	51.36949291	79261138.61	2.842803983	10026975.53	0.359630539	0	0	264761924	9.496031287	1774537.857	0.063646112	18011708.04	0.646013371	3761829.326	0.134922909	0.709659483	13.08144901	99927018.97	3.584012701	2503584220	2732729639	16.42210879	145652280.7	5.224008774	149414110	5.358931683	35448162670	0	13.55600815	129.3892373	77854826354	-2580085.196	2425456495	3.66632E+11	2751578699	2.9512E+11	0.015679442	0.104107635	2727745453	4.12326E+11	3120648082	12.7	3.18671E+11	10680332945	12479897567	0.02895785	885.9086309	1013.514317	13.17088927	103496.9766	3468.725106	4053.182072	1
1650374451	6061000000	NaN	NaN	NaN	2.180890491	6531518226	23987000000	NaN	NaN	NaN	8.631087315	30287543411	1.11231E+11	NaN	NaN	NaN	40.02353246	NaN	NaN	NaN	NaN	NaN	43736420582	1.60622E+11	NaN	NaN	NaN	57.79557705	NaN	NaN	466191431.3	NaN	NaN	NaN	10378956726	NaN	0	NaN	6110354466	NaN	NaN	1.339461197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.254445312	49.24693832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	75674338445	2.77914E+11	91467939985	0.291994339	5.64327E+11	1.57212E+11	1.83701E+11	2.776279769	27463.04512	33194.71587	-4.945069678	204800.6105	57053.94204	66667.14943	3
15702922240	15702922240	13211871693	8.730600199	14890912133	5.617611878	53326266368	53326266368	52938207349	1.848756068	49525624271	19.07710315	79855460352	79855460352	81886080937	3.376664715	77981278123	28.56773891	14.54879109	26.36425099	12.92295805	37.90605582	8.257944047	1.83972E+11	1.83972E+11	1.82398E+11	4.680814384	1.79178E+11	65.81464225	11903414301	4.08289	787558094.8	0.270133677	0	0	36814138353	12.62730789	101705013.8	0.034884981	3327010497	1.141169881	4235075646	1.452637669	1.176054863	15.44939777	8222955827	2.820486901	2.51301E+11	2.48568E+11	3.786978184	11679694254	4.006153669	15914769901	5.458791338	31242544697	0	-1.705205209	103.757092	0	2602590467	2.7953E+11	2.7953E+11	2.77248E+11	2.7205E+11	0.050367645	0.054443663	2.98948E+11	2.98948E+11	2.96502E+11	3.850178869	2.88123E+11	3.39042E+11	3.96169E+11	0.540113298	8273.179024	8205.47459	2.643932793	7973.603408	9382.748142	10963.67841	2
584162508	2.9471E+11	442481107.7	12.85923612	2.4797E+11	33.99572797	376646173.9	1.90018E+11	286453964.6	-2.226357423	1.53422E+11	21.91917607	528477692.4	2.66617E+11	516210795	0.902494508	2.09365E+11	30.75511287	NaN	NaN	NaN	NaN	NaN	605700729.3	3.05576E+11	529979688.5	3.729190733	2.08217E+11	35.24915916	43375557.01	2.219690404	19487573.78	0.99725245	0	0	258830525.3	13.24533154	2232122.549	0.114226107	0	0	48737228.05	2.494067278	0.114226107	-2.076148168	-299401085.5	-15.32147971	1693063790	1561371606	4.411208883	-326482452.9	-16.70733514	-277745224.8	-14.21326786	1.41304E+11	NaN	10.69849775	130.3319772	36209983488	17140535238	1718340930	8.66903E+11	1510601832	6.65617E+11	0	0.186004926	1893726437	9.55385E+11	1747400619	7.3	7.3304E+11	5523674641	6454376851	0	609.0913217	562.0276149	8.188155612	235772.2014	1776.614732	2075.962425	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20777777.41	56100000	12372893.02	4.07587798	43019584.24	3.966907085	11740740.53	31700000	12550085.71	5.688073394	42803551.39	2.241549993	95888887.2	258900000	99951495.78	7.75151182	296764545.5	18.30717013	NaN	NaN	NaN	NaN	NaN	407111103.9	1099200000	549893932.4	4.248573715	1542428452	77.72592278	21430104.7	3.577646995	1908901.199	0.318681347	NaN	NaN	76428088.1	12.75928063	0	0	0	0	NaN	NaN	NaN	36.75013984	143695544.9	23.98924044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.416086141	78.3798659	-40032	NaN	523777768.5	1414200000	659579183.3	1848938187	NaN	0	620037014.2	1674099968	759513521.1	4.40767125	2135880112	1027155101	1200223861	NaN	8357.420329	10237.41099	1.778832728	28789.32622	13844.92655	16177.70402	2
