Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant 2000 US$)	Agriculture, value added (annual % growth)	Agriculture, value added (constant LCU)	Agriculture, value added (% of GDP)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (annual % growth)	Manufacturing, value added (constant LCU)	Manufacturing, value added (% of GDP)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (annual % growth)	Industry, value added (constant LCU)	Industry, value added (% of GDP)	Chemicals (% of value added in manufacturing)	Food, beverages and tobacco (% of value added in manufacturing)	Machinery and transport equipment (% of value added in manufacturing)	Other manufacturing (% of value added in manufacturing)	Textiles and clothing (% of value added in manufacturing)	Services, etc., value added (current US$)	Services, etc., value added (current LCU)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (annual % growth)	Services, etc., value added (constant LCU)	Services, etc., value added (% of GDP)	Adjusted savings: education expenditure (current US$)	Adjusted savings: education expenditure (% of GNI)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: carbon dioxide damage (% of GNI)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: net forest depletion (% of GNI)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: consumption of fixed capital (% of GNI)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: mineral depletion (% of GNI)	Adjusted savings: energy depletion (current US$)	Adjusted savings: energy depletion (% of GNI)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: particulate emission damage (% of GNI)	Adjusted savings: natural resources depletion (% of GNI)	Adjusted savings: gross savings (% of GNI)	Adjusted savings: net national savings (current US$)	Adjusted savings: net national savings (% of GNI)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net national income (annual % growth)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, including particulate emission damage (% of GNI)	Adjusted net savings, excluding particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (% of GNI)	Exports as a capacity to import (constant LCU)	Coal rents (% of GDP)	Inflation, GDP deflator (annual %)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	Forest rents (% of GDP)	Mineral rents (% of GDP)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP growth (annual %)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	Natural gas rents (% of GDP)	GDP per capita (current US$)	GDP per capita (constant 2000 US$)	GDP per capita growth (annual %)	GDP per capita (constant LCU)	GDP per capita, PPP (current international $)	GDP per capita, PPP (constant 2005 international $)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13897596.21	NaN	NaN	NaN	247734847.6	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.310844825	122.5111049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1911173189	3420999936	1798191506	-2.578237954	2792399872	NaN	NaN	NaN	20203.53069	19009.17065	-4.877941902	29519.21722	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3276669.025	0.225015227	NaN	NaN	189417716.1	13.00768251	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.399999944	155.1649533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1456198796	1547286458	1341509272	5.874302308	997188105.1	NaN	NaN	NaN	21091.1866	19430.05478	1.806047394	14443.00081	NaN	NaN	3
1933767968	87609954046	NaN	NaN	87609954046	45.15847923	644029458.2	29177953180	NaN	NaN	29177953180	15.03975213	844560875.3	38263090863	NaN	NaN	38263090863	19.72267892	NaN	NaN	NaN	NaN	NaN	1503852491	68132500772	NaN	NaN	68133139752	35.11884185	NaN	NaN	2214576.307	0.054987375	127763093.5	3.172325635	340996375.2	8.466854649	0	0	0	0	38534988.09	0.956814109	3.172325635	NaN	NaN	NaN	3558667354	NaN	NaN	NaN	NaN	NaN	NaN	60072960608	NaN	NaN	99.99967495	0	13676184661	4282181334	1.94006E+11	NaN	1.94006E+11	2.944591264	0	4338907579	1.96576E+11	NaN	NaN	1.96576E+11	14397333418	15615577689	NaN	157.9765025	NaN	NaN	7157.19742	524.1965489	568.5519461	0
897753862.8	39079405200	684062088.2	12.1	242970554.3	7.853170077	418719277.4	18226933890	319263408.6	10.1	113548964	3.66277867	7794920180	3.39314E+11	7850105182	14.54165386	1542451760	68.1866561	NaN	NaN	NaN	NaN	NaN	2739064403	1.19232E+11	2233172475	15.40952858	564274115.6	23.96017382	257591877.2	2.631025	78052515.96	0.797222812	0	0	1088555776	11.1184308	0	0	3513883539	35.89055501	174267882.4	1.779959679	35.89055501	11.47705671	34776210.47	0.355201725	5188112931	NaN	NaN	-3473500603	-35.47808658	-3299232720	-33.6981269	NaN	NaN	120.5072557	21178.30433	NaN	NaN	10853191026	4.72442E+11	NaN	NaN	0.535877476	0	11431738445	4.97626E+11	10780448534	14.49054878	2349696430	37544808796	40721699050	0.315134708	767.7215947	723.982899	10.62898008	157.7986322	2521.397828	2734.74834	2
1043802744	1.46556E+11	990923054.7	1.601927511	99958004292	26.31162202	392148954.6	55060000768	380632834.8	-4.499534571	55204999168	9.885081381	734584876.9	1.0314E+11	543433401.7	-26.84758534	70428012553	18.51702319	5.725484862	17.27926974	2.075568384	38.43336412	36.48631289	2188691046	3.07305E+11	2081550581	14.96234912	2.13669E+11	55.17135479	130114250.8	2.842803983	23117464.92	0.505082425	0	0	453120723.4	9.900017782	0	0	42950211.05	0.938398602	14266623.14	0.31170462	0.938398602	14.68591509	218885726.1	4.782329451	4080897848	3836688588	4.141313174	268828977.3	5.87351564	283095600.5	6.18522026	1.18246E+11	0.000881675	3.300195872	150.7145727	1.40639E+11	-14176447981	3967078667	5.57001E+11	3580777495	3.84055E+11	0.081698749	0	4449373456	6.24718E+11	4059111575	2.9	4.14504E+11	14966533465	16232941148	0.022882683	1440.030143	1313.722725	2.487038292	134153.3394	4843.886346	5253.756466	1
2419605243	8886000000	NaN	3.210507114	11316000000	2.203322589	14345813888	52685000000	NaN	2.896173139	65230000000	13.06347632	52212935460	1.91752E+11	NaN	-3.610779371	3.85794E+11	47.54574758	NaN	NaN	NaN	NaN	NaN	55183663932	2.02662E+11	NaN	12.41450125	2.71508E+11	50.25092983	NaN	NaN	519498925.7	0.469126998	NaN	NaN	14827349889	13.38965261	0	0	11248008133	10.15737286	1493912657	1.349059114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.52206E+11	NaN	3.770839545	60.3184479	0	NaN	1.09155E+11	4.0087E+11	NaN	6.65548E+11	NaN	0	1.09816E+11	4.033E+11	1.08372E+11	2.433456814	6.68618E+11	2.0067E+11	2.1765E+11	3.332274092	33740.90033	33297.06929	-0.879061567	205432.0979	61655.65944	66872.7126	3
10414891657	31903936512	13133308866	-2.284556196	14802365091	10.68302098	20762927306	63603073024	38668795813	-10.9552207	36176069201	21.29746475	31181203214	95517376512	59522516667	-13.81203931	56684138180	31.9839571	16.0776109	31.15395152	8.351391076	38.7481631	5.668883407	55894039589	1.7122E+11	1.57275E+11	-9.162478739	1.54499E+11	57.33302055	4075125159	4.30953	809789203.6	0.856369002	0	0	11070324622	11.70709959	113906148	0.120458131	6495852612	6.86949986	1438749978	1.521508162	6.989957991	21.6353947	9383771763	9.923534702	76880696069	1.96594E+11	-12.11848668	4605100460	4.869989954	6043850437	6.391498116	32042128056	0	30.55528154	132.8796107	0	1304940690	97490135798	2.98642E+11	2.30303E+11	2.25986E+11	0.125524656	0.178639069	1.0204E+11	3.1258E+11	2.42076E+11	-10.89448482	2.35236E+11	2.98214E+11	3.23448E+11	2.847050219	2709.706375	6428.393836	-11.73502261	6246.739593	7919.159063	8589.246354	2
557227522.5	3.19486E+11	516809994.9	3.86901725	2.89624E+11	25.96189882	359259091.3	2.05981E+11	403572006.5	13.32269049	2.1615E+11	16.7383121	836544519.1	4.79633E+11	862854559.4	21.49829398	3.49957E+11	38.97561282	NaN	NaN	NaN	NaN	NaN	752556030.3	4.31478E+11	760848152.2	12.05362183	2.98921E+11	35.06248836	54705147.29	2.219690404	18507530.56	0.750952881	0	0	353513560.7	14.34400046	7930667.212	0.321791034	0	0	56196817.44	2.280215712	0.321791034	14.89069848	13473588.72	0.546698018	2103095295	2128640800	13.66763748	-14456279.21	-0.586571206	41740538.23	1.693644506	3.29549E+11	NaN	2.369787813	137.0159746	-41202900000	-82169248691	2146328072	1.2306E+12	2129908857	9.38502E+11	0.025275076	0.534076176	2376335048	1.36247E+12	2370398385	13.18630053	9.94389E+11	8072483819	8755544832	0	776.3093877	774.3699779	13.36167814	324850.4335	2637.147053	2860.291798	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
14095238.64	38057145	13317621.3	0.923787529	46304330.82	1.953522869	14801385.29	39963741	14262649.49	3.249211356	48644452.67	2.051390927	106244790.3	286860939	122614817.5	3.489956958	364053887.3	14.72494599	NaN	NaN	NaN	NaN	NaN	601189207.5	1623210889	604325725.5	1.610677454	1695107253	83.32153115	26588636.09	3.40114	2237174.024	0.286172711	NaN	NaN	100809813.5	12.89529436	0	0	0	0	0	0	NaN	25.07969974	95203257.21	12.1781202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.129317692	93.98263629	0	NaN	721529236.5	1948128973	741524820.7	2078648921	NaN	0	823203308.8	2222648973	840972692.2	2.523173733	2364957040	1225272391	1328949997	NaN	10225.23891	10445.9574	0.814178253	29375.7939	15219.45161	16507.26021	2
